target_horizon,segment_start,segment_end,mse,mae,mode,run_name,dataset,pred_len,checkpoint_policy,evaluation_split,official_test_mode,protocol_class,protocol_profile,profile_hash
96,0,96,0.3795638978481293,0.4066775143146515,fixed,TimeAlign__ETTh1__H96__seed2021,ETTh1,96,official-last,test,1,native_external,TIMEALIGN-OFFICIAL-MAIN-I-8DATASET-REPRODUCTION-20260806,8a16b52708288d424816d46243daa6f17422b6df46e0b93c5330e09d05a46313
