scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.4598712623119354,0.43186235427856445,0.5247519612312317,0.0155686866492033,0.4128497540950775
