epoch,train_loss,mse,mae
1,0.3196513901341636,0.5220109820365906,0.4867579936981201
2,0.2896562011736744,0.5266664028167725,0.49232158064842224
3,0.2802111585185213,0.5246078968048096,0.4865695834159851
4,0.2715297077061995,0.5259542465209961,0.48448994755744934
5,0.26278561685445173,0.5404981374740601,0.4912213683128357
6,0.25444104952632257,0.5629942417144775,0.49773284792900085
7,0.24683185084810796,0.5860306620597839,0.5041675567626953
8,0.24072495001666952,0.5819823741912842,0.5039506554603577
9,0.23501923618451603,0.6094865202903748,0.5128772258758545
10,0.2297290652990341,0.6393592953681946,0.5229537487030029
11,0.22567550646808912,0.6064302325248718,0.5130760073661804
