epoch,train_loss,mse,mae
1,0.32406486857612177,0.5259095430374146,0.4904780089855194
2,0.2917540449016499,0.515276312828064,0.4844120442867279
3,0.2830266384583599,0.514004111289978,0.4856628477573395
4,0.2754028154431649,0.5112156271934509,0.48169299960136414
5,0.26711941968719916,0.5114240050315857,0.47755274176597595
6,0.25848050286185065,0.5564544796943665,0.5015281438827515
7,0.25046481670073745,0.5784243941307068,0.507317841053009
8,0.24320946043392397,0.5838271379470825,0.5108170509338379
9,0.23702893802579844,0.5704454183578491,0.5026110410690308
10,0.23132077320566719,0.617551326751709,0.5247770547866821
11,0.22646741017980396,0.6096110939979553,0.519607663154602
12,0.22112444757290606,0.6206756234169006,0.5250440239906311
13,0.21694098677275317,0.6012812256813049,0.517011284828186
14,0.21250106152498496,0.6445868015289307,0.5343727469444275
