scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.003035253146663308,5.2416504331631586e-05,0.0002525902818888426,2.876300096511841,0.7193215489387512,0.2455575168132782,0.24555152654647827,-0.002439456090630454,9.5367431640625e-07
1-96,0.0025490038096904755,3.773421121877618e-05,0.000178556379978545,2.5519585609436035,0.7907814979553223,0.1514107584953308,0.15141645073890686,0.0037594703524268525,9.5367431640625e-07
97-192,0.0034230060409754515,6.494831905001774e-05,0.0002896746445912868,2.944772481918335,0.6180440783500671,0.23785758018493652,0.23784787952899933,-0.004078346769365027,4.76837158203125e-07
193-336,0.003111880272626877,5.3850151743972674e-05,0.00027775022317655385,3.046879291534424,0.7186789512634277,0.3134552538394928,0.3134439289569855,-0.003612918708029156,4.76837158203125e-07
