epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h96_l1
1,245,0.5843730837714916,0.3845175241937443,0.3845175241937443,0.10420737509824791,0.9564818248456838,0.10420737509824791,0.09564818248456838,full,off,1,32,96,0.22094933075519899,0.0005,4.184486627578735,0,3,0.0,1,0,0,0.3845175241937443
2,245,0.4724000843203798,0.35206418134728257,0.35206418134728257,0.026538059955500827,0.9379784036655815,0.026538059955500827,0.09379784036655815,full,off,1,32,96,0.22004161542281508,0.0004877641290737884,3.6377835273742676,0,3,0.0,2,0,0,0.35206418134728257
3,245,0.4519472444544033,0.3446560316548056,0.3446560316548056,0.015056033082762543,0.9223517697684619,0.015056033082762543,0.09223517697684619,full,off,1,32,96,0.22264461944966266,0.0004522542485937369,3.801581382751465,0,3,0.0,2,1,0,0.3446560316548056
4,245,0.4410725765082301,0.3384494759598557,0.3384494759598557,0.011277259844450318,0.9134583828400592,0.011277259844450318,0.09134583828400593,full,off,1,32,96,0.22393347191003463,0.0003969463130731183,3.832759141921997,0,3,0.0,2,2,0,0.3384494759598557
5,245,0.4336364634182988,0.3338694147917689,0.3338694147917689,0.009046157360152931,0.9072088784101058,0.009046157360152931,0.09072088784101058,full,off,1,32,96,0.21973199831942716,0.00032725424859373687,3.8896539211273193,0,3,0.0,5,0,0,0.3338694147917689
6,245,0.4279510910413703,0.3299754073425215,0.3299754073425215,0.0076720983759329025,0.9030358107722536,0.0076720983759329025,0.09030358107722536,full,off,1,32,96,0.21993468732883534,0.00025,3.824653148651123,0,3,0.0,5,1,0,0.3299754073425215
7,245,0.423207655244944,0.32661917240035776,0.32661917240035776,0.00655627439976955,0.9003220509509651,0.00655627439976955,0.09003220509509652,full,off,1,32,96,0.22009925757690021,0.00017274575140626317,3.8935093879699707,0,3,0.0,5,2,0,0.32661917240035776
8,245,0.4198313259348577,0.3240943358868969,0.3240943358868969,0.005878349901081956,0.8985863576129991,0.005878349901081956,0.08985863576129992,full,off,1,32,96,0.22034166493297866,0.00010305368692688174,3.6608729362487793,0,3,0.0,5,3,0,0.3240943358868969
9,245,0.41759902774071206,0.3224259298674914,0.3224259298674914,0.005409739137988309,0.8976335642289143,0.005409739137988309,0.08976335642289143,full,off,1,32,96,0.2210692373337224,4.7745751406263163e-05,3.6110663414001465,0,3,0.0,5,4,0,0.3224259298674914
10,245,0.4164708847902259,0.3215822462524687,0.3215822462524687,0.00516314616768944,0.8972548998132044,0.00516314616768944,0.08972548998132045,full,off,1,32,96,0.220765851981317,1.2235870926211617e-05,3.847144365310669,0,3,0.0,5,5,0,0.3215822462524687
