short_horizon,long_horizon,chpd_raw,nchpd
96,192,1.343527553828429,0.23113460761184496
96,336,2.020264588735924,0.3475574889841179
96,720,2.2909473622536023,0.3941245701474448
192,336,1.7359811578819804,0.29865061018305517
192,720,1.4638373588632867,0.2518321805788825
336,720,1.9543362237230752,0.3362154612495075
