dataset,phase,trial_id,profile_id,test_mean_mse_4h,test_mean_mae_4h,published_targets_available,lead_mse_cells,lead_mae_cells,lead_total_cells,balanced_relative_score,validation_mean_mse_4h,trainable_parameters,dataset_joint_mean_score,mse_ratio_to_dataset_best,mae_ratio_to_dataset_best,joint_mean_score_ratio_to_dataset_best,joint_mean_guard_pass,pareto_frontier
ETTh1,H2,ETTh1__h2_capacity128,h2_capacity128,0.4160957087352896,0.4371649147230072,True,2,0,2,1.0327743870190655,1.141997665114006,9306729,1.0327743870190655,1.0573694614213145,1.0400593305643384,1.047817234396114,False,False
ETTh1,H2,ETTh1__h2_lookback336,h2_lookback336,0.40587482218919013,0.4222706264926174,True,3,2,5,1.0019848987023559,1.1060443441300387,4701225,1.0019848987023559,1.0313964627202563,1.004624319829438,1.016579282620795,False,False
ETTh1,H2,ETTh1__h2_lr5e4,h2_lr5e4,0.4558896897649367,0.4547123973904805,True,0,0,0,1.1031405509267702,1.1590294929361709,4702249,1.1031405509267702,1.1584926871739174,1.0818065578956655,1.1192083147594127,False,False
ETTh1,H4J,ETTh1__h4j_dropout2,h4j_dropout2,0.39562831028685985,0.42039884772573766,True,3,2,5,0.9873359484246336,1.150027817000066,2420425,0.9873359484246336,1.0053583456616961,1.0001711697579623,1.001716963454348,True,False
ETTh1,H4J,ETTh1__h4j_lr3e4,h4j_lr3e4,0.39351969573243994,0.4210337413110126,True,3,2,5,0.9856436343254861,1.134268320863697,2420425,0.9856436343254861,1.0,1.0016816454961608,1.0,True,True
ETTh2,H1,ETTh2__h1_current,h1_conservative_anchor,0.3128610209595804,0.36898052163865147,True,3,3,6,0.9454568889747806,0.4006675397979081,2570133,0.9454568889747806,1.0179905435142285,1.010585222216657,1.0133592843991586,False,False
ETTh2,H1,ETTh2__h1_timealign,h1_timealign_source_prior,0.3118510419114264,0.3703209458969029,True,3,3,6,0.9466081345967537,0.4088260361131111,4896981,0.9466081345967537,1.0147042628615128,1.0142564538059933,1.0145932120940695,False,False
ETTh2,H2,ETTh2__h2_lookback336,h2_lookback336,0.31439149798429555,0.37039937951870594,True,3,3,6,0.9503409026072944,0.39331021705043634,2568085,0.9503409026072944,1.0229704260622277,1.0144712723518805,1.0185940662462787,False,False
ETTh2,H2,ETTh2__h2_lr5e4,h2_lr5e4,0.307331952101977,0.36511569091552243,True,3,3,6,0.9329927731755686,0.4197374176019655,2570133,0.9329927731755686,1.0,1.0,1.0,True,True
ETTh2,H2,ETTh2__h2_patch48,h2_patch48,0.3191204290643871,0.37318169655345146,True,3,3,6,0.9607013921570764,0.41392516164859344,9645141,0.9607013921570764,1.038357472699417,1.022091643384878,1.0296986426670784,False,False
