lr_dir,learning_rate,strategy,runs,mean_best_epoch,mean_epochs_ran,mean_post_best_val_drift_pct,max_post_best_val_drift_pct
lr_0p00003,3e-05,hssg_region_routed_readout,2,6.5,16.5,6.558546053934899,7.959281141915175
lr_0p00003,3e-05,r3_prefix_risk,2,3,13,13.620415628187766,18.174539181835293
lr_0p00003,3e-05,single_720_prefix_risk,2,8,18,5.44074375740855,6.427375117161693
lr_0p00005,5e-05,hssg_region_routed_readout,2,3.5,13.5,7.568134717331532,8.85025883314199
lr_0p00005,5e-05,r3_prefix_risk,2,2,12,16.2857734441869,19.185211724068154
lr_0p00005,5e-05,single_720_prefix_risk,2,4,14,8.721359725803545,9.42823567439044
lr_0p0001,0.0001,hssg_region_routed_readout,2,1.5,11.5,14.864731057435975,20.22120006765864
lr_0p0001,0.0001,r3_prefix_risk,2,1,11,17.722040463397136,18.43367188918439
lr_0p0001,0.0001,single_720_prefix_risk,2,3.5,13.5,18.95255471910504,27.533657415838974
