epoch,train_loss,mse,mae
1,0.4544827986974269,0.2195843756198883,0.32760703563690186
2,0.3780734217725694,0.21404707431793213,0.32191193103790283
3,0.3539249568711966,0.21563592553138733,0.323165625333786
4,0.3250114459078759,0.21902672946453094,0.32502785325050354
5,0.3058593433815986,0.2152295708656311,0.31943053007125854
6,0.2947398666292429,0.21696797013282776,0.3223850727081299
7,0.2861629615072161,0.2174128144979477,0.32185399532318115
8,0.2785536265000701,0.21751774847507477,0.32288306951522827
9,0.2715349281206727,0.2170393317937851,0.3218851387500763
10,0.2652209859807044,0.2219562530517578,0.3268797695636749
11,0.25858422345481813,0.21966104209423065,0.32499003410339355
12,0.25065260101109743,0.223062202334404,0.3268544673919678
