system,model_count,main_i_mse,main_i_mae,peak_inference_memory_mib,checkpoint_storage_mib
ISCF-BSCA,1,0.26071428571428573,0.30610714285714286,38.81675502232143,17.676764760698592
TimeAlign,4,0.27425,0.3140714285714286,109.10232979910714,95.43288040161133
QDF,4,0.28751084581017494,0.33142596057483126,31.938685825892858,20.381113869803293
AMD,4,0.2821321003139019,0.32814741507172585,238.03508649553572,221.1496707371303
SimpleTM,4,0.2927432686956156,0.3328410444131919,14.840959821428571,2.835285186767578
DLinear,4,0.3001785714285714,0.33864285714285713,13.11083984375,3.464954376220703
iTransformer,4,0.29182142857142856,0.3360714285714286,47.34144810267857,35.425462450299946
PatchTST,4,0.2795357142857143,0.3264642857142857,71.60393415178571,25.294871194022043
TimeMixer,4,0.2829285714285715,0.3320357142857143,53.422433035714285,37.18178612845285
