backbone,arm_id,dataset,horizon,mse,mae,seed,checkpoint_sha256,test_access_date,test_role,test_tuned,checkpoint_retrained,evidence_source,profile_id
patchtst_style,patchtst_iscf,ETTm1,336,0.37268227717957214,0.3885697468600206,2021,97ed4008d5d39022bb601161208642a59b443801f0fbc5256a15568b0dd72c3f,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm1,720,0.430500865135682,0.42039814094672195,2021,97ed4008d5d39022bb601161208642a59b443801f0fbc5256a15568b0dd72c3f,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm1,96,0.28381333760242944,0.33771684348725095,2021,1db5acc9f4723898e94ffc6d226585570ee086f217b22289ab71a2bc6655f261,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm1,192,0.3247473685724886,0.362967637971487,2021,1db5acc9f4723898e94ffc6d226585570ee086f217b22289ab71a2bc6655f261,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm1,336,0.36921606288592485,0.3873590496615178,2021,1db5acc9f4723898e94ffc6d226585570ee086f217b22289ab71a2bc6655f261,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm1,720,0.4272723723806223,0.4194877786757484,2021,1db5acc9f4723898e94ffc6d226585570ee086f217b22289ab71a2bc6655f261,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm2,96,0.17254192741353594,0.2566866904730285,2021,631fad2ab2831dafa643271fe05be64a5c2840bfa256247d9ca424fc4f77c346,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm2,192,0.22914665919597357,0.2948498350846878,2021,631fad2ab2831dafa643271fe05be64a5c2840bfa256247d9ca424fc4f77c346,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm2,336,0.27919724896884096,0.3286172058766575,2021,631fad2ab2831dafa643271fe05be64a5c2840bfa256247d9ca424fc4f77c346,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTm2,720,0.3635555755013748,0.3813720944536238,2021,631fad2ab2831dafa643271fe05be64a5c2840bfa256247d9ca424fc4f77c346,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm2,96,0.16898165995646655,0.25631081947076034,2021,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm2,192,0.22452822450424992,0.29417785938919744,2021,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm2,336,0.27569382026485906,0.32815086541323174,2021,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTm2,720,0.3628935999223374,0.3815419703329277,2021,f303cbe2428afbf5601778fd19f70ba53f4fd54362a50a28ca1e417b81a5b3b5,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTh1,96,0.35831721988991094,0.386041163131019,2021,d42f2cd41d25e12bd11b51e06390deb41ec952777ef9fe54241965a792f0380a,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTh1,192,0.3906642890318547,0.40576257045062336,2021,d42f2cd41d25e12bd11b51e06390deb41ec952777ef9fe54241965a792f0380a,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTh1,336,0.4111275607974037,0.4229869314849619,2021,d42f2cd41d25e12bd11b51e06390deb41ec952777ef9fe54241965a792f0380a,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTh1,720,0.46277018018512506,0.4673041269205532,2021,d42f2cd41d25e12bd11b51e06390deb41ec952777ef9fe54241965a792f0380a,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTh1,96,0.3530517197516165,0.38526579375110764,2021,c9c14a280916e2f38c4f36db6ddd62dced1212d8a9be0ff3b03c913585ea6894,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTh1,192,0.3836813146671953,0.404447695563869,2021,c9c14a280916e2f38c4f36db6ddd62dced1212d8a9be0ff3b03c913585ea6894,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTh1,336,0.40261873248955776,0.4218362193610175,2021,c9c14a280916e2f38c4f36db6ddd62dced1212d8a9be0ff3b03c913585ea6894,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf_bsca,ETTh1,720,0.45386820322295857,0.4661633467718193,2021,c9c14a280916e2f38c4f36db6ddd62dced1212d8a9be0ff3b03c913585ea6894,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p01_lr0p25
patchtst_style,patchtst_iscf,ETTh2,96,0.25025287096099974,0.31252505454895174,2021,77ac7151264dda86f94556b106e4a7bce3bf3bd4792e5c16545e66d4892072c1,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf,ETTh2,192,0.2927377606645007,0.3432057048422602,2021,77ac7151264dda86f94556b106e4a7bce3bf3bd4792e5c16545e66d4892072c1,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf,ETTh2,336,0.32481763572055,0.37166702996928397,2021,77ac7151264dda86f94556b106e4a7bce3bf3bd4792e5c16545e66d4892072c1,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf,ETTh2,720,0.40344877219559333,0.4289228127925647,2021,77ac7151264dda86f94556b106e4a7bce3bf3bd4792e5c16545e66d4892072c1,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf_bsca,ETTh2,96,0.24989261465941068,0.3112684390072206,2021,7e5dae0d5ffa8779e613c6347125a119f8183dc3727479009a74b6f4a87bf886,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf_bsca,ETTh2,192,0.29357575628246985,0.3424890055036811,2021,7e5dae0d5ffa8779e613c6347125a119f8183dc3727479009a74b6f4a87bf886,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf_bsca,ETTh2,336,0.3276014145500132,0.37236345944197285,2021,7e5dae0d5ffa8779e613c6347125a119f8183dc3727479009a74b6f4a87bf886,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
patchtst_style,patchtst_iscf_bsca,ETTh2,720,0.40352273657344556,0.42850077517865254,2021,7e5dae0d5ffa8779e613c6347125a119f8183dc3727479009a74b6f4a87bf886,2026-08-15,primary-mechanism-effectiveness-and-paper-benchmark,False,True,patchtst_v2p1_formal_test,p10_rank1p50_lr0p50_wd1e4
