backbone,arm_id,mean_mse,mean_mae,cell_count
dlinear_style,dlinear_iscf,0.4269698957431399,0.4065468954493049,20
dlinear_style,dlinear_iscf_bsca,0.402628215484435,0.3973771316332202,20
dlinear_style,dlinear_original,0.47762736735483136,0.43279780985318217,20
patchtst_style,patchtst_iscf,0.314448335212789,0.3473592386919656,20
patchtst_style,patchtst_iscf_bsca,0.3115812981979019,0.3458019554507708,20
patchtst_style,patchtst_original,0.3102297638630403,0.34384928427803574,20
