short_horizon,long_horizon,prefix_mismatch_mse,prefix_mismatch_mae,truth_alignment_mse
96,720,1.0303481565122549e-14,5.6858372232682086e-08,0.0
192,720,0.0,0.0,0.0
336,720,0.0,0.0,0.0
