origin,channel,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,mse_gain_1_96_h96,mae_gain_1_96_h96,mse_gain_1_96_h192,mae_gain_1_96_h192,mse_gain_1_96_h336,mae_gain_1_96_h336,mse_gain_1_96_h720,mae_gain_1_96_h720,mse_gain_97_192_h192,mae_gain_97_192_h192,mse_gain_97_192_h336,mae_gain_97_192_h336,mse_gain_97_192_h720,mae_gain_97_192_h720,mse_gain_193_336_h336,mae_gain_193_336_h336,mse_gain_193_336_h720,mae_gain_193_336_h720,mse_gain_337_720_h720,mae_gain_337_720_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,min_segment_mse_gain,min_segment_mae_gain,min_prefix_mse_gain,fit_eligible,segment_eligible,prefix_eligible,eligible,timemixer_full_r2_h96,timemixer_prefix_r2_h96,timemixer_full_r2_h192,timemixer_prefix_r2_h192,timemixer_full_r2_h336,timemixer_prefix_r2_h336,timemixer_full_r2_h720,timemixer_prefix_r2_h720,timemixer_tail_r2_h720,timemixer_last192_r2_h720,baseline_competent,balanced_gain,balanced_prefix,balanced_eligible,score
8752,4,0.1574916734290101,0.8645833333333334,0.8553036699549709,0.7647583647045516,0.8183358520998276,0.6154785312166771,0.8553036699549709,0.6238893166571934,0.8321035357301801,0.5846111161610835,0.8902358788469255,0.632332798762042,0.8345759491596181,0.6113105175533063,0.6250177858747139,0.3941564561875987,0.7436003309844955,0.4786272885789043,0.6083292558856617,0.3544601576631426,0.7524866489250972,0.4958259288886423,0.6225924152284168,0.4178557436648841,0.5412550044484381,0.3337664483665045,0.8090575481866844,0.9021132262649856,0.8633970953990063,0.0570244335903916,0.7514014654540685,0.8692013341378273,0.8219748351879047,0.0433491823434172,0.7548440946154251,0.8871285589503543,0.8309977625216115,0.1703006728764809,0.5412550044484381,0.3337664483665045,0.8321035357301801,True,True,True,True,0.3749455016703698,0.3749455016703698,0.5128314813932859,0.4613162797693779,0.3292241796063064,0.1760231755483711,0.5034283718475253,0.4532651598907887,0.4580899258703966,0.4873731104902121,False,False,True,False,0.08524315640241083
8753,4,0.1579402093309312,0.9166666666666666,0.8284635242183381,0.7572422741088578,0.7656438900787419,0.6296329358055338,0.8284635242183381,0.6118846881420341,0.8325011610553694,0.5989018154470132,0.8572464121437781,0.5818215359414441,0.8595401356209216,0.6585156788307213,0.5598676534416422,0.3357877020425019,0.6524320972011592,0.4051450397699759,0.5973749772087374,0.3417400362737701,0.6678773884424187,0.3871651234746988,0.6828932047241993,0.4762052554338901,0.5144788257023992,0.3185272671086532,0.8062361371172496,0.902518478852343,0.8671373220997554,0.0839740513465084,0.7506474447947575,0.8696303876774564,0.824369293349907,0.0596741126248053,0.7529573163924291,0.887781800064294,0.8349139400981158,0.1800116593878446,0.5144788257023992,0.3185272671086532,0.8284635242183381,True,True,True,True,0.4037631890293592,0.4037631890293592,0.484684916449198,0.3893906254537698,0.4599685093962263,0.2835461243313127,0.4768329000739331,0.2718463616825562,0.4864229030464457,0.5388180112044962,False,False,True,False,0.0812568934277686
8739,4,0.1505211905804352,0.7291666666666666,0.6768926280568515,0.711615307443277,0.7875550052075311,0.6577558964784901,0.6768926280568515,0.4298812877779771,0.5679437002957078,0.2708971336465493,0.535963630796606,0.2076939893102135,0.5380725162248889,0.3082263660948542,0.7850271974359254,0.5425129758267565,0.8421522612086336,0.5869411136855964,0.6667188946793063,0.3798866628629556,0.8294831823535435,0.6048848188092624,0.8208664150882891,0.5637008887791932,0.6267931273095431,0.3933812835156454,0.8109529428376688,0.9107285970916672,0.7871708468386845,0.0566314142089787,0.7456433723191779,0.8757218078974999,0.7562246576093231,0.0834610303141097,0.7765324629699331,0.8932536872716418,0.7474209377301027,0.0101240315885401,0.535963630796606,0.2076939893102135,0.535963630796606,True,True,True,True,0.6228583933152906,0.6228583933152906,0.5309643311909389,0.7179598272963164,0.4367855152238473,0.737397235489313,0.4476250862552855,0.7361983478652698,0.3184567426447445,0.3134203554218999,False,False,True,False,0.08067388381531794
8751,4,0.1389367424473762,0.75,0.8352705049336522,0.7262091967189324,0.8333087460730327,0.6163931802376447,0.8352705049336522,0.5813469048162354,0.7872407582386387,0.5344692292309619,0.8839650874339164,0.622702922558318,0.7666990431580454,0.5426725794705536,0.6121913969821582,0.3713898973626065,0.779327491804811,0.5095131353569264,0.6538834548999466,0.3935209042814152,0.7959646440781185,0.5414399704252189,0.6904456963242174,0.4663350689537336,0.5574086530108535,0.3518385390046394,0.8056448824698177,0.9013116716027142,0.8535994822483127,0.0666437835395819,0.7451619409948489,0.8658463880864699,0.8125100822345107,0.0410276156460895,0.7392697168410081,0.8786656670659548,0.8248929004580107,0.1728933984013811,0.5574086530108535,0.3518385390046394,0.7666990431580454,True,True,True,True,0.3820721416880097,0.3820721416880097,0.5579897092568998,0.521567461678885,0.2654982883910713,0.1227558858271005,0.4933481170887802,0.5636925563227748,0.4242136437172584,0.4276620250869758,False,False,True,False,0.07744454246130784
5381,0,0.1759916945711095,0.78125,0.6291165824017952,0.5553054713887644,0.6559098600805708,0.4580446518785932,0.6291165824017952,0.4001639450092759,0.5476256607260941,0.3110842526700634,0.6376432291313934,0.4319965653866274,0.4727559486941101,0.2688150231045799,0.5613624497639529,0.3485844728610877,0.6221237978786085,0.4087993997558686,0.4612341089903862,0.25312194808992,0.6745510972511045,0.4224036458169145,0.489422077532477,0.3044916252869776,0.4324283510457004,0.2504986185990711,0.7693046940885847,0.930283903858584,0.6256964106754023,0.0578783783996029,0.7572413474315968,0.9000029844720492,0.6742893064740878,0.042630507757138,0.7818404473232954,0.9443160319089372,0.6261383396559191,0.0930337409195674,0.4324283510457004,0.2504986185990711,0.4727559486941101,True,True,True,True,0.5069318538408318,0.5069318538408318,0.566005935833864,0.5957533766175939,0.3582117043740972,0.4953294270782818,0.5743278358427865,0.653157207362729,0.5722854497477727,0.5423555225383219,False,False,True,False,0.07610379828112342
8659,4,0.1538024551024524,0.8333333333333334,0.7345727708436252,0.7766744595203687,0.7800950663842665,0.6664609089299277,0.7345727708436252,0.4958833070625786,0.8511842952447515,0.6481554519689738,0.8628582795198392,0.6608602794778917,0.8692992507712612,0.6976465916280934,0.609660141045482,0.383889079516605,0.5814367138489815,0.337687972668344,0.638776873766823,0.4087686022603884,0.7659461569123088,0.4805712184590831,0.7582199914495298,0.5170768756719457,0.494441067006527,0.308497183750281,0.8032119546924313,0.9019216797262476,0.8058937001000273,0.0320840894633308,0.7489605739739866,0.8779734762478617,0.7872023589710692,0.1167795157084109,0.7917010844185661,0.9240162610819838,0.74154619608789,0.1697340322575699,0.494441067006527,0.308497183750281,0.7345727708436252,True,True,True,True,0.3977079752691699,0.3977079752691699,0.3090925011013732,-0.0742461861146337,0.3504687825354071,-0.1656897894205244,0.4100000552372254,-0.2231353240944975,0.5034418153001868,0.4611460939580758,False,False,True,False,0.07604625000908004
8738,4,0.1494758370094405,0.7395833333333334,0.5869587673874654,0.7861672601886552,0.8069967305033994,0.6155398948698383,0.5869587673874654,0.3469764544186098,0.5622200140556206,0.3004297165554805,0.5058844960587822,0.2970053700455148,0.5103822123525567,0.3000483461892498,0.8624996571510528,0.6351744100064075,0.8564414372284374,0.5938167608170527,0.679401654472361,0.3694976622953404,0.8578987651644158,0.6438150141335355,0.7964003620987963,0.5363923476051351,0.5684955802456615,0.3510487527284098,0.8146907670777441,0.912520843416732,0.7939991469294359,0.0628977746348234,0.7478828398118993,0.8766136423029613,0.7640856354245825,0.0889161724757892,0.775198541513588,0.8903593873331396,0.7579175906392647,0.0006838034470352,0.5058844960587822,0.2970053700455148,0.5058844960587822,True,True,True,True,0.7075526616989182,0.7075526616989182,0.391161956030432,0.7240787314076057,0.4051402295356396,0.7555373022650514,0.5180013987159522,0.7532916243371608,0.4157251962062533,0.4227051262990506,False,False,True,False,0.07561750847848547
8750,4,0.1370685165850627,0.6875,0.8492798438111759,0.719614153936528,0.846065954238364,0.6206705124702894,0.8492798438111759,0.5884902261190867,0.7933731949648107,0.5597007918586796,0.8747293677274562,0.6169566767700365,0.7747378403385885,0.5535684189626742,0.5753138786328806,0.340544250195638,0.8197698930935233,0.5655158449395308,0.7010519374273904,0.4458060829006887,0.8353513058100113,0.5874236233482482,0.7152258196346847,0.4720979626828729,0.5481539362880514,0.3517866948456958,0.8061115445306171,0.9011110641871364,0.848767772872113,0.0561229482846973,0.7403536005378888,0.8631770715166781,0.80460175891459,0.0359164169675578,0.7278705825275831,0.8728294955597913,0.8082683945914004,0.1726053592253905,0.5481539362880514,0.340544250195638,0.7747378403385885,True,True,True,True,0.3798959419306926,0.3798959419306926,0.5918592286524922,0.5476763991505718,0.2430781649963908,0.253917867340291,0.4888653219868732,0.5850959583002696,0.4253653615368536,0.4097336838229477,False,False,True,False,0.07513464690726618
8932,4,0.1575044534704491,0.6875,0.6330174385267953,0.6126022907845314,0.7100577062794146,0.6454266116592777,0.6330174385267953,0.3673306109217281,0.5962998650397748,0.3241836568320043,0.7015714389167593,0.4580403885710629,0.5642165251026674,0.2721331716594529,0.6218903281882181,0.4512213570448683,0.7362298571379795,0.5353129992685415,0.458250882998777,0.3321871648297174,0.7013245973493982,0.4791190004779808,0.598072329403765,0.3835310365783583,0.6789623255315957,0.4412047258218855,0.7944837595537914,0.8952028235670846,0.8195017700242918,0.0342591047927503,0.7773388801906808,0.8912183804011288,0.7635506257366197,0.0251448959642506,0.753871743047061,0.9083534883010764,0.6877274603511611,0.1501947817093393,0.458250882998777,0.2721331716594529,0.5642165251026674,True,True,True,True,0.6936817544352729,0.6936817544352729,0.6225425136138284,0.7215421927109404,0.3737188771546099,0.6233153623926558,0.4203844755300115,0.7420428702354869,0.3064330528246681,0.1697760043125048,False,False,True,False,0.07217655487907308
8748,4,0.1237422776154048,0.8333333333333334,0.8176225501530273,0.7659121040848158,0.8147942523658507,0.6763336283386628,0.8176225501530273,0.5635954293331791,0.796934182027137,0.5740917257464864,0.8458023137374749,0.5692847927969542,0.8403444711469108,0.6361328545160545,0.7269406321343818,0.4981421326902654,0.8382191105479573,0.5847885890985168,0.7926860723423732,0.5269680200619109,0.750984383977257,0.4706988707557196,0.7511670277692536,0.5208700298396955,0.5804879702477732,0.3795010843550213,0.8096549964775714,0.9010367862200596,0.860229010091168,0.0233884384176452,0.7436057773138416,0.8640003331653151,0.8103000932273039,0.0026613204493373,0.7397615134462492,0.871125554073158,0.8072403079667179,0.1225434324757432,0.5804879702477732,0.3795010843550213,0.796934182027137,True,True,True,True,0.5210565593040926,0.5210565593040926,0.5465870506491683,0.5698513703240426,0.3831877584477851,0.4335292217916834,0.4119098547513214,0.4528940904049106,0.3888274840709799,0.3792136613038943,False,False,True,False,0.07183090356680279
5379,0,0.150293991797466,0.7291666666666666,0.6640493486225068,0.593084188294374,0.6148272188313006,0.5116602102277139,0.6640493486225068,0.4507002892831363,0.6114084626240683,0.3744142389920974,0.6050127904304718,0.40561979052724,0.5488688590155885,0.2883682272771311,0.5765477402435875,0.3651622752744849,0.5465878117185482,0.3518165271084875,0.5420743788546831,0.2994959190758286,0.6410739484751922,0.41189342564788,0.5358635808153989,0.3365741093372223,0.4776623699359813,0.2855506048565485,0.7611360160417776,0.9270738237315392,0.6195325032955812,0.0612225026517773,0.74523692977948,0.8945808942882455,0.6630931609653974,0.0380982409978104,0.752642564631113,0.9243719007252494,0.6181442959097256,0.0896967126947504,0.4776623699359813,0.2855506048565485,0.5488688590155885,True,True,True,True,0.4524177478546786,0.4524177478546786,0.5205764206763122,0.526596447433676,0.4136734788015291,0.5342618448545139,0.5108652029571352,0.5922236405814154,0.5122636096708258,0.4829363489897641,False,False,True,False,0.07178978430911655
8759,4,0.1339540494432472,0.8541666666666666,0.7765133575148482,0.7475040716272878,0.7517636943779749,0.6507609186904613,0.7765133575148482,0.5233395904746487,0.7726255843128731,0.5441772395516493,0.8091162288540947,0.5305521385228347,0.8439879090354352,0.6058125240803665,0.6683723235663082,0.4530742824863569,0.6568728091004327,0.4535140232022449,0.6613862108899795,0.4370947404179911,0.6702978338641179,0.3527713299213511,0.7049153812291393,0.4090567852425019,0.5189108020213796,0.3238552255458693,0.7992002356155586,0.8993156498153512,0.8099559714052132,0.0397900774274858,0.7473764854330897,0.871646724278246,0.7612901967791276,0.0145932638653267,0.7511149384008223,0.8894992610925686,0.7723673839008932,0.1624011096912744,0.5189108020213796,0.3238552255458693,0.7726255843128731,True,True,True,True,0.306732975859935,0.306732975859935,0.4438529859497421,0.3185868379143778,0.4528602525321659,0.1883232469652547,0.425036385872096,0.0068979999381805,0.4748925653946256,0.4513486779604156,False,False,True,False,0.06951020323060694
8737,4,0.1569355733127265,0.7291666666666666,0.4403426942953889,0.7838358413733191,0.8010903989454315,0.5691848887224222,0.4403426942953889,0.2042487014767364,0.5549933963900939,0.3134731848369079,0.5316608992294338,0.3413368616580714,0.520771669499184,0.3069319495732792,0.8596268648091565,0.6079606147717964,0.833639327992389,0.5638342180067089,0.6323452826026288,0.3324809128375566,0.8648466580776375,0.6439196629916495,0.751207710695817,0.4772929687211823,0.5187585794448305,0.3199748970598618,0.8118992499620636,0.913988154731288,0.7846911316535454,0.0822032654477605,0.7442060865870994,0.8786108730241415,0.7594790682456064,0.1164413702227594,0.7802071400703723,0.895026182766687,0.754740431405421,0.0344185376293074,0.4403426942953889,0.2042487014767364,0.4403426942953889,True,True,True,True,0.7813343521456166,0.7813343521456166,0.381052522034349,0.7249977273694254,0.4104408856805049,0.7386982484977505,0.5633840477876332,0.7446356579118624,0.4684707041263991,0.4713433983771805,False,False,True,False,0.06910543318331752
5389,0,0.1403951483525608,0.7916666666666666,0.6871188097843004,0.6453299445928031,0.6256834422481925,0.5750811602399227,0.6871188097843004,0.3751663839539141,0.6390049521353519,0.3111273941136872,0.4856441347384379,0.3061672271532569,0.577550625414668,0.3314568465814633,0.650207446734419,0.4108069182689874,0.6534200795588107,0.4276459802842339,0.6243753509876198,0.3949835932529738,0.6473530789035098,0.4031453512699592,0.6048060455457718,0.380945344965908,0.5366547205758775,0.3293892875950986,0.7873670453959627,0.9311187310864312,0.6534734628409073,0.0502807220007233,0.773743943438455,0.9046918626063624,0.6994995979388853,0.0511816114277964,0.8240902276377344,0.9687101785306156,0.6471986384096209,0.1045921216923568,0.4856441347384379,0.3061672271532569,0.4856441347384379,True,True,True,True,0.440160554976043,0.440160554976043,0.4995407840184817,0.5147766349568643,0.461382022808303,0.659451279320558,0.4995916050130969,0.5853627856338309,0.5116901658246058,0.5207295626830584,False,False,True,False,0.06818208034315403
5383,0,0.173176345895206,1.0,0.6290150148747249,0.4888646961898331,0.6494628830931388,0.4063176138217966,0.6290150148747249,0.3652354700038183,0.5014160961725749,0.2302492014178488,0.5913296517770432,0.4177862811341071,0.3893632432991668,0.1787046631272851,0.4779399286157753,0.275430940930389,0.6293989465447472,0.4202289506665092,0.4037556800328484,0.200803728806861,0.674015981291932,0.4278555393074894,0.4237701842754418,0.2372758691479086,0.399525805527513,0.2050039724836773,0.7700333097856505,0.930014047825148,0.6258973843786223,0.0490497133591921,0.7588463291660055,0.9009379721093044,0.6731358677721188,0.0308074939255085,0.7829787879516881,0.948297408918158,0.6240523989581455,0.1056142098641828,0.3893632432991668,0.1787046631272851,0.3893632432991668,True,True,True,True,0.4936822670894465,0.4936822670894465,0.622222511738899,0.6232604478994563,0.3700618572690175,0.5403721424143855,0.6126435690727714,0.6923927776190018,0.598394613700516,0.5448691412615239,False,False,True,False,0.06742850370045575
8743,4,0.1306682715252409,0.7604166666666666,0.6560070888732801,0.7766542218310101,0.768096621694716,0.6042019268835367,0.6560070888732801,0.4244174485168335,0.6271032154693541,0.4207663995492403,0.5150559204793932,0.3114220284800676,0.6279924548522007,0.4091622734382641,0.8481650342780171,0.6336719805689922,0.8162364341391796,0.5726352502256391,0.7005283982678135,0.4390623730214983,0.8277152516843912,0.6041247269052755,0.7271406774054824,0.503522566923867,0.5525376289115795,0.3542154221090995,0.8066261244641871,0.9008915557647568,0.8306755407324801,0.0070129891660774,0.7422045582266019,0.8657072682426726,0.7874369378676682,0.0334405658531097,0.7657013420952062,0.8841489681995419,0.7851933935812496,0.0789040564551158,0.5150559204793932,0.3114220284800676,0.5150559204793932,True,True,True,True,0.6318914990575868,0.6318914990575868,0.4089966168635507,0.6604242243358175,0.4717594046877663,0.7388838833235145,0.5114330041750539,0.6596125092049825,0.4238723556880794,0.4759176939262056,False,False,True,False,0.06730146686788424
5341,2,0.1514471008757921,0.875,0.6627875260742961,0.5739971158878223,0.6573314068340959,0.4974700587297231,0.6627875260742961,0.4757634923324964,0.4880640996345401,0.3314708114287945,0.6138118400176882,0.4207866328062144,0.4366838409526991,0.215520428977051,0.656463701908693,0.4801988293657628,0.6705041229353373,0.4949506058900159,0.5714066536642601,0.3949836740931224,0.6731025242748161,0.4185658611435742,0.4878505189667451,0.268588093506798,0.5003175096944028,0.3330853606108483,0.7373998092348208,0.9338545489130766,0.5687240564600876,0.0369355218165776,0.7309447378047378,0.9084142599890476,0.6025880409267332,0.027240662267291,0.7188344207735691,0.8767386151258857,0.6536879205423253,0.0091959841821192,0.4366838409526991,0.215520428977051,0.4366838409526991,True,True,True,True,0.2216703620122324,0.2216703620122324,0.4410646401857635,0.4873138168896022,0.2515185336442014,0.3203767231818452,0.4774436920089022,0.5340760982261935,0.4615475478624182,0.5111260861893361,False,False,True,False,0.06613450171159177
8754,4,0.1281232061562918,0.6145833333333334,0.8028973235395293,0.7702504525938264,0.6924827671054756,0.6376598957373544,0.8028973235395293,0.583203487802204,0.8510748469576129,0.6203752377667158,0.8111399181217465,0.5289735527740297,0.8780946669977552,0.6695043423890501,0.5289238190912282,0.3257923626988672,0.5196970529077061,0.3241743387891029,0.5452054505495869,0.3120148164435036,0.5948251843827095,0.3737502978741919,0.6774534967799682,0.4284979663616353,0.5056452092072905,0.2988328900755004,0.8024698627014072,0.9037016400539956,0.8656433735908875,0.112952910049709,0.7499755987839428,0.8716799644766283,0.8175496319459739,0.0831881529194744,0.7439322666861357,0.8889618429172245,0.8357036672203337,0.2085292741993109,0.5056452092072905,0.2988328900755004,0.8028973235395293,True,True,True,True,0.4590386383645621,0.4590386383645621,0.4120672897795369,0.284036779134967,0.5659790172279395,0.4354289631793132,0.4548488147604792,0.125346450281367,0.4942409664622909,0.487101305323696,False,False,True,False,0.06478488538120698
