scope,future_local_alignment_loss,future_relation_alignment_loss,future_reconstruction_loss,teacher_student_cosine,prediction_leakage_max_abs
all,0.381248884341296,0.14987550007508083,0.9737932980060577,0.6187510946217705,0.0
