scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.5161686539649963,0.4324295222759247,8.308881759643555,1.1550687551498413,10.501009941101074
segment_0,0.4932473599910736,0.4045756459236145,8.80725383758545,1.0299140214920044,10.501009941101074
segment_1,0.42674461007118225,0.430509090423584,7.961975574493408,1.3418153524398804,10.501009941101074
segment_2,0.4870368242263794,0.4353345036506653,8.221085548400879,1.1726590394973755,10.501009941101074
segment_3,0.527199923992157,0.43609994649887085,8.436575889587402,1.065406322479248,10.501009941101074
segment_4,0.5402530431747437,0.43686217069625854,8.498456001281738,1.0361920595169067,10.501009941101074
segment_5,0.5511922240257263,0.43530580401420593,8.544774055480957,1.0145477056503296,10.501009941101074
segment_6,0.554929792881012,0.4348726272583008,8.606520652770996,1.015242576599121,10.501009941101074
segment_7,0.557390570640564,0.43478095531463623,8.473474502563477,1.0031955242156982,10.501009941101074
segment_8,0.5481986999511719,0.434306263923645,8.381613731384277,1.0335745811462402,10.501009941101074
segment_9,0.536461353302002,0.43411004543304443,8.2461576461792,1.0669611692428589,10.501009941101074
segment_10,0.5167310833930969,0.4339750409126282,8.030770301818848,1.1426588296890259,10.501009941101074
segment_11,0.4993564486503601,0.43237805366516113,7.91363525390625,1.2140820026397705,10.501009941101074
segment_12,0.4959220886230469,0.434744268655777,7.942849636077881,1.2457510232925415,10.501009941101074
segment_13,0.4999379515647888,0.4334474802017212,8.169921875,1.2307871580123901,10.501009941101074
segment_14,0.5079272985458374,0.4351407289505005,8.398155212402344,1.2017059326171875,10.501009941101074
