scope,mean_abs_gamma,mean_abs_beta,mean_segment_state_norm,std_segment_state_norm
all,0.41513240337371826,0.09325655549764633,7.4664788246154785,1.047073483467102
segment_0,0.4099074900150299,0.0925564393401146,7.346132278442383,1.030394434928894
segment_1,0.41759392619132996,0.09363672137260437,7.468857765197754,1.0516557693481445
segment_2,0.41788381338119507,0.09346197545528412,7.536977291107178,1.0370434522628784
segment_3,0.4164389967918396,0.09356703609228134,7.507913112640381,1.0549254417419434
segment_4,0.41533955931663513,0.0932130515575409,7.59054708480835,1.090616226196289
segment_5,0.4139757752418518,0.09301568567752838,7.398609638214111,1.0159075260162354
segment_6,0.41478726267814636,0.09334494918584824,7.416313648223877,1.0263127088546753
