dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_h0_full_pct,beats_h0_full,relative_mae_vs_h0_full_pct,relative_mse_vs_h0b_stochastic_k2_pct,beats_h0b_stochastic_k2,relative_mae_vs_h0b_stochastic_k2_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTh2,dense_prefix_residual_adapter_multiprefix,96,0.2674298882484436,0.3321942687034607,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,7.354547724903804,False,3.9051967932597353,9.944534937096329,False,5.247707565470638,10.975165673582588,False,6.275165839977492,-0.8464691520413514,True,0.3439022835716621
ETTh2,dense_prefix_residual_adapter_multiprefix,192,0.30759397149086,0.36665579676628113,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,3.9304528379594306,False,3.757191382510583,8.717219641175934,False,6.030657632705649,10.952105701587534,False,7.513586527890026,-8.070786575899568,True,-2.1270605605830606
ETTh2,dense_prefix_residual_adapter_multiprefix,336,0.3342929780483246,0.39304232597351074,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,2.3100598317618237,False,3.784675030153739,7.135430436251,False,5.961383982983581,10.135132149755744,False,7.435924882656653,-10.829502630713906,True,-2.7095645271588698
ETTh2,dense_prefix_residual_adapter_multiprefix,720,0.4350288510322571,0.4640340507030487,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,7.880121751000213,False,6.64109035494751,10.363102846843608,False,8.085384849427445,12.103931754370967,False,8.916241219858613,7.880121751000213,False,6.64109035494751
ETTh2,row_gated_dense_head_multiprefix,96,0.24214863777160645,0.31481778621673584,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-2.794120505998976,True,-1.5298964713067686,-0.4489754685988889,True,-0.2576100139602078,0.48422549304474316,False,0.7161037730740061,-10.21986142860426,True,-4.904906094385608
ETTh2,row_gated_dense_head_multiprefix,192,0.2818678021430969,0.34518033266067505,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-4.761955589747668,True,-2.3199901563754843,-0.37553854894989414,True,-0.17968351604331634,1.6724288375214114,False,1.2163884780895362,-15.759449982052631,True,-7.859594496712685
ETTh2,row_gated_dense_head_multiprefix,336,0.3109666407108307,0.3702649474143982,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-4.828944351299036,True,-2.229798922342685,-0.34027906187774626,True,-0.17923344199715086,2.450109089345265,False,1.2098556524802184,-17.051652776767522,True,-8.347687783876934
ETTh2,row_gated_dense_head_multiprefix,720,0.39261049032211304,0.4289839565753937,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-2.6389459086039735,True,-1.4138794240021957,-0.3980728649277898,True,-0.07867747974110717,1.173013028178982,False,0.6894214401407917,-2.6389459086039735,True,-1.4138794240021957
ETTh2,prefix_adapter_shared_dense_multiprefix,96,0.287767231464386,0.3478733003139496,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_prefix_adapter_shared_dense_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,15.518580164110208,False,8.809353843813383,18.305529126555275,False,10.215228950746468,19.414536633693857,False,11.291181592201083,6.6938974133221585,False,5.079971999537647
ETTh2,prefix_adapter_shared_dense_multiprefix,192,0.34029626846313477,0.38614770770072937,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_prefix_adapter_shared_dense_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,14.979968914938002,False,9.273061992148213,20.27564773868955,False,11.667388738896477,22.748138935809582,False,13.229152110998932,1.70280041363573,False,3.07599537163179
