dataset,arm,target_horizon,mse,mae,source_path
ETTh2,dense_prefix_residual_adapter_multiprefix,96,0.2674298882484436,0.3321942687034607,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,dense_prefix_residual_adapter_multiprefix,192,0.30759397149086,0.36665579676628113,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,dense_prefix_residual_adapter_multiprefix,336,0.3342929780483246,0.39304232597351074,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,dense_prefix_residual_adapter_multiprefix,720,0.4350288510322571,0.4640340507030487,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_dense_prefix_residual_adapter_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,96,0.24214863777160645,0.31481778621673584,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,192,0.2818678021430969,0.34518033266067505,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,336,0.3109666407108307,0.3702649474143982,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,row_gated_dense_head_multiprefix,720,0.39261049032211304,0.4289839565753937,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_row_gated_dense_head_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_adapter_shared_dense_multiprefix,96,0.287767231464386,0.3478733003139496,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_prefix_adapter_shared_dense_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
ETTh2,prefix_adapter_shared_dense_multiprefix,192,0.34029626846313477,0.38614770770072937,analysis/phase5_timealign_hss_h1c_capacity_preserving_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_H1C_prefix_adapter_shared_dense_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv
