dataset,arm,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,pred_loss_mode,prefix_samples,val_mean_mse,lr,epoch_seconds
ETTh2,dense_prefix_residual_adapter_multiprefix,1,0.7451314446145454,0.4345778603996851,0.5236900105940557,0.21656916053157993,0.9398442604372986,multi-prefix,1,0.448940634727478,0.0005,12.627870798110962
ETTh2,dense_prefix_residual_adapter_multiprefix,2,0.6154063794992667,0.39181774379932777,0.47634131903142,0.1314033694499362,0.9218526210932605,multi-prefix,1,0.4589087441563606,0.0004877641290737884,14.146395444869995
ETTh2,dense_prefix_residual_adapter_multiprefix,3,0.5615483811207577,0.37050683644756804,0.44969384148057584,0.0994061948319452,0.9163534912915356,multi-prefix,1,0.49130141735076904,0.0004522542485937369,12.347136735916138
ETTh2,dense_prefix_residual_adapter_multiprefix,4,0.5220814436937855,0.35479093125436156,0.4296916797097805,0.07603928832485612,0.912512229870906,multi-prefix,1,0.5077325701713562,0.0003969463130731183,13.420669555664062
ETTh2,dense_prefix_residual_adapter_multiprefix,5,0.4898124916099869,0.34388170964949955,0.418182298145463,0.054910834367691945,0.9101994464882707,multi-prefix,1,0.525204174220562,0.00032725424859373687,13.012158393859863
ETTh2,dense_prefix_residual_adapter_multiprefix,6,0.46573364391791083,0.3358017634765237,0.4073571967603886,0.03906022216630193,0.9087165609925194,multi-prefix,1,0.5389273315668106,0.00025,12.025038480758667
ETTh2,dense_prefix_residual_adapter_multiprefix,7,0.447598176324262,0.3292699959953274,0.399860293068717,0.02762683698561339,0.9070134110155359,multi-prefix,1,0.5423809662461281,0.00017274575140626317,13.15650987625122
ETTh2,dense_prefix_residual_adapter_multiprefix,8,0.4374119806869895,0.32503467402626984,0.39489810201710307,0.02183551226734324,0.9054179159940872,multi-prefix,1,0.541941910982132,0.00010305368692688174,12.953258037567139
ETTh2,dense_prefix_residual_adapter_multiprefix,9,0.43217127948208195,0.32297329960671145,0.3921246982253758,0.018761981014920548,0.9043599702088179,multi-prefix,1,0.5426983684301376,4.7745751406263163e-05,14.276361465454102
ETTh2,dense_prefix_residual_adapter_multiprefix,10,0.42855992979180496,0.32075616565689574,0.3903743716995273,0.01741163716939962,0.9039212489022618,multi-prefix,1,0.5461565554141998,1.2235870926211617e-05,13.388460159301758
ETTh2,row_gated_dense_head_multiprefix,1,0.753222120810399,0.44449643250060294,0.5371098509140774,0.21466343381763558,0.9406225536249381,multi-prefix,1,0.40810171514749527,0.0005,13.999227523803711
ETTh2,row_gated_dense_head_multiprefix,2,0.6410633889974746,0.41791005907333,0.5121420599454272,0.13094023127207713,0.9221309840151694,multi-prefix,1,0.42280183732509613,0.0004877641290737884,14.849448919296265
ETTh2,row_gated_dense_head_multiprefix,3,0.5956557006698794,0.405129123314292,0.4967911380582151,0.0988505140804084,0.916760647455148,multi-prefix,1,0.41542328521609306,0.0004522542485937369,14.498010396957397
ETTh2,row_gated_dense_head_multiprefix,4,0.565178322712932,0.39793507227327973,0.4871257596311316,0.07593707539207112,0.9130617490911905,multi-prefix,1,0.432572677731514,0.0003969463130731183,13.500476837158203
ETTh2,row_gated_dense_head_multiprefix,5,0.5390203266808417,0.39278839779111135,0.48068750669470933,0.055165487069603614,0.9106644191573151,multi-prefix,1,0.43224842846393585,0.00032725424859373687,14.277599811553955
ETTh2,row_gated_dense_head_multiprefix,6,0.5168578553516253,0.3877248605795666,0.4746493531011902,0.038230535186893115,0.9090245959505571,multi-prefix,1,0.44496334344148636,0.00025,13.701617956161499
ETTh2,row_gated_dense_head_multiprefix,7,0.5018909036849453,0.3834536527901624,0.46908938660558347,0.027705484984722813,0.9073176481554993,multi-prefix,1,0.4554983004927635,0.00017274575140626317,14.913675546646118
