scope,delta_mse_to_base,delta_mae_to_base,mean_abs_gamma,mean_abs_beta,delta_to_base_mae_ratio
all,0.05448218807578087,0.16922062635421753,0.5265205502510071,0.08943642675876617,0.11748374253511429
