epoch,train_steps,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,train_weighted_reconstruction_l1,train_weighted_alignment_loss,pred_loss_mode,pcc_objective_mode,gradient_accumulation_steps,effective_batch_size,validation_horizons,val_mean_mse,lr,epoch_seconds,early_stopping_enabled,early_stopping_patience,early_stopping_min_delta,best_epoch_so_far,epochs_without_improvement,stop_triggered,train_prediction_h336_l1
1,133,0.6459879395657016,0.5053492768814689,0.5053492768814689,0.09268730926446449,0.47951354187234,0.09268730926446449,0.04795135418723401,full,off,1,32,336,0.46023469552442076,0.0005,2.34264874458313,0,3,0.0,1,0,0,0.5053492768814689
2,133,0.527988320454619,0.43630863446042056,0.43630863446042056,0.047601126050366496,0.4407855841450225,0.047601126050366496,0.044078558414502256,full,off,1,32,336,0.5014609838170665,0.0004877641290737884,2.0370476245880127,0,3,0.0,1,1,0,0.43630863446042056
3,133,0.49700238583679485,0.4182853647192618,0.4182853647192618,0.03586822232805697,0.4284879892392266,0.03586822232805697,0.04284879892392266,full,off,1,32,336,0.5419443644239523,0.0004522542485937369,2.096358060836792,0,3,0.0,1,2,0,0.4182853647192618
4,133,0.48447158058783163,0.4112435845952285,0.4112435845952285,0.03082516517742236,0.4240282973400632,0.03082516517742236,0.042402829734006324,full,off,1,32,336,0.5673746757785834,0.0003969463130731183,2.1480305194854736,0,3,0.0,1,3,0,0.4112435845952285
5,133,0.47603270165006023,0.40574005783948686,0.40574005783948686,0.02810386087941496,0.4218878147745491,0.02810386087941496,0.04218878147745492,full,off,1,32,336,0.6008552822694626,0.00032725424859373687,2.2243027687072754,0,3,0.0,1,4,0,0.40574005783948686
6,133,0.4694937734227431,0.40115951393779953,0.40115951393779953,0.026220053910536875,0.42114204952591344,0.026220053910536875,0.04211420495259135,full,off,1,32,336,0.6258931234867001,0.00025,1.9619989395141602,0,3,0.0,1,5,0,0.40115951393779953
7,133,0.46528929315115275,0.39833619316717733,0.39833619316717733,0.02490033513229144,0.42052766299785527,0.02490033513229144,0.04205276629978553,full,off,1,32,336,0.6409605774540632,0.00017274575140626317,1.9274342060089111,0,3,0.0,1,6,0,0.39833619316717733
8,133,0.46162258480724533,0.3956800800068934,0.3956800800068934,0.023955218297870534,0.41987285959093196,0.023955218297870534,0.0419872859590932,full,off,1,32,336,0.6220561837655536,0.00010305368692688174,2.010274887084961,0,3,0.0,1,7,0,0.3956800800068934
9,133,0.4600606168571271,0.3947445855552989,0.3947445855552989,0.023367626900623616,0.41948404280762924,0.023367626900623616,0.04194840428076293,full,off,1,32,336,0.6225638183643154,4.7745751406263163e-05,2.0252819061279297,0,3,0.0,1,8,0,0.3947445855552989
10,133,0.45901585454331306,0.3940115938509317,0.3940115938509317,0.023080451918163693,0.4192380858095069,0.023080451918163693,0.04192380858095069,full,off,1,32,336,0.6182580711708093,1.2235870926211617e-05,1.9877674579620361,0,3,0.0,1,9,0,0.3940115938509317
