variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,ema_decay,ema_eval,basis_operator_smoothness_weight,last_train_basis_operator_smoothness_loss,source_path,last_weighted_basis_operator_smoothness_loss,last_weighted_smoothness_to_train_loss
lbf_r256_ema0999,0.30376494675874705,-1.4606320288964691,-1.4558520726131703,0.6664394827363612,1,3,10,0.4873364940945026,0.423269473016262,0.4175242930650711,0.4586698934435844,9.854660210657663,0.999,1,0.0,0.0,analysis/phase5_timealign_hss_a6s2_stability_calibration_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema0999_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0,0.0
lbf_r256_ema0995,0.30739850923419,-0.1732566674823216,-0.16894511753411667,1.9803258909742716,0,3,10,0.4873364940945026,0.423269473016262,0.4175242930650711,0.4586698934435844,9.854660210657663,0.995,1,0.0,0.0,analysis/phase5_timealign_hss_a6s2_stability_calibration_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema0995_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0,0.0
lbf_r256_ema0995_smooth10,0.30774687603116035,-0.05086481066649551,-0.046552404933924985,2.105491756177452,0,3,10,0.4875864493372166,0.4228672087192535,0.4180309474468231,0.4605528973042965,10.171962175810556,0.995,1,10.0,8.694146069815482e-05,analysis/phase5_timealign_hss_a6s2_stability_calibration_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_ema0995_smooth10_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0008694146069815481,0.0017830983780688658
lbf_r256_smooth10,0.3083169609308243,0.12097566682970073,0.1254529232208368,2.281775772553374,0,3,10,0.4875864493372166,0.4228672087192535,0.4180309474468231,0.4605528973042965,10.171962175810556,0.0,0,10.0,8.694146069815482e-05,analysis/phase5_timealign_hss_a6s2_stability_calibration_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth10_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0008694146069815481,0.0017830983780688658
lbf_r256_smooth100,0.31005969271063805,0.6795986714196511,0.6843412386121239,2.853778110049865,0,3,10,0.4875278271141305,0.4228541627526283,0.4202592074871063,0.4656746163964271,10.80652323618969,0.0,0,100.0,1.4574466455345088e-05,analysis/phase5_timealign_hss_a6s2_stability_calibration_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_lbf_r256_smooth100_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv,0.0014574466455345087,0.0029894635023434667
