dataset,loss_mode,epoch,train_loss,train_prediction_l1,train_prediction_full_l1,train_reconstruction_l1,train_alignment_loss,val_mean_mse,lr,epoch_seconds
ETTh2,full,1,0.8527573223135113,0.542584299513724,0.542584299513724,0.2160855947078857,0.9408742803915412,0.4068785011768341,0.0005,4.085737705230713
ETTh2,full,2,0.7321494625205487,0.503745335525116,0.503745335525116,0.1360725644085787,0.9233156197366461,0.44637157022953033,0.0004877641290737884,3.77016019821167
ETTh2,full,3,0.6882621907027422,0.49412200619689134,0.49412200619689134,0.10237452532865304,0.9176565764752109,0.4561978578567505,0.0004522542485937369,3.790165901184082
ETTh2,full,4,0.6531456602094448,0.47755267688658387,0.47755267688658387,0.08402980908553685,0.915631772933808,0.4563849940896034,0.0003969463130731183,3.8837077617645264
ETTh2,full,5,0.6220928336930486,0.46881798173474,0.46881798173474,0.06200629233720556,0.912685594200033,0.48084989935159683,0.00032725424859373687,3.7250213623046875
ETTh2,full,6,0.6007158030978347,0.46383116269006136,0.46383116269006136,0.04579032538870795,0.9109431721467888,0.4870177060365677,0.00025,3.725179672241211
ETTh2,full,7,0.5843755195362378,0.45893885379871435,0.45893885379871435,0.03448059050514635,0.9095607542358668,0.4869755432009697,0.00017274575140626317,3.658051013946533
ETTh2,full,8,0.5757384715618286,0.4572970052208521,0.4572970052208521,0.027606530279844207,0.9083493686882795,0.4934626370668411,0.00010305368692688174,3.792530059814453
ETTh2,full,9,0.5688591149792207,0.45405905093766946,0.45405905093766946,0.02404909677374943,0.9075097096177329,0.48593859374523163,4.7745751406263163e-05,3.795855760574341
ETTh2,full,10,0.5688726207060096,0.45570474296017033,0.45570474296017033,0.022454478810912212,0.9071339727503008,0.4913294166326523,1.2235870926211617e-05,3.778876304626465
ETTh2,multi-prefix,1,0.7602532263350698,0.45007340807830337,0.5438683961345031,0.2160855947078857,0.9409422552691097,0.40034953132271767,0.0005,4.95673131942749
ETTh2,multi-prefix,2,0.6440826605642791,0.41572527218181476,0.5093218701339401,0.1360725644085787,0.9228482473213061,0.4323347955942154,0.0004877641290737884,3.8140487670898438
ETTh2,multi-prefix,3,0.6033149498753843,0.40923097940672815,0.501721460075505,0.10237452532865304,0.9170944714440709,0.43296102434396744,0.0004522542485937369,4.081822872161865
ETTh2,multi-prefix,4,0.5734476760952874,0.3979190340084312,0.48684706176276754,0.08402980908553685,0.9149883120460848,0.4240584708750248,0.0003969463130731183,3.979902744293213
ETTh2,multi-prefix,5,0.5449555340857632,0.39175206060166906,0.4789251685142517,0.06200629233720556,0.9119718167106662,0.4467433765530586,0.00032725424859373687,4.302547931671143
ETTh2,multi-prefix,6,0.5245821576202865,0.38776750677982263,0.4742475790260112,0.04579032538870795,0.9102432559021806,0.45035872608423233,0.00025,4.200679063796997
ETTh2,multi-prefix,7,0.5089134244264755,0.3835457173068966,0.46935146110775194,0.03448059050514635,0.9088711540783401,0.4492211900651455,0.00017274575140626317,3.989253044128418
ETTh2,multi-prefix,8,0.5006143086779434,0.3822388821734791,0.4673305221099769,0.027606530279844207,0.9076889552901276,0.45662836730480194,0.00010305368692688174,4.156046628952026
ETTh2,multi-prefix,9,0.4942634067440455,0.37952756683910843,0.46421300639620927,0.02404909677374943,0.9068674205151279,0.449878741055727,4.7745751406263163e-05,4.484771013259888
ETTh2,multi-prefix,10,0.49224985608484895,0.3791463112672873,0.46571710204656147,0.022454478810912212,0.9064906374015639,0.4549475274980068,1.2235870926211617e-05,4.18496298789978
ETTh2,balanced-step,1,0.8017793044579767,0.49160603743738834,0.5431641333662303,0.2160855947078857,0.94087673288531,0.4046233147382736,0.0005,4.654730796813965
ETTh2,balanced-step,2,0.683591016625936,0.45521341949965044,0.5060432256586784,0.1360725644085787,0.9230503376606292,0.4427156299352646,0.0004877641290737884,4.076462984085083
ETTh2,balanced-step,3,0.6416510844652632,0.44753961884869936,0.4972580544716489,0.10237452532865304,0.917369432945167,0.4475967288017273,0.0004522542485937369,4.695862293243408
ETTh2,balanced-step,4,0.6096038467588678,0.43404991792894043,0.4820850357017686,0.08402980908553685,0.9152412134989173,0.4420125037431717,0.0003969463130731183,4.52513575553894
ETTh2,balanced-step,5,0.5802729419902363,0.42704134863034815,0.47406172198531904,0.06200629233720556,0.912253013754313,0.465365007519722,0.00032725424859373687,4.062861919403076
ETTh2,balanced-step,6,0.5594849424288336,0.4226391961616752,0.46922079388019255,0.04579032538870795,0.9105542172900344,0.47107208520174026,0.00025,4.111364364624023
ETTh2,balanced-step,7,0.5434594556557394,0.4180574930083435,0.46430813303563445,0.03448059050514635,0.9092137457522671,0.4702596217393875,0.00017274575140626317,4.313695669174194
ETTh2,balanced-step,8,0.53497845686115,0.41656765513188015,0.46237087038765967,0.027606530279844207,0.9080427207250511,0.47828352451324463,0.00010305368692688174,4.177371263504028
ETTh2,balanced-step,9,0.5284177460501679,0.4136457019938832,0.45912296305188033,0.02404909677374943,0.9072294443582012,0.47119276225566864,4.7745751406263163e-05,4.194159030914307
ETTh2,balanced-step,10,0.5270633681685524,0.4139228519876446,0.4607071264655189,0.022454478810912212,0.9068603563097726,0.4764571338891983,1.2235870926211617e-05,4.3728132247924805
ETTh2,stochastic-prefix,1,0.7716789192857996,0.4614805324678927,0.5594772261328402,0.2160855947078857,0.9411279419354633,0.41694607958197594,0.0005,4.505650758743286
ETTh2,stochastic-prefix,2,0.6552804962987393,0.42692834336673263,0.5235744842649561,0.1360725644085787,0.9227958983552139,0.42000993341207504,0.0004877641290737884,3.8610994815826416
ETTh2,stochastic-prefix,3,0.6159902791270112,0.42192027632114104,0.5140190281435452,0.10237452532865304,0.9169547589479294,0.424040824174881,0.0004522542485937369,3.904719829559326
ETTh2,stochastic-prefix,4,0.5791111749357882,0.4035957604646683,0.5005671523049869,0.08402980908553685,0.914856056460237,0.4289398863911629,0.0003969463130731183,3.8626155853271484
ETTh2,stochastic-prefix,5,0.5522920611949094,0.39910541389104537,0.49195743833495453,0.06200629233720556,0.9118035554358389,0.4423789530992508,0.00032725424859373687,3.88076114654541
ETTh2,stochastic-prefix,6,0.5350915689383988,0.3982950605913601,0.48656913598554324,0.04579032538870795,0.9100618201546964,0.44719722121953964,0.00025,3.894662380218506
ETTh2,stochastic-prefix,7,0.5178578794002533,0.3925102296392475,0.4812254105257777,0.03448059050514635,0.908670574426651,0.4425891414284706,0.00017274575140626317,3.9981906414031982
ETTh2,stochastic-prefix,8,0.5086366333792695,0.39028363444108877,0.47890552166288936,0.027606530279844207,0.9074647020449681,0.4454291984438896,0.00010305368692688174,4.113610744476318
ETTh2,stochastic-prefix,9,0.49768401115341526,0.3829713881147646,0.4755828594211983,0.02404909677374943,0.9066352701820104,0.4411507695913315,4.7745751406263163e-05,3.669677972793579
ETTh2,stochastic-prefix,10,0.4923594630925001,0.3792798945070368,0.47690461259500116,0.022454478810912212,0.9062508642673492,0.44365841895341873,1.2235870926211617e-05,3.646578311920166
ETTh2,continuous-prefix,1,0.7842815900798392,0.47409019678567366,0.5596317360095219,0.2160855947078857,0.9410580370278485,0.41911404579877853,0.0005,4.53441858291626
ETTh2,continuous-prefix,2,0.6655262558333641,0.43716743265369296,0.5236992652701066,0.1360725644085787,0.9228625938428187,0.43255870044231415,0.0004877641290737884,4.28287410736084
ETTh2,continuous-prefix,3,0.6265211548425454,0.4324404498380897,0.5136400726252952,0.10237452532865304,0.9170618086262087,0.43223050981760025,0.0004522542485937369,4.159076929092407
ETTh2,continuous-prefix,4,0.5911035971567694,0.4155787882287945,0.4994965348623495,0.08402980908553685,0.9149499962815141,0.4379362240433693,0.0003969463130731183,4.13383150100708
ETTh2,continuous-prefix,5,0.5617094799480608,0.408512067478315,0.4899360529616871,0.06200629233720556,0.9119111721494556,0.44695714116096497,0.00032725424859373687,3.6420130729675293
ETTh2,continuous-prefix,6,0.5455104891969039,0.4087006231456731,0.48434284883262835,0.04579032538870795,0.9101954049768701,0.4531615599989891,0.00025,3.537524938583374
ETTh2,continuous-prefix,7,0.5267213306068319,0.4013571532162945,0.4789886569554827,0.03448059050514635,0.9088358715572188,0.4474879577755928,0.00017274575140626317,3.423964023590088
ETTh2,continuous-prefix,8,0.5157936361774934,0.39742281749448943,0.4768499005421073,0.027606530279844207,0.9076428806359789,0.45417432487010956,0.00010305368692688174,3.662729263305664
ETTh2,continuous-prefix,9,0.5099219925108209,0.39519043425015643,0.4733034849694345,0.02404909677374943,0.9068246022262404,0.4494127929210663,4.7745751406263163e-05,3.7520594596862793
ETTh2,continuous-prefix,10,0.5037107035122087,0.39061155157015387,0.4745607188845103,0.022454478810912212,0.906446707723415,0.45168380439281464,1.2235870926211617e-05,4.1697118282318115
ETTm2,full,1,1.4780475669846111,0.39903181720827074,0.39903181720827074,0.1392768839208776,0.9397388652945117,0.18605116941034794,0.0001,18.08394432067871
ETTm2,full,2,1.3567803874899522,0.3815172870704566,0.3815172870704566,0.07840986311809667,0.8968532381140587,0.1869916319847107,9.755282581475769e-05,17.5905179977417
ETTm2,full,3,1.323021236648891,0.37745072534415713,0.37745072534415713,0.06000173448236178,0.8855687781995788,0.184626754373312,9.045084971874738e-05,17.46208620071411
ETTm2,full,4,1.304693980911984,0.37479175759558514,0.37479175759558514,0.04855097818069706,0.8813512461065786,0.1871446631848812,7.938926261462366e-05,17.7579607963562
ETTm2,full,5,1.2927324392160393,0.3731314966519827,0.3731314966519827,0.040088323646127945,0.8795126189251203,0.1853060331195593,6.545084971874738e-05,17.91415548324585
ETTm2,full,6,1.284392006954171,0.37197628916460573,0.37197628916460573,0.03366421564737457,0.8787515034546723,0.18598057515919209,5e-05,18.47613501548767
ETTm2,full,7,1.2783305875122777,0.37106301730433944,0.37106301730433944,0.028829308820018208,0.8784382618877419,0.1873847171664238,3.4549150281252636e-05,17.949554681777954
ETTm2,full,8,1.2740910243113528,0.3702210684569416,0.3702210684569416,0.025518347248506938,0.8783516108874648,0.1880420409142971,2.061073738537635e-05,18.855846643447876
ETTm2,full,9,1.271733927565652,0.3698207407930873,0.3698207407930873,0.023585418602415725,0.878327768799421,0.18753166869282722,9.549150281252633e-06,18.568152904510498
ETTm2,full,10,1.2705979016987052,0.369552788529617,0.369552788529617,0.022730198012787174,0.878314917094459,0.1864786073565483,2.4471741852423237e-06,18.40535044670105
ETTm2,multi-prefix,1,1.4167774842052385,0.3377438972642983,0.3992178753651247,0.1392768839208776,0.9397567028474624,0.18300640024244785,0.0001,22.6326105594635
ETTm2,multi-prefix,2,1.2928970939404256,0.31765964592745866,0.3830612987625093,0.07840986311809667,0.8968275858513637,0.1822046246379614,9.755282581475769e-05,22.015244483947754
ETTm2,multi-prefix,3,1.2596482609229658,0.3141044811363616,0.3796129447325316,0.06000173448236178,0.88554204356026,0.1801447533071041,9.045084971874738e-05,21.991459369659424
ETTm2,multi-prefix,4,1.2416325106814101,0.3117559388653882,0.3772434723854755,0.04855097818069706,0.881325593383616,0.1829010210931301,7.938926261462366e-05,22.04221224784851
ETTm2,multi-prefix,5,1.2299945776757126,0.31041836958651836,0.3757906559006128,0.040088323646127945,0.8794878826523379,0.18207668140530586,6.545084971874738e-05,22.34727120399475
ETTm2,multi-prefix,6,1.2217498716240225,0.30936065823932873,0.3746376858024523,0.03366421564737457,0.8787249984888497,0.1827203743159771,5e-05,22.447991609573364
ETTm2,multi-prefix,7,1.2157693810214407,0.30852942610281775,0.37380355481475475,0.028829308820018208,0.8784106476771786,0.18394457921385765,3.4549150281252636e-05,19.970112323760986
ETTm2,multi-prefix,8,1.2117349390357617,0.30789304465688333,0.37309666052748336,0.025518347248506938,0.8783235467078603,0.18463817052543163,2.061073738537635e-05,17.700047254562378
ETTm2,multi-prefix,9,1.2093907701692985,0.3075069165770612,0.3726509490327255,0.023585418602415725,0.8782984350869094,0.18433244340121746,9.549150281252633e-06,17.68753671646118
ETTm2,multi-prefix,10,1.2082666169032166,0.30724970855422923,0.3724244700234139,0.022730198012787174,0.878286710116854,0.1831627432256937,2.4471741852423237e-06,18.8658185005188
ETTm2,balanced-step,1,1.4468646311852003,0.36785413530514965,0.399047388907335,0.1392768839208776,0.9397336120310897,0.18442828208208084,0.0001,20.33238196372986
ETTm2,balanced-step,2,1.3249439233518476,0.34970865289331865,0.3821014429381455,0.07840986311809667,0.8968254078078914,0.18453752808272839,9.755282581475769e-05,20.56733250617981
ETTm2,balanced-step,3,1.2917187203541687,0.3461750083707244,0.37834569515523764,0.06000173448236178,0.8855419758434001,0.18233175948262215,9.045084971874738e-05,21.188746690750122
ETTm2,balanced-step,4,1.2736568769662997,0.3437788867352092,0.37580915966204237,0.04855097818069706,0.8813270127911366,0.18501235730946064,7.938926261462366e-05,20.63942003250122
ETTm2,balanced-step,5,1.2618367058660074,0.34225692139744296,0.37421794816794085,0.040088323646127945,0.8794914610022283,0.18374131061136723,6.545084971874738e-05,20.966939449310303
ETTm2,balanced-step,6,1.2534773563786363,0.34108074875296773,0.37295639811220316,0.03366421564737457,0.878732394067477,0.18418409675359726,5e-05,21.322775840759277
ETTm2,balanced-step,7,1.2475000739557862,0.3402517448003228,0.3720839763182471,0.028829308820018208,0.8784190196558316,0.1857021450996399,3.4549150281252636e-05,21.680657863616943
ETTm2,balanced-step,8,1.2433119110158972,0.3394615737340165,0.3712310468109188,0.025518347248506938,0.8783319882444434,0.18622705526649952,2.061073738537635e-05,20.924761533737183
ETTm2,balanced-step,9,1.2409499920473135,0.3390566507160203,0.3707873455202027,0.023585418602415725,0.8783079197047761,0.18582291156053543,9.549150281252633e-06,21.978803396224976
ETTm2,balanced-step,10,1.2398221286797615,0.3387960282992212,0.37055609637015574,0.022730198012787174,0.8782959010840383,0.18470495380461216,2.4471741852423237e-06,20.546973943710327
ETTm2,stochastic-prefix,1,1.4213698753749082,0.34229560314343244,0.4055344883827169,0.1392768839208776,0.9397973873325296,0.1859192717820406,0.0001,18.593308687210083
ETTm2,stochastic-prefix,2,1.296177894107163,0.32090811481749687,0.3872676703460428,0.07840986311809667,0.8968599144671414,0.1826391387730837,9.755282581475769e-05,18.616882801055908
ETTm2,stochastic-prefix,3,1.2608712209697857,0.315305018704025,0.38404057373411404,0.06000173448236178,0.8855644680243201,0.18077491223812103,9.045084971874738e-05,19.11244034767151
ETTm2,stochastic-prefix,4,1.2455373965635264,0.3156431038004551,0.38112489702215985,0.04855097818069706,0.8813433147765495,0.1827122326940298,7.938926261462366e-05,19.17076873779297
ETTm2,stochastic-prefix,5,1.2297593218249243,0.3101671287739599,0.37942233716198837,0.040088323646127945,0.8795038703900967,0.18176855891942978,6.545084971874738e-05,19.505661964416504
ETTm2,stochastic-prefix,6,1.2224523076449583,0.3100483483099109,0.3777542522745243,0.03366421564737457,0.8787397447124872,0.1824225839227438,5e-05,19.125336408615112
ETTm2,stochastic-prefix,7,1.2175502720716838,0.3102961447104294,0.3767271189155726,0.028829308820018208,0.8784248182787399,0.1819541286677122,3.4549150281252636e-05,18.871246576309204
ETTm2,stochastic-prefix,8,1.2139994476752851,0.3101441976416525,0.3758284185498838,0.025518347248506938,0.8783369021180975,0.18355747126042843,2.061073738537635e-05,19.136676788330078
ETTm2,stochastic-prefix,9,1.2098285469539378,0.3079317889848731,0.37528771479905343,0.023585418602415725,0.8783113394925033,0.1836219374090433,9.549150281252633e-06,18.964474201202393
ETTm2,stochastic-prefix,10,1.2072384589887495,0.3062082452404683,0.37498894854517056,0.022730198012787174,0.8783000161058654,0.1827199049293995,2.4471741852423237e-06,18.99379873275757
ETTm2,continuous-prefix,1,1.4318066726089904,0.35273353916567723,0.4054163942063177,0.1392768839208776,0.9397962466745303,0.1874735038727522,0.0001,20.711247444152832
ETTm2,continuous-prefix,2,1.3070325841084411,0.3317568921502032,0.3871357787587468,0.07840986311809667,0.8968658282144649,0.1842100489884615,9.755282581475769e-05,20.304614305496216
ETTm2,continuous-prefix,3,1.2722452043566463,0.32667560400764917,0.38366461663172513,0.06000173448236178,0.8855678658342729,0.18213889561593533,9.045084971874738e-05,19.996055841445923
ETTm2,continuous-prefix,4,1.2558771001326072,0.3259811899606786,0.3807345222983811,0.04855097818069706,0.8813449307758375,0.18373211100697517,7.938926261462366e-05,21.08234930038452
ETTm2,continuous-prefix,5,1.2419824289539145,0.3223896179650281,0.3787725906689655,0.040088323646127945,0.8795044870335162,0.1830479372292757,6.545084971874738e-05,20.256146669387817
ETTm2,continuous-prefix,6,1.2335731504506586,0.32116833343584106,0.37710108389380353,0.03366421564737457,0.878740601097755,0.18349013291299343,5e-05,21.224902629852295
ETTm2,continuous-prefix,7,1.2277785706474054,0.3205236969048222,0.37604352524036605,0.028829308820018208,0.878425562876532,0.18301202543079853,3.4549150281252636e-05,21.168434619903564
ETTm2,continuous-prefix,8,1.2248083493424198,0.32095189969339427,0.3751352979697316,0.025518347248506938,0.8783381012300727,0.18412178941071033,2.061073738537635e-05,21.106688261032104
ETTm2,continuous-prefix,9,1.220404625744433,0.3185057044316903,0.37457650515851365,0.023585418602415725,0.8783135020019465,0.18435344845056534,9.549150281252633e-06,19.134313821792603
ETTm2,continuous-prefix,10,1.2170796507113688,0.3160476967922509,0.3742904649853246,0.022730198012787174,0.8783017566650531,0.1832044143229723,2.4471741852423237e-06,18.13477373123169
Weather,full,1,0.552956910608908,0.42086769508648436,0.42086769508648436,0.08181997331108104,0.5026924148040558,0.5056743249297142,0.0001,32.917590379714966
Weather,full,2,0.4812988341123619,0.4044678217667535,0.4044678217667535,0.027884414419531822,0.48946597986595725,0.49357210099697113,9.755282581475769e-05,32.74065709114075
Weather,full,3,0.4583798889003506,0.4001806209717847,0.4001806209717847,0.010478229021118947,0.47721039272495125,0.49163466691970825,9.045084971874738e-05,33.027703285217285
Weather,full,4,0.45165177418544405,0.3976023985805925,0.3976023985805925,0.007034736660658802,0.47014639090867677,0.49639277905225754,7.938926261462366e-05,32.97465372085571
Weather,full,5,0.44751792336521595,0.3957110220290694,0.3957110220290694,0.0052305390782627385,0.4657636238564653,0.4895046278834343,6.545084971874738e-05,32.737411975860596
Weather,full,6,0.4443437019463911,0.39414644892250156,0.39414644892250156,0.00387257946670284,0.46324673757656387,0.49445690959692,5e-05,32.7204213142395
Weather,full,7,0.44195795726259696,0.39296768035484136,0.39296768035484136,0.0027983415145208445,0.46191935378399135,0.49053286761045456,3.4549150281252636e-05,32.674111127853394
Weather,full,8,0.44003429557011875,0.3919398804003581,0.3919398804003581,0.001961453510566013,0.4613296171441836,0.49190572649240494,2.061073738537635e-05,32.864018201828
Weather,full,9,0.43879204154660123,0.3912979572850014,0.3912979572850014,0.001381412563599236,0.4611267215347032,0.49137791246175766,9.549150281252633e-06,32.92916655540466
Weather,full,10,0.43813285729192225,0.3909413162282658,0.3909413162282658,0.0010835544635614865,0.46107986332707457,0.4907093271613121,2.4471741852423237e-06,33.01641774177551
Weather,multi-prefix,1,0.49986406846059356,0.3677644836396947,0.42205313781431003,0.08181997331108104,0.5027961177946428,0.5076608806848526,0.0001,32.92653799057007
Weather,multi-prefix,2,0.4237824833888009,0.346937579099452,0.40615239513479845,0.027884414419531822,0.4896048987923116,0.49293844401836395,9.755282581475769e-05,32.882736921310425
Weather,multi-prefix,3,0.39983605305640707,0.34161258733659877,0.4016354293545661,0.010478229021118947,0.4774523742416275,0.4905678629875183,9.045084971874738e-05,33.13108038902283
Weather,multi-prefix,4,0.3927373385547731,0.33866077596960514,0.39905558674451674,0.007034736660658802,0.47041825549374416,0.4956776648759842,7.938926261462366e-05,33.3187255859375
Weather,multi-prefix,5,0.388385072216015,0.3365502365552131,0.3971675959035808,0.0052305390782627385,0.466042970895552,0.48952963948249817,6.545084971874738e-05,33.20945072174072
Weather,multi-prefix,6,0.3851118688387561,0.33488663745916275,0.39563835713514783,0.00387257946670284,0.4635265155927369,0.49303146451711655,5e-05,33.30681300163269
Weather,multi-prefix,7,0.38265601841443714,0.33363834730877345,0.39445854669658714,0.0027983415145208445,0.46219329277746085,0.48943012952804565,3.4549150281252636e-05,33.33478784561157
Weather,multi-prefix,8,0.38067578217720727,0.33255481666175896,0.3934725454944566,0.001961453510566013,0.46159511514088736,0.4905228391289711,2.061073738537635e-05,33.6218364238739
Weather,multi-prefix,9,0.3794596446980638,0.3319393659972112,0.39282758020214226,0.001381412563599236,0.46138866105880116,0.49044647067785263,9.549150281252633e-06,33.46363186836243
Weather,multi-prefix,10,0.37872506132087125,0.33150756975050866,0.39244558315199635,0.0010835544635614865,0.46133937008867193,0.4897739887237549,2.4471741852423237e-06,33.636486291885376
Weather,balanced-step,1,0.5286002630630124,0.3965088800671729,0.42124574483516847,0.08181997331108104,0.502714099947511,0.5064443051815033,0.0001,32.944453954696655
Weather,balanced-step,2,0.45511445255163346,0.3782781874122172,0.405012937390417,0.027884414419531822,0.4895185012679668,0.4928041025996208,9.755282581475769e-05,32.89020109176636
Weather,balanced-step,3,0.4318162481492177,0.3736048683201363,0.4006879269700188,0.010478229021118947,0.47733151441984656,0.49084359407424927,9.045084971874738e-05,33.2124400138855
Weather,balanced-step,4,0.42496825934855087,0.3709036759252152,0.39814444034215773,0.007034736660658802,0.47029847100323285,0.49586696922779083,7.938926261462366e-05,33.34645462036133
Weather,balanced-step,5,0.4207985176829224,0.36897482892451305,0.39631575684900316,0.0052305390782627385,0.46593150200611416,0.48934073001146317,6.545084971874738e-05,33.245346546173096
Weather,balanced-step,6,0.4176336194687802,0.3674189902384789,0.3948140254089548,0.00387257946670284,0.46342049926411805,0.49358897656202316,5e-05,33.34914302825928
Weather,balanced-step,7,0.4152110742694204,0.36620354929448035,0.3936419002577286,0.0027983415145208445,0.4620918322771465,0.48980288952589035,3.4549150281252636e-05,33.33878183364868
Weather,balanced-step,8,0.4132882422004366,0.36517719997072906,0.3926438139448958,0.001961453510566013,0.46149587983581564,0.49110834300518036,2.061073738537635e-05,34.44652199745178
Weather,balanced-step,9,0.41208335789532435,0.36457292525776885,0.39201334906936985,0.001381412563599236,0.46129019805885824,0.4907185658812523,9.549150281252633e-06,33.8548858165741
Weather,balanced-step,10,0.411386984511403,0.3641793581014936,0.39163847853991096,0.0010835544635614865,0.4612407153102465,0.490106999874115,2.4471741852423237e-06,33.85574460029602
Weather,stochastic-prefix,1,0.5073128125566437,0.37519922559334484,0.43057435296395197,0.08181997331108104,0.5029361415318203,0.5055555328726768,0.0001,33.730427265167236
Weather,stochastic-prefix,2,0.42853560618760356,0.3516755250924761,0.4126792911857044,0.027884414419531822,0.48975666434863846,0.4969463124871254,9.755282581475769e-05,33.07479786872864
Weather,stochastic-prefix,3,0.4013344394009466,0.3430943873304107,0.407709810196923,0.010478229021118947,0.477618235247445,0.49414704740047455,9.045084971874738e-05,34.31710338592529
Weather,stochastic-prefix,4,0.3966322384425019,0.3425388885561094,0.40394699016740604,0.007034736660658802,0.4705861296625774,0.49660535156726837,7.938926261462366e-05,33.7087025642395
Weather,stochastic-prefix,5,0.3883581754317783,0.33650703989103814,0.40172188707529854,0.0052305390782627385,0.4662059675700398,0.4918327331542969,6.545084971874738e-05,33.87725257873535
Weather,stochastic-prefix,6,0.38812394181959037,0.3378831906250883,0.39909356208484525,0.00387257946670284,0.46368172084273845,0.494045615196228,5e-05,33.04629373550415
Weather,stochastic-prefix,7,0.3857236864441999,0.3366907144550382,0.39729720948512803,0.0027983415145208445,0.4623463027959266,0.4903309792280197,3.4549150281252636e-05,36.606393337249756
Weather,stochastic-prefix,8,0.38153039169117864,0.3333941849372232,0.39581633283881074,0.001961453510566013,0.4617475339275405,0.4907284155488014,2.061073738537635e-05,38.13173317909241
Weather,stochastic-prefix,9,0.38035895401067255,0.33282352478280397,0.3948270364089563,0.001381412563599236,0.46154016205227333,0.4908117204904556,9.549150281252633e-06,38.08006525039673
Weather,stochastic-prefix,10,0.37935203122855954,0.33211943243599973,0.394319732670104,0.0010835544635614865,0.4614904395671097,0.4901469573378563,2.4471741852423237e-06,37.49595022201538
Weather,continuous-prefix,1,0.5168542309465821,0.3847409056950132,0.431213117329007,0.08181997331108104,0.5029335093519748,0.5067866817116737,0.0001,33.51698899269104
Weather,continuous-prefix,2,0.4393295660641865,0.3624706656171096,0.4129142720077442,0.027884414419531822,0.4897448620103326,0.4956933557987213,9.755282581475769e-05,33.306424379348755
Weather,continuous-prefix,3,0.4124683675352847,0.35423179761597395,0.4077970109046151,0.010478229021118947,0.47758341432693635,0.4957096502184868,9.045084971874738e-05,33.60299372673035
Weather,continuous-prefix,4,0.4077925943107166,0.35370260696279876,0.4039013100122287,0.007034736660658802,0.47055250621444483,0.49661874771118164,7.938926261462366e-05,33.5736026763916
Weather,continuous-prefix,5,0.40006923639225617,0.34822152260462297,0.4017443845203207,0.0052305390782627385,0.46617175025414903,0.4914524331688881,6.545084971874738e-05,33.73700213432312
Weather,continuous-prefix,6,0.3996731655315802,0.34943576867184484,0.39892855063349764,0.00387257946670284,0.4636481771723028,0.4947712793946266,5e-05,33.10660243034363
Weather,continuous-prefix,7,0.3971512103688631,0.3481217090053894,0.3970630073160041,0.0027983415145208445,0.4623115936341268,0.4899919703602791,3.4549150281252636e-05,34.15874266624451
Weather,continuous-prefix,8,0.3921482303458861,0.34401600010397204,0.39560423511675546,0.001961453510566013,0.4617077675698466,0.49097730219364166,2.061073738537635e-05,34.277485609054565
Weather,continuous-prefix,9,0.39039581758558534,0.34286444755237455,0.39459354043114486,0.001381412563599236,0.4614995791432229,0.49077391624450684,9.549150281252633e-06,34.510183572769165
Weather,continuous-prefix,10,0.39020468973779937,0.34297610370153125,0.3940968628878628,0.0010835544635614865,0.46145030958342637,0.4901115819811821,2.4471741852423237e-06,34.51677179336548
