segment,base_mse,shared_control_mse,pooled_multihead_control_mse,target_set_aware_mse,wrong_target_control_mse,target_vs_pooled_multihead_reduction_pct,target_vs_wrong_target_reduction_pct,stabilized_target_set_mse,stabilized_vs_pooled_multihead_reduction_pct,stabilized_vs_wrong_target_reduction_pct,dataset,feature_source
early_0_96,0.41147863141698193,8.067187482231487,7.980820904293486,0.6425113576189304,1.4641190903804575,91.94930740428876,56.116181952659936,6.785093535776027,14.982510982976539,-10.046087861115264,ETTh2,coeff_late
mid_96_192,0.5154046660253341,7.778873340097855,7.680060580728676,1.7466528784969155,14.214918604222204,77.25730337492735,87.71253689783272,5.934454200077804,22.729070458520404,28.19491153617623,ETTh2,coeff_late
late_192_336,0.6638969932489792,5.947048488840612,5.922839620347249,10.442687864792655,41.86280222355171,-76.31218358366442,75.05497169294206,6.291407734827759,-6.222827868145136,21.302332015832334,ETTh2,coeff_late
tail_336_720,1.2996417173250168,3.5667562671897732,3.5356754385901223,17.54082337653737,1.4026636555817689,-396.1095462860672,-1150.5366704794342,4.385079680428821,-24.023818265892785,-36.37570920931384,ETTh2,coeff_late
early_0_96,0.41147863141698193,9.947258372343825,7.9117614460679775,0.6480873264868948,1.5236775959433209,91.80855829760914,57.46558666922848,8.3030656078763,-4.9458538970837544,-8.359104471202814,ETTh2,memory_pool
mid_96_192,0.5154046660253341,9.99567468020082,7.697295872852789,1.7781660397583845,14.13275638690933,76.89882175336783,87.41812289777079,7.731568951664342,-0.4452612888693746,23.827168392279706,ETTh2,memory_pool
late_192_336,0.6638969932489792,7.508384191949005,5.9650271294157,10.460809879560701,41.74930139223738,-75.36902435824098,74.94374868388643,7.630728091054639,-27.924449051116085,18.713029263190524,ETTh2,memory_pool
tail_336_720,1.2996417173250168,4.52815318803588,3.6633500510830475,17.8153056429669,1.412122868963805,-386.31185648502014,-1161.5974172303795,5.277462659944103,-44.06110762971867,-30.695571493798415,ETTh2,memory_pool
early_0_96,0.41147863141698193,10.455891512540328,8.082427172877509,0.6421646287349609,1.4712581611865436,92.05480463975108,56.352688761497404,8.705993178283443,-7.715083502372364,-7.768526549005582,ETTh2,memory_plus_coeff
mid_96_192,0.5154046660253341,10.485779291616035,7.871399688543896,1.7516690773898898,14.585255861101087,77.74640919404354,87.99013816369451,8.133359142458382,-3.327990754881164,23.458027323950137,ETTh2,memory_plus_coeff
late_192_336,0.6638969932489792,7.833113792809794,6.066945061525215,10.73164466712473,42.803798406497975,-76.88712454611913,74.92828892144401,7.943156863025735,-30.925149024323712,18.64125566141148,ETTh2,memory_plus_coeff
tail_336_720,1.2996417173250168,4.678737249484174,3.7122528754288515,18.244346280342903,1.4091486981263937,-391.4629173325176,-1194.706960635213,5.4476521223497,-46.747872657257204,-30.96428963255037,ETTh2,memory_plus_coeff
early_0_96,0.5357079979701087,0.5494074929115553,0.5438715670933743,0.5542073347386144,0.5467380728917157,-1.900405954383279,-1.3661499385607982,0.5565257512022515,-2.3266860918112076,-0.4574083983183981,ETTm1,coeff_late
mid_96_192,0.6448965642119215,0.6543598796104675,0.6487667431436916,0.6507600892428782,0.653893628735607,-0.3072515846801136,0.4792124215658583,0.660883747851838,-1.8676981883244645,0.48579252034005316,ETTm1,coeff_late
late_192_336,0.7766681279197979,0.7814442986120079,0.778228805164411,0.7845907314895807,0.8083979317300407,-0.8174879011097131,2.9449852982071056,0.7862037305853447,-1.0247533075120359,2.127366395393811,ETTm1,coeff_late
tail_336_720,0.8027841695627156,0.7990053649164257,0.8003861079715819,0.8009487372261314,0.8044478964622795,-0.07029473012410088,0.43497649152125806,0.79695085138424,0.42919992652644406,0.4002308205103312,ETTm1,coeff_late
early_0_96,0.5357079979701087,0.5458699122759137,0.5402689665668543,0.5645116775228481,0.5516232496758492,-4.487155927175392,-2.3364547913041354,0.5645116775228481,-4.487155927175392,-2.3364547913041354,ETTm1,memory_pool
mid_96_192,0.6448965642119215,0.6559984063400275,0.6497428393747381,0.6640613665325701,0.66129415509941,-2.2037221944009464,-0.4184539379066597,0.6640613665325701,-2.2037221944009464,-0.4184539379066597,ETTm1,memory_pool
late_192_336,0.7766681279197979,0.781101345789065,0.7780294017986672,0.7884219990776786,0.8323033224540074,-1.335758938542113,5.272275406392316,0.7884219990776785,-1.3357589385420987,5.27227540639233,ETTm1,memory_pool
