segment,base_mse,shared_control_mse,pooled_multihead_control_mse,target_set_aware_mse,wrong_target_control_mse,target_vs_pooled_multihead_reduction_pct,target_vs_wrong_target_reduction_pct,stabilized_target_set_mse,stabilized_vs_pooled_multihead_reduction_pct,stabilized_vs_wrong_target_reduction_pct,dataset,feature_source
tail_336_720,0.8027841695627156,0.7985916603204599,0.8009892835365429,0.7962712049827039,0.8059376809950543,0.5890314203715237,1.1994073785476347,0.7962712049827039,0.5890314203715237,1.1994073785476347,ETTm1,memory_pool
early_0_96,0.5357079979701087,0.5473850899910165,0.5414266827024417,0.5493276233103193,0.5431137260342184,-1.4592817199997177,-1.1441245135663147,0.5569425622064508,-2.8657397205775266,-0.8020015811654367,ETTm1,memory_plus_coeff
mid_96_192,0.6448965642119215,0.6570721758487649,0.6499543307694507,0.653379612745109,0.6480933389749454,-0.5270034852453781,-0.8156654994363436,0.6645091030043502,-2.2393530661867747,-0.11197522497158943,ETTm1,memory_plus_coeff
late_192_336,0.7766681279197979,0.7814680518387017,0.7776535585248837,0.7814892373186546,0.8040138658580605,-0.4932374772445866,2.801522398543101,0.7857378747081206,-1.0395781122087182,2.5406763139626856,ETTm1,memory_plus_coeff
tail_336_720,0.8027841695627156,0.7984131228037584,0.8005485448976347,0.7973378952729444,0.804147949781515,0.4010562064166704,0.8468658672102459,0.7947748254480529,0.7212204039818855,0.6519684298268951,ETTm1,memory_plus_coeff
early_0_96,2.0955658767401983,5.706153131944123,3.2795847790095336,3.3327939058474603,16.914243313519325,-1.6224348636596715,80.29593258136707,3.332793905847461,-1.6224348636596986,80.29593258136705,Weather,coeff_late
mid_96_192,4.391323258472618,7.194849147916098,5.077230227518684,16.38768747524059,10.019241900925646,-222.76825633037112,-63.562150083696274,16.387687475240593,-222.7682563303712,-63.56215008369629,Weather,coeff_late
late_192_336,9.36557805644777,11.65288789466419,10.096234831154343,11.19694552372496,18.34188869160881,-10.90218988542255,38.95423905365085,11.19694552372496,-10.90218988542255,38.95423905365085,Weather,coeff_late
tail_336_720,9.569835044957651,9.860299481089534,9.299978907078172,11.219031052568866,9.82858937111357,-20.63501610772592,-14.146909886599131,11.219031052568866,-20.63501610772592,-14.146909886599088,Weather,coeff_late
early_0_96,2.0955658767401983,6.985416949925209,6.596049566782903,6.316354541417095,26.204573484562896,4.240341473089085,75.89598416803824,6.316354541417095,4.240341473089085,75.89598416803824,Weather,memory_pool
mid_96_192,4.391323258472618,8.583802941848237,8.174896332352168,24.691923974119646,19.689844808568957,-202.04571373463548,-25.404360543125264,24.691923974119646,-202.04571373463548,-25.40436054312524,Weather,memory_pool
late_192_336,9.36557805644777,12.015238084058087,11.934199331104367,15.864158281799705,46.61829026342868,-32.930227170352346,65.97009844815162,15.864158281799705,-32.930227170352346,65.97009844815162,Weather,memory_pool
tail_336_720,9.569835044957651,10.584967044744474,10.217761992673312,22.64603342344624,10.777235917893737,-121.63398833995812,-110.12840023151408,22.64603342344624,-121.63398833995812,-110.12840023151408,Weather,memory_pool
early_0_96,2.0955658767401983,7.282603514636823,6.871747758275351,6.553376148362387,30.667215049942165,4.633051461028417,78.63067729596546,6.553376148362387,4.633051461028417,78.63067729596547,Weather,memory_plus_coeff
mid_96_192,4.391323258472618,8.871895283747898,8.412999060219823,29.087109735372014,20.337019106446174,-245.74008064386967,-43.025433487213206,29.087109735372014,-245.74008064386967,-43.025433487213206,Weather,memory_plus_coeff
late_192_336,9.36557805644777,12.318095396987196,12.154966430543832,16.544436276708566,49.17009818724519,-36.11256247598162,66.35264746939183,16.544436276708566,-36.11256247598162,66.35264746939183,Weather,memory_plus_coeff
tail_336_720,9.569835044957651,10.59343292551015,10.199997836982346,23.2323738800368,10.77792745371733,-127.76841967360713,-115.55511465262185,23.232373880036796,-127.7684196736071,-115.55511465262184,Weather,memory_plus_coeff
