dataset,feature_source,feature_dim,rowspace_rank,train_rows,val_rows,test_rows,shared_alpha,pooled_multihead_alpha,target_set_alpha,stabilized_alpha,stabilized_beta,val_shared_mse,val_pooled_multihead_mse,val_target_set_mse,val_stabilized_target_set_mse,base_mse,shared_control_mse,pooled_multihead_control_mse,target_set_aware_mse,wrong_target_control_mse,stabilized_target_set_mse,target_vs_base_reduction_pct,target_vs_shared_reduction_pct,target_vs_pooled_multihead_reduction_pct,target_vs_wrong_target_reduction_pct,stabilized_vs_pooled_multihead_reduction_pct,pathology_flag,stabilized_pathology_flag
ETTh2,coeff_late,256,64,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.2553516196947685,6.322050042226059,11.239750433347327,6.197031857399936,0.9495060875487803,5.204487816579914,5.158379022653802,11.762198605260576,11.21118608696764,5.292930407974767,-1138.7702153259024,-126.00107868039946,-128.0212166187304,-4.914845887122114,-2.6084043985535335,True,True
ETTh2,memory_pool,96,64,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.254559403832059,6.1101231058046634,10.723278711835498,6.139325088302899,0.9495060875487803,6.575749612348222,5.227999762316867,11.917158767660524,11.190517006275192,6.478743644786535,-1155.0902963061085,-81.22890119298303,-127.94872435838168,-6.493370779722339,-23.923946812028582,True,True
ETTh2,memory_plus_coeff,352,64,6000,3000,3000,1000000.0,1000000.0,1000000.0,1000000.0,0.1,6.39564989782334,6.13707116735369,10.794299788414872,6.265532210599177,0.9495060875487803,6.8541720655077,5.32043412738995,12.195824777091142,11.453174189938688,6.73929281395723,-1184.4388189838317,-77.93286571348682,-129.22612112245167,-6.484233757702324,-26.66809986919867,True,True
ETTm1,coeff_late,256,64,6000,3000,3000,10000.0,10000.0,10000.0,1000.0,0.5,2.313240696309245,2.3146918373066843,2.3124390108860213,2.3104934071356924,0.7408991243083453,0.742927370680765,0.7415367933160013,0.7447531293493852,0.7508026913428668,0.7446024667292089,-0.5201794569048505,-0.24575197262516146,-0.43373923753683136,0.8057459121066171,-0.4134216185684542,False,False
ETTm1,memory_pool,768,64,6000,3000,3000,100000.0,100000.0,10000.0,10000.0,1.0,2.3105867650221636,2.3125456270905,2.306379440963569,2.306379440963569,0.7408991243083453,0.7423849304775171,0.7414684057047687,0.7461721150137001,0.7580164149915316,0.7461721150137001,-0.7117015707472087,-0.5101375823653899,-0.6343775773507823,1.562538718632348,-0.6343775773507823,False,False
ETTm1,memory_plus_coeff,1024,64,6000,3000,3000,100000.0,100000.0,100000.0,10000.0,0.5,2.3110861532986036,2.3130245657347355,2.3078653578363584,2.307404882759034,0.7408991243083453,0.7427082446417157,0.7413407374466342,0.7419056897500249,0.7485092883896419,0.7438877038753592,-0.1358572859185541,0.10805789453406998,-0.07620683376129418,0.8822333592979361,-0.34356218403663924,False,False
Weather,coeff_late,256,64,6000,3000,3000,10.0,10.0,10.0,10.0,1.0,19205.176837308405,19204.37935591828,19201.26188006565,19201.26188006565,7.841946186628675,9.309537606161951,8.09347771754299,10.852269850260127,12.501423431508327,10.852269850260129,-38.38745627666208,-16.57152384321479,-34.08660935381741,13.191726448459521,-34.08660935381742,False,False
Weather,memory_pool,384,64,6000,3000,3000,1000.0,100.0,100.0,100.0,1.0,19165.774091235075,19152.56395985949,19057.366703108713,19057.366703108713,7.841946186628675,10.124259359578463,9.805772382197983,19.385153284269503,21.19077298131331,19.385153284269503,-147.19824419763532,-91.47231017871344,-97.69124275679224,8.52078260021972,-97.69124275679224,True,True
Weather,memory_plus_coeff,640,64,6000,3000,3000,1000.0,100.0,100.0,100.0,1.0,19165.933032256606,19152.64941104501,19058.36272308715,19058.36272308715,7.841946186628675,10.267383146120816,9.908958374965374,20.45155144252593,22.382812166950057,20.451551442525925,-160.79688582150598,-99.18952231029634,-106.39456407644253,8.62832029335341,-106.3945640764425,True,True
