seed,dataset,arm,status,protocol_pass,invariant_pass,readout_mode,profile_hash,encoder_initialization_hash,operator_initialization_hash,pcsd_initialization_hash,dense_mse_auc,dense_mae_auc,h720_mse,h720_mae,epochs_ran,best_val_mse,total_parameters,active_forward_parameters,decoder_parameters,dense_parameter_gap,run_dir,same_run_oracle_headroom,best_same_run_arm_gain_over_fused,best_same_run_arm_gain_over_persistence,minimum_pairwise_probe_nrmse,mean_pairwise_probe_nrmse,policy_entropy,policy_usage_max,policy_usage
2021,ETTh1,a6,ok,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,b465a5249ad7628e60d88ce509221849b2686a6f3d5533b2b718e73df6791867,,1.1704109382059409,0.7349016880901598,1.4085524039963881,0.8232658363464805,8,1.4085522947625981,1720544,613904,613904,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/a6/ETTh1/h720_full/seed2021,,,,,,,,
2021,ETTh2,a6,ok,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,e717a7654a97d70ce529755e0884a07d9eaaa3d8939009fec2af421c455022e1,,0.4284055871073221,0.4468362243325015,0.6463289392284222,0.5578593726166421,7,0.6463288881402048,972896,419216,419216,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/a6/ETTh2/h720_full/seed2021,,,,,,,,
2021,ETTm1,a6,ok,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,5b0bd5d5242efd4d41c1cd067460591ce24d56f5c194c1e62eacf20e8dab54e8,,0.6665586695235278,0.5278022984740388,0.9540847590814034,0.6391648210171196,8,0.9540848868174685,945088,391408,391408,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/a6/ETTm1/h720_full/seed2021,,,,,,,,
2021,ETTm2,a6,ok,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,3b4192447baf811fcfc6b26fab78142ebf821fde42240519c0e7bb7076229bd0,,0.194697267471799,0.29554897295086724,0.28115178919397293,0.35736764688044786,10,0.28115179909186233,3218720,1006160,1006160,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/a6/ETTm2/h720_full/seed2021,,,,,,,,
2021,Weather,a6,ok,True,True,learned-basis-forecast-operator,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,e717a7654a97d70ce529755e0884a07d9eaaa3d8939009fec2af421c455022e1,,0.4971091556465374,0.326180357334431,0.5898309545798435,0.3875111889404555,17,0.5898309694189164,972896,419216,419216,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/a6/Weather/h720_full/seed2021,,,,,,,,
2021,ETTh1,pcsd_m0,ok,True,True,pcsd-coupling-field-m0,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,c2c2e9b86495fab13cd35f89d3d908f66c5c89cdf37a5bbfcbcb0ad4f3c27cbe,b465a5249ad7628e60d88ce509221849b2686a6f3d5533b2b718e73df6791867,,1.170410912937734,0.7349017299677724,1.4085523582167097,0.8232658813811011,8,1.4085522947625981,1720544,613904,578512,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/pcsd_m0/ETTh1/h720_full/seed2021,,,,,,,,
2021,ETTh2,pcsd_m0,ok,True,True,pcsd-coupling-field-m0,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,e717a7654a97d70ce529755e0884a07d9eaaa3d8939009fec2af421c455022e1,,0.42840556898197,0.44683622549611496,0.6463289152830839,0.5578593929608663,7,0.6463288881402048,972896,419216,381904,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/pcsd_m0/ETTh2/h720_full/seed2021,,,,,,,,
2021,ETTm1,pcsd_m0,ok,True,True,pcsd-coupling-field-m0,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,43f924bf4a49ddb9564e5b4b8f87f0034d1e369206e6ee48cf7dcd53c43eeac7,5b0bd5d5242efd4d41c1cd067460591ce24d56f5c194c1e62eacf20e8dab54e8,,0.6665586585303286,0.527802279751446,0.9540848420725928,0.6391647776174877,8,0.9540848868174685,945088,391408,381904,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/pcsd_m0/ETTm1/h720_full/seed2021,,,,,,,,
2021,ETTm2,pcsd_m0,ok,True,True,pcsd-coupling-field-m0,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,db0f79f320db76b3967efd6827230dddba88e722979c7a5389bce1fae851aeb5,3b4192447baf811fcfc6b26fab78142ebf821fde42240519c0e7bb7076229bd0,,0.1946972417609798,0.29554899389221995,0.28115178351290526,0.35736768703079885,10,0.28115179909186233,3218720,1006160,971728,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/pcsd_m0/ETTm2/h720_full/seed2021,,,,,,,,
2021,Weather,pcsd_m0,ok,True,True,pcsd-coupling-field-m0,80912741f9da5560234c400a36e2ec48461cef70bf96701b19fcb90ea278990a,3b8977b5bc25ce41e6d0d7dfa6abdabb4baa41d4420a9d94b2bb3fdb625ef41e,e717a7654a97d70ce529755e0884a07d9eaaa3d8939009fec2af421c455022e1,,0.4971091782349911,0.3261803607115845,0.5898309768488009,0.3875111838285294,17,0.5898309694189164,972896,419216,381904,,analysis/stage_c_pcsd_cf_step7b_seed2021_20260716/raw/pcsd_m0/Weather/h720_full/seed2021,,,,,,,,
