dataset,same_run_oracle_headroom_percent,best_arm_gain_over_fused_percent,best_arm_gain_over_persistence_percent,minimum_pairwise_probe_nrmse,policy_entropy,policy_usage_max,usage_scope_1,usage_scope_48,usage_scope_144,usage_scope_360,usage_scope_720,target_usage_max_pairwise_l1,instance_usage_mean_l1_deviation
ETTh1,-0.9412944935553114,-17.004305817867184,36.47334710495536,0.14490290644084397,0.7140271690857719,0.6347221168804867,0.08743286892477307,0.08443333252969153,0.10747049550830662,0.08594121672310968,0.6347221168804867,0.005118059446190398,0.1091891332539813
ETTh2,14.847317832211004,-7.484930404390355,6.728506913346644,0.0793694513882188,0.8363778242895881,0.5006580307212611,0.11427903581741754,0.113179879423025,0.11899128659526931,0.1528917986123502,0.5006580307212611,0.018325681857941603,0.2275613714398491
ETTm1,-0.07946065925228396,-26.475211242820574,38.65298983977331,0.10728731944965214,0.7212802015300914,0.6318429740108381,0.09059150355421036,0.08629604849610682,0.099665676888934,0.09160382759262763,0.6318429740108381,0.044016420576775545,0.0851485412341002
ETTm2,4.143483715005614,-21.26847719750371,13.189627056261488,0.10491184102383515,0.5477941005672723,0.7555175499941138,0.06240670518649415,0.05916948909152775,0.07503512586480678,0.04787115831274369,0.7555175499941138,0.01303090520336831,0.09394090016096374
Weather,1.7520297348070368,-26.652321123307022,39.143928984808454,0.1143897933759318,0.6713784809149757,0.6407600498959809,0.10903449909987577,0.1019359419736395,0.10285963009435911,0.045409908167383696,0.6407600498959809,0.01670301775606739,0.20555737834668072
