origin,channel,visibility96,persistent_fraction96,gain_h96,gain_h192,gain_h336,gain_h720,mse_gain_1_96_h96,mae_gain_1_96_h96,mse_gain_1_96_h192,mae_gain_1_96_h192,mse_gain_1_96_h336,mae_gain_1_96_h336,mse_gain_1_96_h720,mae_gain_1_96_h720,mse_gain_97_192_h192,mae_gain_97_192_h192,mse_gain_97_192_h336,mae_gain_97_192_h336,mse_gain_97_192_h720,mae_gain_97_192_h720,mse_gain_193_336_h336,mae_gain_193_336_h336,mse_gain_193_336_h720,mae_gain_193_336_h720,mse_gain_337_720_h720,mae_gain_337_720_h720,full_r2,full_corr,full_amplitude_ratio,full_bias_sigma,tail_r2,tail_corr,tail_amplitude_ratio,tail_bias_sigma,last192_r2,last192_corr,last192_amplitude_ratio,last192_bias_sigma,min_segment_mse_gain,min_segment_mae_gain,min_prefix_mse_gain,fit_eligible,segment_eligible,prefix_eligible,eligible,timemixer_full_r2_h96,timemixer_prefix_r2_h96,timemixer_full_r2_h192,timemixer_prefix_r2_h192,timemixer_full_r2_h336,timemixer_prefix_r2_h336,timemixer_full_r2_h720,timemixer_prefix_r2_h720,timemixer_tail_r2_h720,timemixer_last192_r2_h720,baseline_competent,balanced_gain,balanced_prefix,balanced_eligible
8944,4,0.1447930958108496,0.7604166666666666,0.7933546654697746,0.5987434192893698,0.6329376263387194,0.685426245103735,0.7933546654697746,0.5398072569627076,0.7568404645887472,0.5043762921816253,0.8064990062152103,0.5287982826402946,0.7467072206777507,0.5105676973226705,0.3478919567346441,0.1922899515006074,0.5062595040104816,0.3029378863249726,0.5168036286961207,0.34887674913348,0.5869567842289145,0.3404134342040146,0.6360615968781134,0.4094443953366489,0.7071975945381399,0.4709551989094487,0.772320930678067,0.8866654952774068,0.7854614805592608,0.0601042198384732,0.7584672525594724,0.8872456657658614,0.7239234547825141,0.0454254802984559,0.7122473095551084,0.906717204433002,0.6687129855093749,0.2307439512408592,0.3478919567346441,0.1922899515006074,0.7467072206777507,True,True,True,True,0.3480092029385342,0.3480092029385342,0.564041240658304,0.4459158011569394,0.4358237440100795,0.3037200805322917,0.2762299277095976,0.468082522013054,0.1750998525454764,-0.0922277621516047,False,False,True,False
