dataset,variant,target_horizon,mse,mae,source_path,a6_lbf_r256_mse,a6_der_mse,best_stage_control_mse,best_stage_control_name,relative_mse_vs_a6_lbf_r256_pct,relative_mse_vs_a6_der_pct,relative_mse_vs_best_stage_control_pct,beats_best_stage_control
ETTh2,a7dg_abs004_t001_w02_d0999_wu1,96,0.2381041496992111,0.3117461800575256,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-1.6360989119020952,-1.919297836189382,-0.9811657910105187,True
ETTh2,a7dg_abs004_t001_w02_d0999_wu1,192,0.2764078080654144,0.3418436050415039,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-2.262306539116443,-2.338896734783469,-0.29704357151466576,True
ETTh2,a7dg_abs004_t001_w02_d0999_wu1,336,0.3045898973941803,0.3672178387641907,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-2.6398949917708636,-2.4127406133163998,0.6575912398119721,False
ETTh2,a7dg_abs004_t001_w02_d0999_wu1,720,0.3891826570034027,0.4279967248439789,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-1.2660500849295597,-1.1170856034254384,1.2702202278587427,False
ETTm1,a7dg_abs004_t001_w02_d0999_wu1,96,0.275575578212738,0.3322355151176452,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2730823159217834,0.2741679549217224,0.2705991566181183,a3c_warm,0.9130075971923057,0.5134164171073374,1.8390381022667546,False
ETTm1,a7dg_abs004_t001_w02_d0999_wu1,192,0.3110263049602508,0.3535279333591461,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3093577325344085,0.310008555650711,0.3081844747066498,a3c_warm,0.5393666459126534,0.3282971682518676,0.9221198622370697,False
ETTm1,a7dg_abs004_t001_w02_d0999_wu1,336,0.3485806882381439,0.3743079900741577,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3471782207489013,0.3477792739868164,0.3466947674751282,a3c_warm,0.403961828658872,0.23043761122978346,0.5439715103721765,False
ETTm1,a7dg_abs004_t001_w02_d0999_wu1,720,0.4086728692054748,0.4056219458580017,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4079044461250305,0.4069072306156158,0.4067089557647705,official_unified,0.1883831097562405,0.4339167399870947,0.48287932017905266,False
Weather,a7dg_abs004_t001_w02_d0999_wu1,96,0.1415651142597198,0.1814797520637512,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1413587778806686,0.1412898749113083,0.1412940472364425,a2_nested,0.14596644237074852,0.194804722266384,0.19184603214292828,False
Weather,a7dg_abs004_t001_w02_d0999_wu1,192,0.1828200072050094,0.2231528162956237,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1824371963739395,0.1823788732290268,0.1822764873504638,a3d_w03,0.20983156871434705,0.24187778341444588,0.29818429268968494,False
Weather,a7dg_abs004_t001_w02_d0999_wu1,336,0.2324097901582718,0.2635742127895355,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2317628264427185,0.2315524071455001,0.2316667139530182,a2_nested,0.27914904451391553,0.3702760093670543,0.32075225334455837,False
Weather,a7dg_abs004_t001_w02_d0999_wu1,720,0.3042419552803039,0.3146605789661407,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3033995926380157,0.3035028874874115,0.3033372759819031,a2_nested,0.27764132277303677,0.24351260675339326,0.29824204607640237,False
ETTh2,a7dg_ratio008_t002_w02_d0999_wu1,96,0.2381881773471832,0.3118676841259002,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-1.6013860046964146,-1.8846848707089858,-0.9462217559988106,True
ETTh2,a7dg_ratio008_t002_w02_d0999_wu1,192,0.276477038860321,0.3419676125049591,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-2.2378265569553135,-2.3144359358725053,-0.2720713575370848,True
ETTh2,a7dg_ratio008_t002_w02_d0999_wu1,336,0.3046442866325378,0.3673246204853058,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-2.622509838805831,-2.3953148984228845,0.6755652099576404,False
ETTh2,a7dg_ratio008_t002_w02_d0999_wu1,720,0.3894025981426239,0.4281861186027527,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-1.2102519730832317,-1.0612033063843729,1.3274516774243406,False
ETTm1,a7dg_ratio008_t002_w02_d0999_wu1,96,0.2764534950256347,0.332761287689209,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2730823159217834,0.2741679549217224,0.2705991566181183,a3c_warm,1.234491912254354,0.8336277317912089,2.163472525444088,False
ETTm1,a7dg_ratio008_t002_w02_d0999_wu1,192,0.3115328252315521,0.3538939654827118,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3093577325344085,0.310008555650711,0.3081844747066498,a3c_warm,0.7030995085606007,0.49168629479972026,1.0864760556447584,False
ETTm1,a7dg_ratio008_t002_w02_d0999_wu1,336,0.3489581346511841,0.3746290206909179,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3471782207489013,0.3477792739868164,0.3466947674751282,a3c_warm,0.5126801728643215,0.33896806179782857,0.6528414583638842,False
ETTm1,a7dg_ratio008_t002_w02_d0999_wu1,720,0.408738911151886,0.405877023935318,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.4079044461250305,0.4069072306156158,0.4067089557647705,official_unified,0.2045736531637754,0.4501469618760634,0.4991174544701993,False
Weather,a7dg_ratio008_t002_w02_d0999_wu1,96,0.1418009102344513,0.1817806512117386,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1413587778806686,0.1412898749113083,0.1412940472364425,a2_nested,0.31277318636406815,0.3616928130651953,0.35872919484045696,False
Weather,a7dg_ratio008_t002_w02_d0999_wu1,192,0.1832315325736999,0.2235300838947296,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.1824371963739395,0.1823788732290268,0.1822764873504638,a3d_w03,0.4354025470399536,0.467520897336815,0.5239541518044621,False
Weather,a7dg_ratio008_t002_w02_d0999_wu1,336,0.2330199778079986,0.2639751732349396,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2317628264427185,0.2315524071455001,0.2316667139530182,a2_nested,0.5424301146891741,0.6337963317204265,0.5841425519830468,False
Weather,a7dg_ratio008_t002_w02_d0999_wu1,720,0.3049061000347137,0.3150050640106201,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3033995926380157,0.3035028874874115,0.3033372759819031,a2_nested,0.49654232677083243,0.46233910949542434,0.517188020408077,False
ETTh2,a7dg_ratio010_t002_w02_d0999_wu1,96,0.2381480932235717,0.3118112981319427,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2420645654201507,0.2427635043859481,0.2404634952545166,a3e_best,-1.6179452741384104,-1.9011964644565227,-0.9628912814787949,True
ETTh2,a7dg_ratio010_t002_w02_d0999_wu1,192,0.2764401733875274,0.3419074118137359,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.2828057408332824,0.2830275297164917,0.2772313058376312,h1_target_set,-2.250862173801338,-2.327461337617165,-0.2853690883551141,True
ETTh2,a7dg_ratio010_t002_w02_d0999_wu1,336,0.3046170473098755,0.3672764599323272,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3128487765789032,0.3121205568313598,0.3026000261306762,a3d_w03,-2.6312167044551638,-2.404042078375024,0.6665634517586616,False
ETTh2,a7dg_ratio010_t002_w02_d0999_wu1,720,0.3893004953861236,0.4280998706817627,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.3941730856895447,0.3935792744159698,0.3843011856079101,a3d_w03,-1.2361549989891474,-1.0871454133847491,1.3008832565284179,False
