dataset,variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,horizon_count,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,last_train_self_teacher_l1,last_train_self_teacher_gate,last_train_weighted_self_teacher_l1,source_path
ETTh2,a7dg_abs004_t001_w02_d0999_wu1,0.30207112804055214,-1.9510876319297403,-1.9470051969286724,0.16240052628638257,2,4,1,10,0.5051147502608004,0.423269473016262,0.423269473016262,0.4394094794988632,3.81317517835289,0.061995913002607,0.8778692541924198,0.0550558265191461,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a7dg_ratio010_t002_w02_d0999_wu1,0.30212645232677454,-1.9340447878460147,-1.929961323458365,0.17979658461329262,2,4,1,10,0.5056386338134783,0.423269473016262,0.423269473016262,0.4394203349947929,3.815739855614475,0.0612291776270201,0.9192542614398804,0.0567218205001436,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTh2,a7dg_ratio008_t002_w02_d0999_wu1,0.3021780252456665,-1.9179935933851977,-1.9139097528471871,0.19618094346152137,2,4,1,10,0.5061632223361361,0.423269473016262,0.423269473016262,0.4394964203238487,3.833715479633293,0.0606255818619928,0.963650267208572,0.0586422880270839,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a7dg_abs004_t001_w02_d0999_wu1,0.33596386015415186,0.5111797953800179,0.3765169841440208,0.9470021987637633,0,4,9,10,0.500834372052815,0.6221131980419159,0.602636992931366,0.6030775159597397,0.0730992344547099,0.0318910774817999,0.3093737090531463,0.0099566926695154,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a7dg_ratio010_t002_w02_d0999_wu1,0.3360044062137604,0.5252854514727123,0.39057395041871557,0.9612036071119101,0,4,9,10,0.5009049490151718,0.6221131980419159,0.6026675775647163,0.6031170785427094,0.0745852265372271,0.0314775059776359,0.3114040044628975,0.0098914438179913,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
ETTm1,a7dg_ratio008_t002_w02_d0999_wu1,0.33642084151506424,0.6637113117107629,0.5286072625662053,1.1004768734807324,0,4,9,10,0.5017853547822555,0.6221131980419159,0.6029654741287231,0.6033698245882988,0.0670603006183601,0.0279149065103425,0.4297259369411984,0.012082203315179,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a7dg_abs004_t001_w02_d0999_wu1,0.2152592167258262,0.22814709459301197,0.26261778045031936,0.2772561560633935,0,4,5,10,0.3792637584441836,0.4995764717459678,0.4892003759741783,0.4911040887236595,0.3891478508556423,0.0273032401342092,0.2205754318661207,0.0060707872831397,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a7dg_ratio010_t002_w02_d0999_wu1,0.21541587635874745,0.2981161002929389,0.33261096967469594,0.34725870977063145,0,4,5,10,0.3795822879521425,0.4995764717459678,0.4893277361989021,0.4912462085485458,0.39206286660682377,0.0264457439085878,0.2725222770272609,0.0072680140550446,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
Weather,a7dg_ratio008_t002_w02_d0999_wu1,0.21573963016271586,0.4467870437160071,0.4813372879044653,0.4960034797590107,0,4,5,10,0.3805272680596324,0.4995764717459678,0.4895811975002289,0.491392470896244,0.36996383955580914,0.0249963998424716,0.4463757571061595,0.0112251508480865,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/training_log.csv
