variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,horizon_count,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,ema_decay,ema_eval,self_teacher_decay,self_teacher_loss_weight,self_teacher_warmup_epochs,self_teacher_gate_mode,self_teacher_gate_threshold,self_teacher_gate_temperature,last_train_self_teacher_l1,last_train_self_teacher_gate,last_train_weighted_self_teacher_l1,basis_operator_smoothness_weight,last_train_basis_operator_smoothness_loss,last_weighted_basis_operator_smoothness_loss,last_weighted_smoothness_to_train_loss,source_path
a7dg_abs004_t001_w02_d0999_wu1,0.2844314016401767,-0.4039202473189036,-0.4359568107781107,0.46221962703784647,2,12,1,10,0.46173762691926634,0.5149863809347153,0.5050356139739355,0.5111970280607542,1.4251407545544141,0.0,0,0.999,0.2,1,absolute,0.04,0.01,0.0403967435395387,0.46927279837056224,0.023694435490600404,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_abs004_t001_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a7dg_ratio010_t002_w02_d0999_wu1,0.28451557829976076,-0.3702144120267879,-0.4022588011216512,0.49608630049861135,2,12,1,10,0.4620419569269309,0.5149863809347153,0.5050882622599602,0.5112612073620161,1.4274626495861753,0.0,0,0.999,0.2,1,ratio,0.1,0.02,0.039717475837747936,0.5010601809766796,0.024627092791059832,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio010_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
a7dg_ratio008_t002_w02_d0999_wu1,0.2847794989744822,-0.2691650793194759,-0.3013217341255055,0.5975537655670882,2,12,1,10,0.46282528172600795,0.5149863809347153,0.5052720482150713,0.5114195719361305,1.423579873269154,0.0,0,0.999,0.2,1,ratio,0.08,0.02,0.03784562940493563,0.6132506537519767,0.02731654739678313,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a7dg_selective_self_teacher_gate_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a7dg_ratio008_t002_w02_d0999_wu1_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/training_log.csv
