epoch,train_loss,mse,mae
1,0.8109852964595213,0.6295267939567566,0.5564543604850769
2,0.7484815231824326,0.6434419751167297,0.5631974339485168
3,0.723499325372405,0.6511039137840271,0.5626409649848938
4,0.7077876289012068,0.6527508497238159,0.5620134472846985
5,0.691094472246655,0.7010030150413513,0.5762702822685242
6,0.6748675552465148,0.6854098439216614,0.5700573325157166
7,0.660768995345649,0.7251784205436707,0.5840186476707458
8,0.6455378618280766,0.7155149579048157,0.5782045722007751
9,0.6317342984474311,0.7024492621421814,0.5758740901947021
10,0.6187566089428077,0.7652012705802917,0.5951882600784302
11,0.60156506603047,0.7468215823173523,0.590157151222229
