dataset,horizon,candidate_mse,r3_mse,relative_mse_vs_r3_pct,candidate_wins_mse_vs_r3,candidate_mae,r3_mae,relative_mae_vs_r3_pct,candidate_wins_mae_vs_r3,is_observed_gap
ETTh2,96,0.3008274734020233,0.30479592084884644,-1.3020014952205172,True,0.35223621129989624,0.35886070132255554,-1.8459781185973356,True,False
ETTh2,720,0.41018369793891907,0.41047340631484985,-0.07057908538624647,True,0.4385845363140106,0.43929871916770935,-0.16257339767614676,True,False
ETTm1,96,0.29604339599609375,0.2986849546432495,-0.8843962864854893,True,0.3483846187591553,0.35228273272514343,-1.1065299555938046,True,True
ETTm1,720,0.4149050712585449,0.41729286313056946,-0.5722100910404038,True,0.4204433560371399,0.4242476224899292,-0.8967089622003988,True,False
Weather,96,0.1486189216375351,0.14802636206150055,0.4003067884545741,False,0.19628484547138214,0.19702932238578796,-0.3778508220964816,True,True
Weather,720,0.3188703954219818,0.3208470046520233,-0.6160597423015557,True,0.33206209540367126,0.3337559103965759,-0.507501122869114,True,False
