config,candidate_arm,baseline,comparison,dataset,target_horizon,status,candidate_mse,baseline_mse,relative_mse_pct,candidate_mae,baseline_mae,relative_mae_pct,candidate_wins_mse
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTh2,336,ok,0.3164600729942322,0.31609028577804565,0.11698784582268029,0.37395262718200684,0.37343132495880127,0.13959788276012297,False
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTh2,720,ok,0.4015378952026367,0.40095075964927673,0.14643582515558862,0.4334690272808075,0.4333471655845642,0.028121032262640178,False
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTm1,96,ok,0.2741909623146057,0.2746913731098175,-0.18217200982563186,0.33183690905570984,0.33236175775527954,-0.15791488861849334,True
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTm1,192,ok,0.3105483055114746,0.31090429425239563,-0.11450106913994951,0.3537096083164215,0.3541737198829651,-0.13104065617769445,True
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTm1,336,ok,0.3486526310443878,0.34916529059410095,-0.1468243160254734,0.3747764229774475,0.3754100799560547,-0.16879061390182581,True
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,ETTm1,720,ok,0.4088747799396515,0.4094148278236389,-0.13190726062810576,0.4060046374797821,0.40668970346450806,-0.16844930640977918,True
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,Weather,96,ok,0.14143246412277222,0.14134864509105682,0.05929949428336023,0.18167893588542938,0.18156342208385468,0.06362173627756373,False
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,Weather,192,ok,0.1826334148645401,0.18247704207897186,0.08569449821560493,0.223366379737854,0.22317837178707123,0.0842411158739731,False
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,Weather,336,ok,0.232025608420372,0.23195183277130127,0.03180645230920209,0.2638125717639923,0.26378199458122253,0.011591838487046147,False
l48_r32,stbo_shared,stbo_independent,l48_r32_stbo_shared_vs_stbo_independent,Weather,720,ok,0.30397331714630127,0.30398693680763245,-0.004480344278678938,0.31462085247039795,0.3148082494735718,-0.05952734831033979,True
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTh2,96,ok,0.248702734708786,0.24416223168373108,1.8596254603932216,0.31898149847984314,0.31473836302757263,1.3481468898339566,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTh2,192,ok,0.29121601581573486,0.2861934006214142,1.7549724009760626,0.35153359174728394,0.3473576307296753,1.2022079402247199,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTh2,336,ok,0.32164105772972107,0.31436556577682495,2.314341246286866,0.3778762221336365,0.37210166454315186,1.5518763125057067,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTh2,720,ok,0.4109322428703308,0.3950280547142029,4.026090796926907,0.43999314308166504,0.4309396743774414,2.100866836478388,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTm1,96,ok,0.2745465338230133,0.27276551723480225,0.6529478528907839,0.33156561851501465,0.33084431290626526,0.2180196487021835,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTm1,192,ok,0.3114936947822571,0.3091461658477783,0.7593589032686365,0.35380539298057556,0.35286661982536316,0.2660419270252845,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTm1,336,ok,0.34971684217453003,0.34693026542663574,0.8032094704875314,0.3748440742492676,0.3737157881259918,0.3019102106800453,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,ETTm1,720,ok,0.4100237488746643,0.40836983919143677,0.4050028979863507,0.40586739778518677,0.4053221046924591,0.13453327277608285,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,Weather,96,ok,0.14141464233398438,0.14136819541454315,0.03285528212695343,0.18169519305229187,0.18159954249858856,0.05267114244191795,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,Weather,192,ok,0.1823892891407013,0.18240033090114594,-0.006053585752885393,0.22311361134052277,0.22314205765724182,-0.012748074933843778,True
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,Weather,336,ok,0.23174941539764404,0.2316502183675766,0.0428219022483356,0.2635509967803955,0.26356613636016846,-0.0057441293415116945,False
l48_r32,stbo_bank4,a6_clean,l48_r32_stbo_bank4_vs_a6_clean,Weather,720,ok,0.30402714014053345,0.3030458390712738,0.32381275132071785,0.3147503733634949,0.3143439292907715,0.1292991640208907,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTh2,96,ok,0.248702734708786,0.24858586490154266,0.047013858688083054,0.31898149847984314,0.31912723183631897,-0.045666223981344345,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTh2,192,ok,0.29121601581573486,0.289305180311203,0.6604912855263656,0.35153359174728394,0.34963706135749817,0.5424283062048119,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTh2,336,ok,0.32164105772972107,0.31980228424072266,0.574971968497362,0.3778762221336365,0.3753042221069336,0.6853107093397037,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTh2,720,ok,0.4109322428703308,0.40735554695129395,0.8780280386029737,0.43999314308166504,0.43663063645362854,0.7701032285199361,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTm1,96,ok,0.2745465338230133,0.2749953866004944,-0.16322193002210605,0.33156561851501465,0.33192315697669983,-0.10771723941824796,True
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTm1,192,ok,0.3114936947822571,0.31107258796691895,0.13537252449351556,0.35380539298057556,0.3535393178462982,0.07526040834673342,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTm1,336,ok,0.34971684217453003,0.3490331470966339,0.19588256404392546,0.3748440742492676,0.37439239025115967,0.12064454563429639,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,ETTm1,720,ok,0.4100237488746643,0.40806812047958374,0.4792406701072949,0.40586739778518677,0.40516895055770874,0.17238419343748035,False
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,Weather,96,ok,0.14141464233398438,0.14153119921684265,-0.08235419716871029,0.18169519305229187,0.18180164694786072,-0.05855496765624357,True
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,Weather,192,ok,0.1823892891407013,0.18257436156272888,-0.1013682427496776,0.22311361134052277,0.22326938807964325,-0.06977075561515056,True
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,Weather,336,ok,0.23174941539764404,0.2322750985622406,-0.22631920849478515,0.2635509967803955,0.2637217044830322,-0.06473024394080262,True
l48_r32,stbo_bank4,stbo_dct,l48_r32_stbo_bank4_vs_stbo_dct,Weather,720,ok,0.30402714014053345,0.3045770823955536,-0.18055930232661055,0.3147503733634949,0.3148159980773926,-0.02084541900617687,True
l48_r32,stbo_bank4,stbo_independent,l48_r32_stbo_bank4_vs_stbo_independent,ETTh2,96,ok,0.248702734708786,0.24643005430698395,0.9222415700038455,0.31898149847984314,0.3166138827800751,0.7477927622689506,False
l48_r32,stbo_bank4,stbo_independent,l48_r32_stbo_bank4_vs_stbo_independent,ETTh2,192,ok,0.29121601581573486,0.2885763943195343,0.914704580194381,0.35153359174728394,0.34899604320526123,0.7270995162917293,False
l48_r32,stbo_bank4,stbo_independent,l48_r32_stbo_bank4_vs_stbo_independent,ETTh2,336,ok,0.32164105772972107,0.31609028577804565,1.7560716673125087,0.3778762221336365,0.37343132495880127,1.1902850344238214,False
