dataset,target_horizon,hierarchical_mse,reference_mse,mse_abs_diff,hierarchical_mae,reference_mae,mae_abs_diff
ETTm1,96,0.27276551723480225,0.27276551723480225,0.0,0.33084431290626526,0.33084431290626526,0.0
ETTm1,192,0.3091461658477783,0.3091461658477783,0.0,0.35286661982536316,0.35286661982536316,0.0
ETTm1,336,0.34693026542663574,0.34693026542663574,0.0,0.3737157881259918,0.3737157881259918,0.0
ETTm1,720,0.40836983919143677,0.40836983919143677,0.0,0.4053221046924591,0.4053221046924591,0.0
