dataset,seed,left_scope,right_scope,response_cosine,response_distance
ETTh1,2021,scale1,scale48,0.045625196680123575,1.3815750456054685
ETTh1,2021,scale1,scale144,0.057171271407306684,1.3731924326857423
ETTh1,2021,scale1,scale360,0.04737637617227353,1.3803069396534429
ETTh1,2021,scale1,scale720,0.05110642479146048,1.3776019564508026
ETTh1,2021,scale48,scale144,0.030572387873613507,1.3924278165322514
ETTh1,2021,scale48,scale360,0.042265253159137046,1.384004874876431
ETTh1,2021,scale48,scale720,0.05249567462917842,1.376593131880892
ETTh1,2021,scale144,scale360,0.060581082615211154,1.3707070565111927
ETTh1,2021,scale144,scale720,0.05567865642634882,1.374278969913788
ETTh1,2021,scale360,scale720,0.06289996817708436,1.3690142671447334
ETTh1,2022,scale1,scale48,0.03433535413627425,1.3897227391560707
ETTh1,2022,scale1,scale144,0.03937615441532929,1.3860907947062275
ETTh1,2022,scale1,scale360,0.03700074226282662,1.3878034858993353
ETTh1,2022,scale1,scale720,0.05089477545702902,1.3777555839429365
ETTh1,2022,scale48,scale144,0.0342470620588167,1.38978626985676
ETTh1,2022,scale48,scale360,0.052498226927678124,1.3765912778107536
ETTh1,2022,scale48,scale720,0.05170208023966934,1.3771695028284143
ETTh1,2022,scale144,scale360,0.048708333612763194,1.379341630189734
ETTh1,2022,scale144,scale720,0.06091766411695089,1.3704614813142681
ETTh1,2022,scale360,scale720,0.086251889051707,1.3518491860768291
ETTh1,2023,scale1,scale48,0.04016566663765428,1.3855210812992675
ETTh1,2023,scale1,scale144,0.05018511640654804,1.378270571109644
ETTh1,2023,scale1,scale360,0.05913257407700936,1.371763409573962
ETTh1,2023,scale1,scale720,0.08416504963391426,1.3533919981779747
ETTh1,2023,scale48,scale144,0.050228869536939495,1.3782388257940352
ETTh1,2023,scale48,scale360,0.049035718235037586,1.379104261297863
ETTh1,2023,scale48,scale720,0.05534349759759146,1.374522828040632
ETTh1,2023,scale144,scale360,0.06732849504875262,1.3657756074489302
ETTh1,2023,scale144,scale720,0.08726613443917977,1.3510987125749325
ETTh1,2023,scale360,scale720,0.09115040826998427,1.348220747303657
ETTh2,2021,scale1,scale48,0.08020544209902129,1.3563145342441616
ETTh2,2021,scale1,scale144,0.06544037266424813,1.3671573628048468
ETTh2,2021,scale1,scale360,0.0810154886591725,1.3557171617567045
ETTh2,2021,scale1,scale720,0.05585412383079291,1.37415128437098
ETTh2,2021,scale48,scale144,0.06628766529960348,1.3665374745687704
ETTh2,2021,scale48,scale360,0.09591204823865253,1.344684313704408
ETTh2,2021,scale48,scale720,0.07348788169936693,1.3612583283863742
ETTh2,2021,scale144,scale360,0.09002653396555214,1.3490540878959953
ETTh2,2021,scale144,scale720,0.0692165104775412,1.364392531145241
ETTh2,2021,scale360,scale720,0.08608416560950789,1.3519732500241948
ETTh2,2022,scale1,scale48,0.03791453126310404,1.387144886979652
ETTh2,2022,scale1,scale144,0.04043478129929952,1.3853268341447085
ETTh2,2022,scale1,scale360,0.06274094046740222,1.3691304244173363
ETTh2,2022,scale1,scale720,0.05799968898475158,1.3725890215321177
ETTh2,2022,scale48,scale144,0.0405916374618951,1.3852136026895672
ETTh2,2022,scale48,scale360,0.050347241167455536,1.3781529369649397
ETTh2,2022,scale48,scale720,0.05031306028692466,1.378177738691984
ETTh2,2022,scale144,scale360,0.06606200408909314,1.3667025981616534
ETTh2,2022,scale144,scale720,0.05374544153709652,1.3756849628188157
ETTh2,2022,scale360,scale720,0.08666655319946584,1.351542412801414
ETTh2,2023,scale1,scale48,0.06434475981515866,1.3679585082778214
ETTh2,2023,scale1,scale144,0.09538673910556253,1.3450749130769166
ETTh2,2023,scale1,scale360,0.09319485121838829,1.3467034928161516
ETTh2,2023,scale1,scale720,0.09775798548589824,1.343310846017482
ETTh2,2023,scale48,scale144,0.06862861539811499,1.3648233472518596
ETTh2,2023,scale48,scale360,0.09584450261892499,1.3447345443477494
ETTh2,2023,scale48,scale720,0.12280461432223654,1.3245341714563377
ETTh2,2023,scale144,scale360,0.10095200085944393,1.340931019210575
ETTh2,2023,scale144,scale720,0.11769192160018084,1.3283885564094708
ETTh2,2023,scale360,scale720,0.14748581620421766,1.3057673481870973
ETTm1,2021,scale1,scale48,0.15428312481360587,1.3005513255434358
ETTm1,2021,scale1,scale144,0.1597100487340175,1.2963718226388463
ETTm1,2021,scale1,scale360,0.17338394476150054,1.2857807396585932
ETTm1,2021,scale1,scale720,0.21186686747775743,1.2554944305111373
ETTm1,2021,scale48,scale144,0.13997285788469413,1.3115084003660107
ETTm1,2021,scale48,scale360,0.1707351636113409,1.287839148642919
ETTm1,2021,scale48,scale720,0.2068083274161041,1.2595171079297778
ETTm1,2021,scale144,scale360,0.18131441803868442,1.2795980477957254
ETTm1,2021,scale144,scale720,0.2158287879810608,1.252334789119059
ETTm1,2021,scale360,scale720,0.2880674644534109,1.193258174534404
ETTm1,2022,scale1,scale48,0.20688496645482293,1.2594562585061673
ETTm1,2022,scale1,scale144,0.213885972504839,1.2538851841338272
ETTm1,2022,scale1,scale360,0.25168700142849076,1.2233666650448747
ETTm1,2022,scale1,scale720,0.25767613669904466,1.2184612125964085
ETTm1,2022,scale48,scale144,0.22041262572352396,1.248669191000143
ETTm1,2022,scale48,scale360,0.22186886284504392,1.247502414550734
ETTm1,2022,scale48,scale720,0.260655327025939,1.2160137112500506
ETTm1,2022,scale144,scale360,0.25346183561378877,1.2219150251848212
ETTm1,2022,scale144,scale720,0.27938690489546125,1.2005108038702013
ETTm1,2022,scale360,scale720,0.36417422761981727,1.1276752833862969
ETTm1,2023,scale1,scale48,0.179158978359435,1.2812814067491693
ETTm1,2023,scale1,scale144,0.182240174256453,1.278874368922567
ETTm1,2023,scale1,scale360,0.21766454819185432,1.2508680600352269
ETTm1,2023,scale1,scale720,0.2305797914502381,1.2405000673516806
ETTm1,2023,scale48,scale144,0.18363987330558496,1.2777794228225896
ETTm1,2023,scale48,scale360,0.22347995018046024,1.2462102951103717
ETTm1,2023,scale48,scale720,0.21737287340974684,1.2511012162013537
ETTm1,2023,scale144,scale360,0.23799414343575453,1.2345086930145495
ETTm1,2023,scale144,scale720,0.244032079876926,1.229608002676523
ETTm1,2023,scale360,scale720,0.3223896294746241,1.164139485221059
ETTm2,2021,scale1,scale48,0.048402803103886706,1.3795631170019829
ETTm2,2021,scale1,scale144,0.03881735953043071,1.3864938805992395
ETTm2,2021,scale1,scale360,0.0649160477341127,1.3675408237167086
ETTm2,2021,scale1,scale720,0.056960302648798755,1.3733460578828638
ETTm2,2021,scale48,scale144,0.04779791646888138,1.3800015098043326
ETTm2,2021,scale48,scale360,0.060466175108394485,1.3707908847753587
ETTm2,2021,scale48,scale720,0.05391082142203515,1.375564741172123
ETTm2,2021,scale144,scale360,0.07328865884829568,1.361404672499477
ETTm2,2021,scale144,scale720,0.06094575385135524,1.3704409846094394
ETTm2,2021,scale360,scale720,0.11346593131456052,1.3315660469428015
ETTm2,2022,scale1,scale48,0.10621510975433511,1.3370002918815425
ETTm2,2022,scale1,scale144,0.09188058888724336,1.3476790501545661
ETTm2,2022,scale1,scale360,0.11988301921992336,1.3267380907926603
ETTm2,2022,scale1,scale720,0.09295368353441974,1.3468825609277004
ETTm2,2022,scale48,scale144,0.08226323037487115,1.3547964936662105
ETTm2,2022,scale48,scale360,0.10963318647842804,1.3344413164478774
ETTm2,2022,scale48,scale720,0.10478810590604842,1.3380671837347715
ETTm2,2022,scale144,scale360,0.12555132950213393,1.3224588239320467
ETTm2,2022,scale144,scale720,0.09860550120775961,1.3426797822207948
ETTm2,2022,scale360,scale720,0.14928404981237978,1.3043894741890707
ETTm2,2023,scale1,scale48,0.09183521659319922,1.3477127167217802
ETTm2,2023,scale1,scale144,0.0916620569834449,1.3478411946639375
ETTm2,2023,scale1,scale360,0.09476430810374387,1.345537581709449
ETTm2,2023,scale1,scale720,0.09106177852358396,1.3482864840058406
ETTm2,2023,scale48,scale144,0.08643669804487414,1.351712470871765
ETTm2,2023,scale48,scale360,0.09752996472137022,1.3434805806401742
ETTm2,2023,scale48,scale720,0.07481856190240552,1.3602804402751623
ETTm2,2023,scale144,scale360,0.08899066291852965,1.3498217193996178
ETTm2,2023,scale144,scale720,0.08493287072535889,1.3528245483244612
ETTm2,2023,scale360,scale720,0.1412568413817906,1.3105290218978054
Weather,2021,scale1,scale48,0.2654065528098998,1.212100199810313
Weather,2021,scale1,scale144,0.30909403116052864,1.1755049713544146
Weather,2021,scale1,scale360,0.35870614723533567,1.1325138875657679
Weather,2021,scale1,scale720,0.3150687995021084,1.1704112102145052
Weather,2021,scale48,scale144,0.25646019485997307,1.2194587366040943
Weather,2021,scale48,scale360,0.31879998060174686,1.1672189335323973
Weather,2021,scale48,scale720,0.3083531719065888,1.1761350501480783
Weather,2021,scale144,scale360,0.3907638018727757,1.1038443713922939
Weather,2021,scale144,scale720,0.3450588404004101,1.1445009039748197
Weather,2021,scale360,scale720,0.4584456607950758,1.040725073403081
Weather,2022,scale1,scale48,0.277738110369898,1.201883429979881
Weather,2022,scale1,scale144,0.25646568708845574,1.2194542327709919
Weather,2022,scale1,scale360,0.34788646560626774,1.1420276129706604
Weather,2022,scale1,scale720,0.3181798060526182,1.1677501393255165
Weather,2022,scale48,scale144,0.27445538103558337,1.2046116544052001
Weather,2022,scale48,scale360,0.32370216494499193,1.1630114660268902
Weather,2022,scale48,scale720,0.3116950800676626,1.1732901771789768
Weather,2022,scale144,scale360,0.32133207673897207,1.1650475726433047
Weather,2022,scale144,scale720,0.29257201363172336,1.1894771846221153
Weather,2022,scale360,scale720,0.41655350183067064,1.0802282149336124
Weather,2023,scale1,scale48,0.26668727571563,1.2110431241573274
Weather,2023,scale1,scale144,0.3109627093588761,1.173914213766171
Weather,2023,scale1,scale360,0.33365319950430344,1.154423492913841
Weather,2023,scale1,scale720,0.35409538540646446,1.1365778588319724
Weather,2023,scale48,scale144,0.27480706750576883,1.204319668936974
Weather,2023,scale48,scale360,0.28840746264875927,1.1929732078728683
Weather,2023,scale48,scale720,0.28861482719391146,1.192799373579722
Weather,2023,scale144,scale360,0.32241371374045413,1.1641187965663522
Weather,2023,scale144,scale720,0.35032041735233066,1.1398943658494582
Weather,2023,scale360,scale720,0.4256920367347195,1.0717350076070862
