variant,mean_mse,mean_relative_mse_vs_a6_lbf_r256_pct,mean_relative_mse_vs_a6_der_pct,mean_relative_mse_vs_best_stage_control_pct,wins_vs_best_stage_control,best_epoch,last_epoch,last_train_loss,first_val_mean_mse,best_val_mean_mse,last_val_mean_mse,last_vs_best_val_mse_pct,ema_decay,ema_eval,self_teacher_decay,self_teacher_loss_weight,self_teacher_warmup_epochs,self_teacher_gate_mode,self_teacher_gate_threshold,self_teacher_gate_temperature,last_train_self_teacher_l1,last_train_self_teacher_gate,last_train_weighted_self_teacher_l1,basis_operator_smoothness_weight,last_train_basis_operator_smoothness_loss,last_weighted_basis_operator_smoothness_loss,last_weighted_smoothness_to_train_loss,source_path
a6st_w02_d0999_wu1,0.27705624513328075,0.951463492920554,0.9005579420684445,1.1959327175414618,0,5,10,0.4439390806592025,0.5608448348939419,0.5479658097028732,0.5486544258892536,0.1404704427311887,0.0,0,0.999,0.2,1,none,0.0,1.0,0.01953268756755775,1.0,0.01953268756755775,0.0,0.0,0.0,0.0,analysis/phase5_timealign_hss_a6st_cross_dataset_sanity_20260704/raw/official-last/TimeAlignOfficialUnified720_A6S_a6st_w02_d0999_wu1_official-last/ETTm1/mixed_h96_h192_h336_h720/seed2021/training_log.csv
