scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.18107382953166962,0.25744616985321045,4.261546611785889
1-96,0.35922759771347046,0.4792298972606659,4.261546611785889
97-192,0.2745308578014374,0.42183172702789307,2.4968791007995605
193-336,0.0,0.0,0.0
