dataset,label_capture_dct_rank144,label_capture_block_rank144,label_capture_random_rank144,label_structured_advantage,label_structure_pass,residual_capture_dct_rank144,residual_capture_block_rank144,residual_capture_random_rank144,residual_structured_advantage,residual_structure_pass,full_hidden_coarse_mid_r2,shuffled_coarse_mid_r2,raw_history_coarse_mid_r2,full_vs_shuffled_r2_gain,full_vs_raw_r2_retention,linear_probe_pass,frozen_decoder_r2_vs_zero_deviation,frozen_decoder_shuffle_relative_increase,frozen_decoder_collapse_relative_increase,frozen_decoder_ordered_memory_effect,forward_reconstruction_max_abs,encoder_sufficiency_pass,learned_basis_label_capture_rank256,dct_label_capture_rank256,learned_basis_residual_capture_rank256,basis_effective_rank,basis_column_entropy,basis_support_90_fraction,parseval_max_relative_gap,parseval_min_gradient_cosine,parseval_pass,raw_measure_gradient_separation,raw_uniform_h_gradient_separation,raw_log_uniform_h_gradient_separation,raw_benchmark_h_gradient_separation,measure_gradient_pass,projected_excess_gradient_separation,projected_uniform_h_gradient_separation,projected_log_uniform_h_gradient_separation,projected_benchmark_h_gradient_separation,projected_separation_pass
Weather,0.861325509423259,0.8500552253450976,0.20135158464161107,0.659973924781648,True,0.8103757322463352,0.7962541481693964,0.19891729190968563,0.6114584403366495,True,0.13893401166349795,-0.06138472654454061,0.014050317239897494,0.20031873820803855,9.888318483584044,True,0.2164206939926823,0.3799549395011914,0.24475779819175703,0.3799549395011914,0.0,True,0.8150781701840208,0.9028700527122687,0.7478213451365598,189.91205851236978,0.8894842068354288,0.4459056754906972,1.3107760141359328e-07,1.0000070333480835,True,0.41765648788876003,0.2063977320988973,0.7890408635139465,0.2575308680534363,True,0.12354086505042182,0.010156353314717611,0.35938618580500287,0.0010800560315450032,True
ETTm1,0.9658113100643139,0.9493074023623215,0.2012282180375253,0.7645830920267885,True,0.9457088698310709,0.9316413103745657,0.19949003529459577,0.7462188345364752,True,0.3077035258001392,-0.20306788883750604,0.20006971875310053,0.5107714146376452,1.5379814982389515,True,0.33388812668554163,0.6833759208227391,0.5152574135386659,0.6833759208227391,0.0,True,0.8198974454574071,0.9776975115955757,0.7358525994737017,210.25420125325522,0.8893627723058065,0.4459002415339152,1.0392298170830815e-07,1.000003457069397,True,0.3417012294133504,0.18908063570658365,0.6223018566767374,0.21372119585673013,True,0.10151590903600057,0.011740267276763916,0.2895062764485677,0.0033011833826700845,True
ETTh2,0.9637595849551794,0.9536760719386396,0.1981086998364061,0.7656508851187733,True,0.9415993917225295,0.932670669918006,0.20063548011106383,0.7409639116114657,True,-0.9500458784664995,-0.9689485523507358,-1.28144231008001,0.018902673884236387,nan,False,0.2284119143045906,0.36027904302595376,0.2537611160015389,0.36027904302595376,0.0,True,0.7818958724955271,0.9755681505804491,0.7201090836806827,211.9083048502604,0.8891838987668356,0.4454210003217061,1.429441550063546e-07,1.0000033378601074,True,0.3898443496889538,0.1354005734125773,0.827896331747373,0.20623614390691122,True,0.13875729507870144,0.006567418575286865,0.4059206446011861,0.0037838220596313477,True
