scope,residual_mse,residual_mae,raw_residual_mae,residual_to_base_mae_ratio,residual_to_prediction_mae_ratio,mean_gate,max_gate,coefficient_l2,residual_norm_smoothness
all,6.50887272968248e-08,0.00016943590890150517,0.009447631426155567,0.0002293834841111675,0.00022938069014344364,0.01792898215353489,0.018142638728022575,0.08334976434707642,3.5514575221634592e-12
1-96,6.50887272968248e-08,0.00016943590890150517,0.009447631426155567,0.0002293834841111675,0.00022938069014344364,0.01792898215353489,0.018142638728022575,0.08334976434707642,3.5514575221634592e-12
