epoch,train_loss,train_mse_loss,train_residual_loss,train_smoothness_loss,mse,mae
1,0.2872396515388238,0.2872396515388238,1.6290462016937497e-07,4.2443832789248365e-08,0.38842764496803284,0.4182826578617096
2,0.2500722188138424,0.2500722188138424,1.7142143896845632e-07,7.019010309313475e-08,0.3866693377494812,0.4148959815502167
3,0.2388078401747503,0.2388078401747503,2.543427872858912e-07,1.197286386591951e-07,0.38701632618904114,0.4161292016506195
4,0.23148598561161443,0.23148598561161443,2.1284483928401388e-07,1.1079597039998363e-07,0.37562185525894165,0.40739670395851135
5,0.22523359943153268,0.22523359943153268,1.7773639861805939e-07,1.0351043838270864e-07,0.3843585252761841,0.41388487815856934
6,0.2195145352778578,0.2195145352778578,1.6970626260995472e-07,1.097809099365647e-07,0.3947192430496216,0.42100784182548523
7,0.21393543935583947,0.21393543935583947,1.9964356760252635e-07,1.4313707873105713e-07,0.39575624465942383,0.42011016607284546
8,0.20792892575263977,0.20792892575263977,3.0384020956040003e-07,1.7711874954164713e-07,0.4092877209186554,0.42878270149230957
9,0.2027084172556275,0.2027084172556275,4.623221164030455e-07,2.1711835641649726e-07,0.4426429867744446,0.44540098309516907
10,0.19749215256450767,0.19749215256450767,5.730082755218248e-07,2.450824202830169e-07,0.42320960760116577,0.4360773265361786
11,0.19216400284068028,0.19216400284068028,9.507268184546077e-07,3.1112226122716433e-07,0.45383238792419434,0.4463796615600586
12,0.1880984696230494,0.1880984696230494,1.361907166490272e-06,3.6305585275630435e-07,0.4465121328830719,0.4449656903743744
13,0.18371764744134775,0.18371764744134775,1.7125036187711597e-06,4.3780172264082226e-07,0.49124863743782043,0.46711570024490356
14,0.17965074286873178,0.17965074286873178,1.788800074494186e-06,4.4853580050130404e-07,0.4751085638999939,0.4583755433559418
