scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.7525357007980347,0.41786861419677734,19.957387924194336,2.953789234161377,11.917427062988281
segment_0,0.7029727697372437,0.4058229327201843,26.252290725708008,1.005884051322937,11.917427062988281
segment_1,0.8580062985420227,0.3876439929008484,23.999374389648438,1.2273054122924805,11.917427062988281
segment_2,0.6642900109291077,0.44877633452415466,17.83860206604004,1.728948712348938,11.917427062988281
segment_3,0.8532509803771973,0.38469067215919495,23.111299514770508,1.1175994873046875,11.917427062988281
segment_4,0.6706991791725159,0.44680723547935486,19.863798141479492,1.3797422647476196,11.917427062988281
segment_5,0.8486840724945068,0.3849479556083679,21.831960678100586,1.1272152662277222,11.917427062988281
segment_6,0.6629843711853027,0.45148777961730957,18.121395111083984,1.4496933221817017,11.917427062988281
segment_7,0.8436181545257568,0.3863578736782074,20.038042068481445,1.150592565536499,11.917427062988281
segment_8,0.6643598675727844,0.44953396916389465,17.79239273071289,1.4484047889709473,11.917427062988281
segment_9,0.8447926044464111,0.38795652985572815,19.60577964782715,1.2192050218582153,11.917427062988281
segment_10,0.6624128222465515,0.4489016830921173,17.09710121154785,1.457336664199829,11.917427062988281
segment_11,0.844950795173645,0.3897281587123871,19.476055145263672,1.2373692989349365,11.917427062988281
segment_12,0.6610464453697205,0.45291006565093994,17.082704544067383,1.4697675704956055,11.917427062988281
segment_13,0.8465396165847778,0.3891468048095703,19.564685821533203,1.245808482170105,11.917427062988281
segment_14,0.6594276428222656,0.45331689715385437,17.68533706665039,1.5688748359680176,11.917427062988281
