epoch,train_loss,mse,mae
1,0.5047464268937917,0.48387783765792847,0.3339235484600067
2,0.47142353611932675,0.47701749205589294,0.33318352699279785
3,0.46421716540632113,0.48403263092041016,0.33315593004226685
4,0.45761686017815495,0.4798547923564911,0.3277875483036041
5,0.4530385071542901,0.4715353548526764,0.32357820868492126
6,0.4483993700902227,0.47511860728263855,0.3245435059070587
7,0.44554717419013173,0.4646148383617401,0.3303646445274353
8,0.4405900209512509,0.47237810492515564,0.33237603306770325
9,0.4355850083307481,0.4872482419013977,0.343197762966156
10,0.4304252497746911,0.48135852813720703,0.33640503883361816
11,0.42543393940153257,0.49786585569381714,0.3472534716129303
12,0.4200303910273901,0.4930976629257202,0.3444533348083496
13,0.4147526207314411,0.508243978023529,0.35038501024246216
14,0.4090827197151285,0.5218140482902527,0.35248738527297974
15,0.40363514066581996,0.5207563042640686,0.35621386766433716
16,0.39789570784065087,0.5203247666358948,0.36026957631111145
17,0.39210240060174967,0.5184735059738159,0.35786399245262146
