dataset,carrier,seed,train_selected_arm,carrier_skill_relative_gain,prediction_disagreement_min,prediction_disagreement_median,prediction_disagreement_max,crossing,crossing_pairs,canonical_oracle_relative_gain,validation_best_fixed_arm,oracle_vs_validation_best_fixed_gain,validation_bin_policy_vs_fixed_gain,sample_oracle_vs_validation_bin_policy_gain,canonical_vs_random_oracle_relative_gain,a6_lbf_h720_mse,train_selected_vs_a6_lbf_h720_gain,validation_best_vs_a6_lbf_h720_gain,maximum_parameter_relative_gap,severe_degradation,invariants_pass
ETTh1,neutral_raw,2021,c_s360,0.43653470739018607,0.034079943954277506,0.12403234697763957,0.19136418051017,True,s1_vs_s48;s1_vs_s144;s1_vs_s360;s1_vs_s720;s48_vs_s144;s48_vs_s360;s48_vs_s720;s144_vs_s720;s360_vs_s720,0.11233609657863103,c_s720,0.11157579886950089,0.007872241391472586,0.10452641464590604,0.006578985305221408,,,,0.0014710972654897888,False,True
ETTh2,neutral_raw,2021,c_s720,0.14848540018576586,0.0992691905343355,0.190753542122018,0.3129526295216158,True,s48_vs_s144;s48_vs_s360;s48_vs_s720;s144_vs_s360;s144_vs_s720;s360_vs_s720,0.06352058759626801,c_s48,0.06045579054769755,0.003950170645646674,0.05672971194491166,0.007026430883979965,,,,0.0014710972654897888,False,True
ETTm1,neutral_raw,2021,c_s360,0.5105002287591971,0.0560526524315767,0.11384358225686823,0.18002368388934378,True,s1_vs_s144;s1_vs_s360;s1_vs_s720;s48_vs_s144;s144_vs_s360,0.0533832178889668,c_s48,0.045905768712300565,0.0008913637724065087,0.045054564946869234,0.007103214886308221,,,,0.0014710972654897888,False,True
ETTm2,neutral_raw,2021,c_s48,0.3073742707028473,0.08313139046430502,0.2605106802129642,0.3471708736777228,True,s1_vs_s48;s48_vs_s144,0.10039027813700276,c_s720,0.07933979011257575,1.1816959482204975e-16,0.07933979011257564,0.018777630727124975,,,,0.0014710972654897888,False,True
Weather,neutral_raw,2021,c_s360,0.515834445341101,0.04968410402259609,0.0932895398170775,0.15754355981498597,True,s48_vs_s144;s48_vs_s360;s48_vs_s720,0.05413577059197379,c_s720,0.052610711904197985,0.0005148181151838645,0.05212272751335078,0.005239727892593277,,,,0.0014710972654897888,False,True
