origin,channel,eligible,score,mean_nchpd,disagreement_percentile,min_gain,uvhf_corr720,target_std_scaled,uvhf_common96_mse,dlinear_mse_h96,uvhf_mse_h96,relative_gain_h96,dlinear_common96_mse_h96,dlinear_mse_h192,uvhf_mse_h192,relative_gain_h192,dlinear_common96_mse_h192,dlinear_mse_h336,uvhf_mse_h336,relative_gain_h336,dlinear_common96_mse_h336,dlinear_mse_h720,uvhf_mse_h720,relative_gain_h720,dlinear_common96_mse_h720,mean_range96,q25_range96,visibility96,persistent_fraction96,mean_sorted_gap96,accuracy_eligible
10,0,False,-0.134768474976261,0.0594236436484765,0.9588153632577512,-2.470685201461707,0.2702940383337544,0.5924431537305562,0.269461081724467,0.1457018016191787,0.269461081724467,-0.8494011654623062,0.1457018016191787,0.1826366903250823,0.1925805997798326,-0.0544463953932297,0.1214518642330415,0.1668318646488697,0.2441754963182129,-0.4636022730557378,0.1430599099038936,0.2319795415399769,0.8051279618646693,-2.470685201461707,0.1170345260263851,1.1867593605342819,0.8877339932253108,0.05133042408483057,0.010416666666666666,0.3955864535114273,False
11,0,False,-0.1821408726428095,0.0572506115986182,0.940305414160111,-2.604039481371095,0.2891826468846346,0.592706632606418,0.2744511026127945,0.1329013666782929,0.2744511026127945,-1.065073591584225,0.1329013666782929,0.2117677407953968,0.1941545139889104,0.0831723790428673,0.1096747672101981,0.1795732765986893,0.2552449094660193,-0.4213969600635012,0.1384724021538925,0.2295286949675181,0.8272304787705186,-2.604039481371095,0.1199155240133667,1.0927164277181518,0.755693345134091,0.04726282303261731,0.0,0.36423880923938395,False
12,0,False,-0.1974001969987265,0.0582450091070126,0.948172142526608,-2.6647214115377937,0.2793015519930755,0.594552730512304,0.2756806312304898,0.1343511695781929,0.2756806312304898,-1.0519406872006618,0.1343511695781929,0.2115163146165234,0.1996167544310794,0.0562583562739247,0.1094551923920281,0.1754570491311117,0.2570390112459598,-0.4649682786690738,0.1402666230298956,0.2254236816349752,0.8261149927553728,-2.6647214115377937,0.1262406877192799,1.140213187427971,0.7967851865227544,0.04931718122825244,0.010416666666666666,0.3800710624759904,False
13,0,False,-0.1576500968726563,0.0590898110383441,0.956038870893105,-2.5466285140550857,0.2831902189731684,0.5969950202025848,0.2535546620103631,0.1099169990392728,0.2535546620103631,-1.306782974667723,0.1099169990392728,0.2069237597058537,0.189282048660546,0.0852570583019842,0.0921404803985371,0.1681619487435832,0.2345747931800824,-0.3949338416490804,0.1124202012300235,0.2216777681948858,0.7862086936120757,-2.5466285140550857,0.1019047007920658,1.1396689872045158,0.8539650279082593,0.04929364315542491,0.0,0.3798896624015053,False
14,0,False,-0.1178430059027438,0.0590910953913061,0.956501619620546,-2.390444201640872,0.2103944477924468,0.5991626741183345,0.2069081007816816,0.1125433793402901,0.2069081007816816,-0.838474213183763,0.1125433793402901,0.2116442477025909,0.1697253830409956,0.1980628583891448,0.0987745607348019,0.1740714216082701,0.2063086743313436,-0.1851955503392173,0.1180039380988834,0.2226793848862858,0.754982029312664,-2.390444201640872,0.1043677424907548,1.149030396201939,0.8318542457162721,0.04969854840399438,0.010416666666666666,0.383010132067313,False
15,0,False,-0.1466078469838996,0.0568897934881822,0.9366034243405832,-2.473305524612466,0.2708209822954866,0.6001360128396356,0.2645040925594084,0.1161198082642932,0.2645040925594084,-1.277855057746795,0.1161198082642932,0.2057925141446849,0.1945486705861802,0.0546367957320331,0.102451662509515,0.1696482935699304,0.2344691229017853,-0.3820894862413408,0.1179259808356444,0.2293162851881207,0.7964855202275075,-2.473305524612466,0.1022740902791791,1.1301651647301654,0.8315841064497249,0.04888257815416321,0.0,0.3767217215767218,False
16,0,False,-0.1927402866313325,0.0547059995587915,0.923183711244794,-2.5783907960309516,0.1918509655555587,0.6015953426167749,0.2588552092737622,0.1349310467023536,0.2588552092737622,-0.9184258597265214,0.1349310467023536,0.1970484273248577,0.1890409862300968,0.0406369195809908,0.1210543987677015,0.1691251706896823,0.2357136961537003,-0.3937233304331575,0.1399158233923602,0.2361840551523113,0.8451588491262976,-2.5783907960309516,0.1195397977537465,1.0984075464936693,0.7254689651038291,0.047508978698187904,0.0,0.36613584883122313,False
17,0,False,-0.1391647186622621,0.0581307670411964,0.9477093937991672,-2.447031273036081,0.2108996634897855,0.6031036181445896,0.2679598523561246,0.1485956181774198,0.2679598523561246,-0.803282328528601,0.1485956181774198,0.1895974449010998,0.1959459343908291,-0.0334840455948171,0.1359087997218255,0.1714503242729028,0.24129637857634,-0.407383623213573,0.1435067878748856,0.2495107681483468,0.8600714207666064,-2.447031273036081,0.1244746110502455,1.1943524310161435,0.8428843355841309,0.05165884410063267,0.010416666666666666,0.3981174770053812,False
18,0,False,-0.1409922921642373,0.0521227362683959,0.9005090236001851,-2.371873598316022,0.2031527553047666,0.6033689240342462,0.2707776260797531,0.1832338039770753,0.2707776260797531,-0.4777711328507406,0.1832338039770753,0.1899135699324527,0.2011467916969152,-0.0591491264603041,0.1717905780841988,0.1687532138471258,0.2468041120798453,-0.4625150327710268,0.1752382914328588,0.2570695661310366,0.8668060829677972,-2.371873598316022,0.1491156470233736,1.125005533932839,0.8364220126688338,0.04865941072380169,0.0,0.3750018446442797,False
19,0,False,-0.1418656959609381,0.0513103127013891,0.8917167977788061,-2.3537775011463182,0.1840915549355422,0.6037989265661597,0.2599505273292741,0.1730262810066749,0.2599505273292741,-0.5023759732733653,0.1730262810066749,0.1888493688061286,0.1983594925800324,-0.0503582502500539,0.161705086265253,0.1720944184860091,0.2468339002000469,-0.4342934673393481,0.170177116657633,0.2606265485490586,0.8740834547252515,-2.3537775011463182,0.1396108343313122,1.091975309333622,0.8307269786904499,0.04723076773797202,0.0,0.363991769777874,False
20,0,False,-0.2062319201522958,0.0486357677173579,0.8482184173993521,-2.4988266131129224,0.1930685508190478,0.6047471112219392,0.2441979391165486,0.1461476542516632,0.2441979391165486,-0.6708987931892825,0.1461476542516632,0.1881769140777891,0.1910182300444064,-0.0150991739902945,0.136418795934715,0.1654541792076029,0.2388709790568983,-0.4437288934066512,0.1430441431984881,0.2454891454472896,0.8589239553213261,-2.4988266131129224,0.1193537111539067,1.0360386081113027,0.8702675823196842,0.04481136015532993,0.0,0.34534620270376754,False
21,0,False,-0.1363764680920534,0.0493910368347156,0.8648773715872281,-2.284741751791054,0.1660737165164874,0.6055763963796826,0.2178650679055241,0.1570257002087158,0.2178650679055241,-0.3874484725490268,0.1570257002087158,0.1930423269479829,0.178163944548103,0.0770731612859654,0.1443301731056697,0.1727633903531623,0.2208612544911066,-0.2784031040350778,0.1621075777015673,0.250391221055549,0.8224704980831054,-2.284741751791054,0.1353608921957158,1.0054690382356015,0.7592870537284284,0.04348914687604797,0.0,0.33515634607853384,False
22,0,False,-0.1725772553373659,0.0487207087266835,0.8509949097639982,-2.3755168681255787,0.1458035021830858,0.606854772267276,0.2236553594114718,0.1508477865650762,0.2236553594114718,-0.4826558911090564,0.1508477865650762,0.1863153860568876,0.1819669234982069,0.0233392563583181,0.1393617620149995,0.1689042295491712,0.2262288338168236,-0.3393911710835171,0.1491093643186315,0.2487736976051485,0.8397398126121509,-2.3755168681255787,0.1224147839391706,1.0184263713066977,0.8006845339529605,0.04404958517859343,0.0,0.33947545710223254,False
23,0,False,-0.1575323117467354,0.0639649247122366,0.977325312355391,-2.5387548128679156,0.1543147593594376,0.6074136672059364,0.2775360429137344,0.1943228059849563,0.2775360429137344,-0.4282216722170022,0.1943228059849563,0.1895744304049465,0.2053996176530664,-0.0834774352971339,0.1830186344134492,0.1709896526979997,0.2632839312452499,-0.5397652845711043,0.1740964153835524,0.267702906799237,0.9473349498545308,-2.5387548128679156,0.1439916685321015,1.3265893485189981,0.8595625937708746,0.057378434171560286,0.010416666666666666,0.4421964495063327,False
24,0,False,-0.1221406012199479,0.0578215095096282,0.945395650161962,-2.3821619222120054,0.1981015036267265,0.6078066098231917,0.2738730179438414,0.2062001892661973,0.2738730179438414,-0.3281899445314322,0.2062001892661973,0.191547106290772,0.2033248727765594,-0.0614875719809022,0.1953931397552004,0.1688582634539057,0.2557525350436382,-0.5145988701551025,0.1855464645265797,0.2684250364352549,0.9078569371996892,-2.3821619222120054,0.1591003500041722,1.1749358825395646,0.7817648983532024,0.050819027958699935,0.020833333333333332,0.3916452941798549,False
25,0,False,-0.0829370265290193,0.0777531031570914,0.994447015270708,-2.3688613958831093,0.3049788460055939,0.6059947838354354,0.4198957101428536,0.3072323032517442,0.4198957101428536,-0.3667043006177435,0.3072323032517442,0.2337552192558877,0.280467563487262,-0.1998344438257833,0.3055886016597257,0.1928263128558608,0.336892731314739,-0.7471304944080372,0.2371034498166733,0.3049860578919421,1.027455756714735,-2.3688613958831093,0.2095871740253394,1.5972772884170137,0.9160645179422318,0.07748968537141715,0.34375,0.5324257628056712,False
26,0,False,-0.1335626433689381,0.0661582418362654,0.982878297084683,-2.504768732475302,0.2642882783131097,0.6056850096237621,0.3613904056620229,0.2644127440568004,0.3613904056620229,-0.3667662160201703,0.2644127440568004,0.2132271438161762,0.2511045401008082,-0.1776387171292139,0.2584512037247055,0.175901801052764,0.3174213775875795,-0.8045373935219959,0.2172912971259931,0.2858786015236529,1.001938383903865,-2.504768732475302,0.1891120096616547,1.3580319664652158,0.9207585574856694,0.06710268484244007,0.13541666666666666,0.45267732215507195,False
27,0,False,-0.140435083016308,0.0549147627833816,0.923646459972235,-2.418546412553668,0.2330561076367478,0.6054346749486783,0.2982117502575748,0.1972752130520514,0.2982117502575748,-0.5116534188149173,0.1972752130520514,0.1914997581970736,0.2150926798102572,-0.1232007906187744,0.1838230575336775,0.1715858973042962,0.2709338010247459,-0.5789980719934273,0.1771860764708651,0.2697623362951171,0.9221950669837689,-2.418546412553668,0.1492041654586908,1.0995079909739212,0.8658195485636497,0.054833408316249936,0.0,0.36650266365797374,False
28,0,False,-0.0983649961732023,0.0608006664662666,0.966682091624248,-2.366102476195238,0.2812470087324502,0.6045738325345105,0.3268536414095549,0.2136281778416781,0.3268536414095549,-0.5300118397854299,0.2136281778416781,0.19527236571636,0.2299318801632997,-0.1774931866052354,0.1993067878353832,0.1728186592963202,0.2845141069605199,-0.646315901992291,0.1826743143832009,0.2783497305630886,0.93695371729669,-2.366102476195238,0.1579465037314791,1.226238851966329,0.8836660228408277,0.06137920890794737,0.0625,0.4087462839887763,False
29,0,False,-0.0070359911615328,0.0563339622920408,0.9329014345210552,-2.010441018988109,0.2964559727437227,0.6039863584574725,0.2519483980441373,0.2087931987215309,0.2519483980441373,-0.2066887216003756,0.2087931987215309,0.1954069160430205,0.1945192477999507,0.0045426654339826,0.1961774397761888,0.172927463709812,0.2378834714881841,-0.3756257472634547,0.1811130898959294,0.2774888230726166,0.8353637352885389,-2.010441018988109,0.1573677834684979,1.132063350446014,0.8057720270563777,0.05682701937936977,0.020833333333333332,0.37735445014867136,False
30,0,False,-0.0320312652553363,0.0576529740799395,0.944007403979639,-2.0909162857223147,0.2323991847153852,0.603556786506332,0.2462754980969309,0.2106094193571384,0.2462754980969309,-0.1693470256394953,0.2106094193571384,0.1978134188836032,0.1920971419550848,0.0288973162729769,0.1960562777673403,0.1752703439523346,0.2316871106594394,-0.3218842699506965,0.1880974928482199,0.2752785421056403,0.8508629289042197,-2.0909162857223147,0.1680745839604449,1.1632349500701942,0.9191087617114135,0.059291692276242834,0.020833333333333332,0.3877449833567314,False
31,0,False,-0.0919126680364859,0.0555691847185944,0.9273484497917632,-2.274022026142994,0.2661971491053068,0.603205630306241,0.2641013538774585,0.193607194667913,0.2641013538774585,-0.364109191967072,0.193607194667913,0.1990142117264928,0.2000060421244995,-0.0049837164361394,0.183046185596667,0.1709788613048324,0.2492868321958823,-0.4579979670787331,0.1727748603280476,0.2713934939533745,0.8885482769552535,-2.274022026142994,0.1531635595918437,1.122624072053385,0.873558143276,0.05746745501782895,0.010416666666666666,0.374208024017795,False
32,0,False,-0.0423346791073468,0.0583245514315508,0.94909763998149,-2.157301365579141,0.3030691057565035,0.6024845344216265,0.2837584672421203,0.2018264266403548,0.2837584672421203,-0.4059529862646012,0.2018264266403548,0.1947783105845513,0.2092909721647646,-0.0745086120557223,0.1960264210314286,0.169537941354087,0.2518353107940803,-0.4854215450694412,0.1729015378886446,0.2755568768642035,0.8700161036180729,-2.157301365579141,0.1549704966764048,1.1566126455431522,0.8591976332862714,0.058699212035653016,0.020833333333333332,0.3855375485143841,False
33,0,False,0.0084693875923854,0.0540387566341826,0.915779731605738,-1.9470200094712784,0.3468552463089986,0.6019765436753229,0.2615846101039263,0.1975989060665835,0.2615846101039263,-0.3238160843652751,0.1975989060665835,0.2018118264429768,0.1948824435858959,0.0343358611792694,0.1932583759115235,0.1743844640949308,0.2310770404083202,-0.3251010725504033,0.1784533388370636,0.2761600949784171,0.8138493257188838,-1.9470200094712784,0.1590492994051363,1.0550572590942422,0.799807320911043,0.055894541484761785,0.03125,0.3516857530314141,False
34,0,False,0.0287494407920857,0.0528436389064327,0.906524757056918,-1.8370110128970567,0.2659036613274373,0.6018306249812926,0.2136677025665177,0.1759226133212806,0.2136677025665177,-0.2145550735783163,0.1759226133212806,0.1968792341577128,0.1779572594949899,0.0961095503224334,0.1740902595287387,0.1723482455688537,0.2047319916075205,-0.1878971609590849,0.1691383835102399,0.2728389319585616,0.7740470547135101,-1.8370110128970567,0.1481265835264535,1.0259096409459487,0.7725659167529102,0.05339949595027137,0.010416666666666666,0.3419698803153162,False
35,0,False,0.0155396215332669,0.0515349735801536,0.8935677926885701,-1.8637998502716813,0.2789568027048623,0.6016118120673895,0.2094985691305073,0.1797244595282687,0.2094985691305073,-0.1656653172327691,0.1797244595282687,0.2007267507615149,0.1777171866620935,0.1146312786518386,0.1805709478150939,0.173583548088991,0.205002130949347,-0.1809997733440072,0.1726865268799012,0.2673471749616316,0.7656287996256776,-1.8637998502716813,0.1517879889060294,0.9820530921902796,0.7874304272070844,0.05164034663112753,0.010416666666666666,0.3273510307300932,False
36,0,False,0.0536469604011891,0.0529460545762308,0.9079130032392412,-1.746604394416282,0.2367177710645322,0.6017094922375023,0.1946951344162368,0.1776471762418693,0.1946951344162368,-0.0959652640420045,0.1776471762418693,0.1899892475119829,0.1755488979327578,0.0760061412334104,0.1803684573904104,0.1619478260741167,0.1955199564345121,-0.2073021365845981,0.1625879177772883,0.2749098849628509,0.7550686981074409,-1.746604394416282,0.1434164445716569,1.0146951472937005,0.7919060198393026,0.05418003419039953,0.020833333333333332,0.33823171576456684,False
37,0,False,-0.0421133080901073,0.0470734813790177,0.8144377602961592,-1.894919648067136,0.1914370618195371,0.6019316825159925,0.155033035137865,0.1418149971193406,0.155033035137865,-0.0932062072913282,0.1418149971193406,0.1944031010384794,0.1659525097998933,0.1463484434487221,0.1454234421021438,0.1636240031740641,0.1831338241990154,-0.1192356906473965,0.1458624102399756,0.2574719932595453,0.7453607321140667,-1.894919648067136,0.1319326805627676,0.8712775067906632,0.6188973117524483,0.04727752786014492,0.0,0.2904258355968877,False
38,0,False,-0.0142500965686759,0.0479958903872304,0.8361869504858862,-1.853156396551559,0.236033471538486,0.6020863149965823,0.1989467305308994,0.1745798069222205,0.1989467305308994,-0.1395746967433355,0.1745798069222205,0.2000545253018577,0.1789274998051416,0.1056063363967296,0.1806409708034938,0.1721411741356312,0.2041111904038482,-0.1857197525737082,0.1697277040778329,0.2767632961886569,0.7896489688513602,-1.853156396551559,0.1592644860043011,0.9068175321271745,0.6448006312669463,0.04894308378364692,0.010416666666666666,0.3022725107090582,False
39,0,False,0.0394521361657262,0.0502059984848731,0.8778343359555761,-1.733265848080538,0.2051472261209963,0.6032107655688913,0.1561067702103594,0.1711908591864288,0.1561067702103594,0.0881127009219731,0.1711908591864288,0.2018464994182045,0.1653094492442458,0.1810140392787187,0.1799249018976755,0.1679667829271995,0.1853736392562231,-0.1036327303867461,0.1634207934952291,0.2720925522394878,0.7437012805532618,-1.733265848080538,0.1548202469215982,0.9655170625868728,0.7444332865649699,0.05239118360123529,0.010416666666666666,0.32183902086229094,False
40,0,False,-0.0730471552111398,0.0463263927182803,0.7973160573808422,-1.9608480165807043,0.1654922107265027,0.6039586572260147,0.16474975824385,0.1552162283014079,0.16474975824385,-0.0614209612407881,0.1552162283014079,0.1948553815737133,0.1702586809281161,0.1262305431184222,0.1636699028800075,0.1639008671268402,0.1952793068729214,-0.1914476738051542,0.1510255024363169,0.2652424308030426,0.7853425251562334,-1.9608480165807043,0.1445905682778585,0.8719432696840647,0.5827117288238242,0.04487887047087639,0.010416666666666666,0.2906477565613549,False
41,0,False,-0.0237122810420372,0.0528512007394243,0.906987505784359,-1.9982577915832147,0.2227130354074753,0.605059070850742,0.195639375673102,0.1934338513771167,0.195639375673102,-0.0114019561740799,0.1934338513771167,0.2129987140267372,0.1832728831657829,0.1395587339425102,0.2045627295272465,0.1742308853432347,0.2181672521666282,-0.2521732397607854,0.1730139054604145,0.277657672211044,0.832489279099621,-1.9982577915832147,0.1673065636582867,1.04239831508403,0.7619482758286154,0.0526214003701876,0.010416666666666666,0.34746610502800995,False
42,0,False,-0.0399002745202352,0.0469054215299409,0.8088847755668672,-1.8573753010616172,0.1286992801481624,0.6058022855788512,0.1523407725720221,0.1645485374767102,0.1523407725720221,0.0741894464204276,0.1645485374767102,0.2047900922452372,0.1686329063566397,0.1765573006593459,0.1749494625276851,0.1700463559152056,0.1857328651022989,-0.0922484289808334,0.1621998631926111,0.2714588454974644,0.7756598003791565,-1.8573753010616172,0.1559114315248641,0.9148772902494772,0.5787083738835008,0.04625306217754335,0.010416666666666666,0.30495909674982574,False
43,0,False,-0.0426023414887884,0.0484648939177748,0.8440536788523831,-1.910913787055328,0.0864495520161833,0.6061205864041734,0.1554011791282113,0.1826132895528196,0.1554011791282113,0.1490149511639865,0.1826132895528196,0.2022179866429909,0.1706450179794097,0.1561333350594687,0.1899623641147083,0.1678426883485367,0.1899975151182212,-0.1319975686023238,0.1703463641794985,0.2779622470402328,0.8091241371902927,-1.910913787055328,0.1640860558788275,0.9343434518394306,0.6645488237006703,0.0506996315536652,0.020833333333333332,0.3114478172798102,False
44,0,False,-0.1126148610535211,0.044316701642755,0.7515039333641832,-1.993943351527694,0.0981617772269539,0.6065698997412485,0.1372100516769314,0.133942540055315,0.1372100516769314,-0.0243948757449805,0.133942540055315,0.1921666444878822,0.1657844040264552,0.1372883443520323,0.1413177661356307,0.1625972759080098,0.1842937632805535,-0.1334369672024427,0.1405556422760232,0.2619116521097032,0.7841486495214803,-1.993943351527694,0.13777456979347,0.8167017359234853,0.5694152717145471,0.04431612060751649,0.0,0.2722339119744951,False
45,0,False,-0.0684696893113566,0.0480135803051766,0.8366496992133272,-1.9957532808534664,0.1193144533801959,0.6074027725661806,0.1117818540316695,0.1104626791741233,0.1117818540316695,-0.0119422674464266,0.1104626791741233,0.1900099030037698,0.1553108361211515,0.1826171496015651,0.1178950332973024,0.1641311078710891,0.1685068833986267,-0.0266602448755439,0.1241709658284452,0.2471586111742536,0.7404262203164567,-1.9957532808534664,0.1229287059189135,0.881662927853141,0.5857270124180332,0.04784106476979064,0.020833333333333332,0.29388764261771366,False
46,0,False,-0.1573584070569126,0.0452494638018487,0.7723276260990283,-2.1817049328374716,0.1098925974481466,0.6082974668872289,0.130981952831319,0.13646440391543,0.130981952831319,0.0401749535176118,0.13646440391543,0.1897978852190809,0.1596315233548175,0.1589393992954285,0.1407748423266354,0.1635592931793296,0.191090425981987,-0.1683250903540634,0.1464216517739651,0.2624653400805531,0.8350872672331604,-2.1817049328374716,0.1454455710989826,0.8436906824810405,0.5959203712089902,0.04578060312066066,0.020833333333333332,0.28123022749368015,False
47,0,False,-0.1043583857196841,0.0467758645111369,0.8070337806571032,-2.0444139786412965,0.0544891754415318,0.6104123517489262,0.0993614490900963,0.1043735866440373,0.0993614490900963,0.0480211298193162,0.1043735866440373,0.2024970018953154,0.1516017062515987,0.2513385144834291,0.1121930724263246,0.1711740631071946,0.1740282956263601,-0.0166744451078326,0.1164575035421999,0.254602572572059,0.7751156309364117,-2.0444139786412965,0.1180300844549192,0.8887691313432503,0.6030662165335912,0.04822666376765874,0.010416666666666666,0.29625637711441677,False
48,0,False,-0.1819250049750294,0.0513496709034024,0.8921795465062471,-2.4245159372334366,-0.0065999705812203,0.611955242672173,0.1114059145536167,0.0988261963482534,0.1114059145536167,-0.1272913323612454,0.0988261963482534,0.1987255519106948,0.1610611618664067,0.1895296789071903,0.1103863654942465,0.1636673747398264,0.1931681285737587,-0.1802482252851438,0.1078479587628142,0.246459645836468,0.8440049850518931,-2.4245159372334366,0.1126978281819888,0.9845226331592413,0.6619487916476032,0.05342246971298498,0.041666666666666664,0.3281742110530804,False
49,0,False,-0.0237681527586864,0.0600882213089674,0.962517353077279,-2.02173036407936,0.014922799264819,0.6129642908698401,0.0989104365348203,0.1082638372248121,0.0989104365348203,0.0863945055870247,0.1082638372248121,0.2205453939029729,0.1638701947435926,0.2569774782252492,0.1241780143379618,0.1703443110267916,0.1741512835639872,-0.022348691977138,0.1087165974530598,0.2406516903783921,0.7271845199834123,-2.02173036407936,0.1193508532182791,1.1886222023806745,0.9043616489557849,0.06449738326797047,0.08333333333333333,0.39620740079355815,False
50,0,False,-0.0559871009110742,0.047927926985606,0.8338732068486812,-1.9119150047526037,0.0065079709036621,0.6128554295767227,0.1046338047151184,0.1008850056906647,0.1046338047151184,-0.0371591298309317,0.1008850056906647,0.2023464873177859,0.1673217106516088,0.1730930797487506,0.1138042968659898,0.1652620396889989,0.1702551877854794,-0.0302135209384861,0.1011392290795356,0.2457338314467782,0.7155560309652208,-1.9119150047526037,0.1087024356940098,0.9002731716015239,0.5908445555954813,0.04776492505172277,0.010416666666666666,0.30009105720050794,False
