origin,channel,eligible,score,mean_nchpd,disagreement_percentile,min_gain,uvhf_corr720,target_std_scaled,uvhf_common96_mse,dlinear_mse_h96,uvhf_mse_h96,relative_gain_h96,dlinear_common96_mse_h96,dlinear_mse_h192,uvhf_mse_h192,relative_gain_h192,dlinear_common96_mse_h192,dlinear_mse_h336,uvhf_mse_h336,relative_gain_h336,dlinear_common96_mse_h336,dlinear_mse_h720,uvhf_mse_h720,relative_gain_h720,dlinear_common96_mse_h720,mean_range96,q25_range96,visibility96,persistent_fraction96,mean_sorted_gap96,accuracy_eligible
1683,6,False,0.5032675178319423,0.0475511206350925,0.6344285053216103,0.150045329713375,0.4103966625712471,0.4096720018036408,0.1018425582831337,0.1198211644025557,0.1018425582831337,0.150045329713375,0.1198211644025557,0.1757348708653442,0.0988000607630151,0.437789095149362,0.1330710917234413,0.1924447166205491,0.0900848856805753,0.5318921336863756,0.1434839913588735,0.1925180762003977,0.1480176426915638,0.2311493776953811,0.1744192382373621,1.1304981025263534,0.9803860603867918,0.07424933941318478,0.10416666666666667,0.3768327008421178,True
1695,6,True,0.5542655673869842,0.0549245027193267,0.7843590930124942,0.0412027886876624,0.4972518427443832,0.4192305696323324,0.0733856289055168,0.0774475308935641,0.0733856289055168,0.05244714636067,0.0774475308935641,0.1380885770653584,0.073787832141172,0.465648544511776,0.093197172334396,0.1645515751250272,0.0711879119015528,0.5673823732926053,0.1042199856014129,0.1575579383838725,0.1510661119425781,0.0412027886876624,0.1192927942484041,1.182848937795364,0.9129770818016425,0.07423233412906233,0.17708333333333334,0.3942829792651213,True
1649,6,False,0.458055410671594,0.0460757045260083,0.5983341045812124,0.0146833031364107,0.5448336744006467,0.3937625244421528,0.0762341410620768,0.0894007047178455,0.0762341410620768,0.1472758374480737,0.0894007047178455,0.1314045048493938,0.0602035838033251,0.5418453585565725,0.1019834791034482,0.1087406230863127,0.0637547257708057,0.4136990945858337,0.089077447799303,0.1371332796556099,0.1351197101403364,0.0146833031364107,0.0921854022836223,0.9581721459230295,0.679679580611861,0.07391307983753216,0.14583333333333334,0.3193907153076765,True
1669,6,False,0.4787478489197805,0.045791921710285,0.5895418787598334,0.1077259919552379,0.5165911195329245,0.399473768319126,0.0529284197505012,0.0992718617850062,0.0529284197505012,0.46683361429114,0.0992718617850062,0.1733938629341376,0.0493772713783249,0.7152305707781565,0.1194039213245168,0.135944910452932,0.0578704848007158,0.5743092947878162,0.0974282544721907,0.1722582907373041,0.1537015954951142,0.1077259919552379,0.1346407361049816,1.0345621739176245,0.7495943947407397,0.07312803571833854,0.1875,0.3448540579725415,True
1053,6,True,0.6548062785746303,0.0751745348005363,0.992596020360944,0.0438214675591421,0.4536182812641559,0.461438873055641,0.1799921818989169,0.2204518890956911,0.1799921818989169,0.1835307801749519,0.2204518890956911,0.1549570488782027,0.1481666035877261,0.0438214675591421,0.2509759287003357,0.2059310479765662,0.1264283454529753,0.3860646721549139,0.1844340010170219,0.2837662711482758,0.1841282749963458,0.3511269882383814,0.2189924706260546,1.6913939169138212,1.332433426619005,0.07272231672799523,0.07291666666666667,0.563797972304607,True
377,6,True,0.5977735653776708,0.0580936110327168,0.8519204072188802,0.0428861709678582,0.5894751047787312,0.5020246913810973,0.1399324827434166,0.1462025503120354,0.1399324827434166,0.0428861709678582,0.1462025503120354,0.4109210658506056,0.2441563597734684,0.4058314842825951,0.1666273178404588,0.7585997929245147,0.3845703847338534,0.4930523468095377,0.1775797981891782,0.8934139425557204,0.3804698684439009,0.5741393207324255,0.1869473545030519,1.3332544131591355,0.6585828137590966,0.07268216186023745,0.22916666666666666,0.44441813771971184,True
1675,6,False,0.645645671468688,0.0528227631686373,0.7288292457195743,0.4364232385132001,0.503040770549409,0.4020161816611097,0.1033257407572336,0.1855230722068495,0.1033257407572336,0.4430571921424936,0.1855230722068495,0.2634794015418138,0.1032967444746688,0.6079513469736049,0.2171679205206312,0.213348538185431,0.098698326911067,0.5373845644759763,0.1601253590242222,0.2147382785878309,0.1210215036137799,0.4364232385132001,0.2061423585278735,1.1862525459754485,0.9195778593301185,0.07245149762204713,0.08333333333333333,0.3954175153251495,True
1346,6,True,0.63990826735078,0.0668052962818552,0.9578898658028692,0.0368962276151898,0.498944661647885,0.4537654430285728,0.1922254672541793,0.2838228380821895,0.1922254672541793,0.3227272739816849,0.2838228380821895,0.3312779092284679,0.2110902358814904,0.3628001445278661,0.3232249216295957,0.2260619355556007,0.2177211029262108,0.0368962276151898,0.3422032363053575,0.2664009536596075,0.1686479518648721,0.3669393838568563,0.3904905075569564,1.5100340532527323,1.2838659456346875,0.07147906854318517,0.0625,0.5033446844175774,True
1858,0,True,0.6358245177765072,0.0501308670555729,0.8769088385006941,0.1846197349686769,0.4198417803555703,0.3770319891830471,0.1227331498540594,0.150522590645905,0.1227331498540594,0.1846197349686769,0.150522590645905,0.2121634081283203,0.142903109110008,0.3264478998962085,0.1673300659264319,0.2800027017009838,0.1789153725724425,0.3610226919756399,0.1927179463237688,0.547095251695793,0.3127634948479136,0.4283198512901319,0.2017737496251722,0.9973387286117692,0.6044122418703637,0.07137825920006555,0.25,0.3324462428705897,True
1676,6,False,0.619023894231737,0.0515362011473847,0.7019898195279963,0.3950047937937091,0.4952754632962609,0.4024608542889621,0.1140840730006319,0.188570209863335,0.1140840730006319,0.3950047937937091,0.188570209863335,0.2640024075421525,0.1136224397475438,0.5696158955315508,0.2188129592861183,0.2197675063306103,0.1075501959778626,0.5106182994310906,0.1637356831493322,0.2169743558616759,0.1228314835968203,0.4338893962421668,0.2088181379120081,1.156563882123625,0.9522881968662631,0.07125749388202002,0.09375,0.38552129404120833,True
1650,6,False,0.4301718001685661,0.0444634171343216,0.5428042572882924,0.0141058530850904,0.5453791559889277,0.3939822094636031,0.0811422930083268,0.089456803265144,0.0811422930083268,0.0929444151069598,0.089456803265144,0.1303507463187637,0.0611034731781435,0.5312380258359298,0.1029877294751983,0.1103677283225581,0.0636806180494807,0.423014145372556,0.088709138627482,0.1370955888119544,0.135161738577559,0.0141058530850904,0.0929183694326048,0.9200207882613635,0.6218263010156306,0.07097009682894084,0.125,0.30667359608712114,True
1697,6,True,0.5644742653342594,0.0547291349457015,0.7764923646459972,0.0794324162512875,0.523983581358744,0.4194602872864326,0.0744844658552292,0.0809114585068436,0.0744844658552292,0.0794324162512875,0.0809114585068436,0.1411439417240079,0.076638080765591,0.4570218187936912,0.0973331450684253,0.1665306899799502,0.0764695192544099,0.5408082482357062,0.1065237141311184,0.1536479509745091,0.1391975970246793,0.0940484650669186,0.1202988138015945,1.1508075304768628,0.8657685108063191,0.07090164415858403,0.11458333333333333,0.38360251015895425,True
2035,0,False,0.5596463238779696,0.0420927592028405,0.6973623322535863,0.2426568332123212,0.3816810778748011,0.4277948597486387,0.0675884454773809,0.0892441477541308,0.0675884454773809,0.2426568332123212,0.0892441477541308,0.1346444257191256,0.0823450559205288,0.3884258075985678,0.0949549658683456,0.3167331253902346,0.1711569855706473,0.4596176659458293,0.0832828997552972,0.4984054664973618,0.2203639288730401,0.5578621349767909,0.1016232064092028,0.8682550447839077,0.6868561769727819,0.07050958004851933,0.09375,0.2894183482613026,True
2015,0,True,0.5478655021100304,0.0457536121017284,0.7866728366496992,0.088162801935835,0.280802432044302,0.4299008502011328,0.0689292376376939,0.0755937987439326,0.0689292376376939,0.088162801935835,0.0755937987439326,0.0980637901458876,0.0788348126029917,0.1960864200158826,0.0800045771361429,0.2723766233374692,0.1595388503741989,0.4142711352415384,0.0776339207817571,0.4410110852717537,0.2326579281801643,0.4724442628538485,0.0782505315017889,0.9323383814097012,0.44079176857025004,0.07043958956411703,0.21875,0.3107794604699004,True
372,6,True,0.5909189809406954,0.0543820018185273,0.7718648773715873,0.1437275190435641,0.6186828654183254,0.5017507878706337,0.2129454694227782,0.2486889093818866,0.2129454694227782,0.1437275190435641,0.2486889093818866,0.5243123444534806,0.3188753573982187,0.391821762787981,0.2581971905994683,0.8848706233780541,0.4212487913908561,0.5239430711546169,0.3117966156485284,1.0458357157072853,0.4023585424796969,0.6152755768074081,0.3284222455268135,1.2868179720172672,0.7481811076370946,0.07030286020705134,0.17708333333333334,0.42893932400575574,True
1696,6,True,0.5502339477882345,0.053587366682699,0.7510411846367423,0.0801486244761907,0.5066876812700618,0.4193121176685323,0.0759388271211712,0.0848148605947852,0.0759388271211712,0.1046518665640509,0.0848148605947852,0.1454338303256743,0.0772253336486049,0.4690002080281326,0.1024992371485893,0.1694118361185899,0.0745404552619632,0.5600044426070432,0.1103727647556568,0.157801195936258,0.145153647141269,0.0801486244761907,0.1260864986329671,1.1341882460929562,0.8725123950904958,0.07021932277090331,0.08333333333333333,0.37806274869765205,True
1345,6,True,0.6339228488327988,0.0654519840165795,0.945395650161962,0.042119667561858,0.485891234832603,0.4535168582708988,0.2017013387092877,0.2907278038473521,0.2017013387092877,0.3062193019034672,0.2907278038473521,0.3393453173031577,0.2160030050725689,0.3634713842843444,0.3342800779029564,0.2297571419013233,0.2200798474644769,0.042119667561858,0.3453512484971413,0.2704582420979658,0.1704528763614148,0.3697626848448082,0.3937613925309821,1.4664724639892572,1.2464149594555352,0.06922468024997853,0.052083333333333336,0.48882415466308576,True
1677,6,False,0.584381772929974,0.0486507949628128,0.6598796853308654,0.3529439560426574,0.4855874345174397,0.4030250087182365,0.117330096721802,0.1813291102332042,0.117330096721802,0.3529439560426574,0.1813291102332042,0.2535305863979573,0.1169022181583432,0.5389028999647156,0.2082393446758517,0.2201049347710435,0.1121378050606049,0.4905257113964645,0.1636768552493065,0.2140281937255067,0.1250413817821049,0.4157714476510897,0.2067315491144231,1.088934480221973,0.8690037333458562,0.06828899026750425,0.041666666666666664,0.362978160073991,True
1344,6,True,0.6390092059918825,0.065154761685768,0.9430819065247572,0.0607306702872049,0.4924905164334244,0.4533301391610282,0.2055468735487574,0.2985159289178512,0.2055468735487574,0.3114375025350088,0.2985159289178512,0.3458846828317017,0.2155659592709754,0.376769281871137,0.3454302502163418,0.2336512135032764,0.2194614186938036,0.0607306702872049,0.3514016192991185,0.2731787902575859,0.1678973583904461,0.3853938725179497,0.3986253162924706,1.455262197432279,1.2251369355539339,0.06808442515543608,0.052083333333333336,0.485087399144093,True
1343,6,True,0.6439590401363811,0.0653192294199788,0.944007403979639,0.0728771653113711,0.5009218855315021,0.4531367498645215,0.2121467430354777,0.300857590912194,0.2121467430354777,0.2948599289376306,0.300857590912194,0.3448837552120473,0.2157837361948054,0.3743290806430313,0.350295818032714,0.2347975563316262,0.2176861760041403,0.0728771653113711,0.3526250036327796,0.27184057813022,0.16330896521895,0.3992472855148209,0.3979405707268297,1.462271008313729,1.1458916127410959,0.06779801852257583,0.052083333333333336,0.48742366943790966,True
