dataset,seed,left_scope,right_scope,response_cosine,response_distance
ETTh1,2021,scale1,scale48,0.0283812721881081,1.3940005221031246
ETTh1,2021,scale1,scale144,0.05042473978067308,1.3780967021361938
ETTh1,2021,scale1,scale360,0.055302984082331266,1.374552302328048
ETTh1,2021,scale1,scale720,0.06770338418581627,1.3655010917712103
ETTh1,2021,scale48,scale144,0.04413920308704063,1.3826502066053867
ETTh1,2021,scale48,scale360,0.05417284161252858,1.3753742460781149
ETTh1,2021,scale48,scale720,0.053197906202581004,1.3760829145058222
ETTh1,2021,scale144,scale360,0.046013538081926035,1.3812939310067744
ETTh1,2021,scale144,scale720,0.07140037739619952,1.3627909763450892
ETTh1,2021,scale360,scale720,0.08978955569131528,1.3492297390056927
ETTh1,2022,scale1,scale48,0.047069359120874094,1.380529348387151
ETTh1,2022,scale1,scale144,0.040037720036455615,1.385613423696194
ETTh1,2022,scale1,scale360,0.046868637646670624,1.3806747353039595
ETTh1,2022,scale1,scale720,0.05352184328600521,1.3758474891600412
ETTh1,2022,scale48,scale144,0.04210805795722756,1.3841184501644157
ETTh1,2022,scale48,scale360,0.05223086159710904,1.3767854868518121
ETTh1,2022,scale48,scale720,0.06511374108091945,1.367396254872069
ETTh1,2022,scale144,scale360,0.059646063669826485,1.3713890303850131
ETTh1,2022,scale144,scale720,0.05452608696200263,1.3751173862896193
ETTh1,2022,scale360,scale720,0.07861097627620703,1.357489612279809
ETTh1,2023,scale1,scale48,0.05441610385111766,1.3751973648526834
ETTh1,2023,scale1,scale144,0.044714248616793476,1.3822342430884909
ETTh1,2023,scale1,scale360,0.03888883683768442,1.3864423270820287
ETTh1,2023,scale1,scale720,0.05939247704475673,1.37157393016581
ETTh1,2023,scale48,scale144,0.04840817666662715,1.379559221877316
ETTh1,2023,scale48,scale360,0.0549102993401875,1.374837954567601
ETTh1,2023,scale48,scale720,0.0556467630032036,1.3743021771042905
ETTh1,2023,scale144,scale360,0.05174323665704738,1.3771396177170656
ETTh1,2023,scale144,scale720,0.05601988447655947,1.3740306514218963
ETTh1,2023,scale360,scale720,0.08119635249083451,1.3555837469586047
ETTh2,2021,scale1,scale48,0.08984117709789988,1.3491914785545456
ETTh2,2021,scale1,scale144,0.10636826494315717,1.336885735623537
ETTh2,2021,scale1,scale360,0.0940146739231256,1.3460945925728063
ETTh2,2021,scale1,scale720,0.10760594639830666,1.3359596203491282
ETTh2,2021,scale48,scale144,0.11015168371405461,1.3340527098176787
ETTh2,2021,scale48,scale360,0.08850749858334901,1.350179618729783
ETTh2,2021,scale48,scale720,0.08928134984422324,1.3496063501301236
ETTh2,2021,scale144,scale360,0.11664946523462005,1.329173077341984
ETTh2,2021,scale144,scale720,0.1208099090865973,1.3260392836665156
ETTh2,2021,scale360,scale720,0.14757788676661343,1.305696835588864
ETTh2,2022,scale1,scale48,0.02648612793726898,1.395359360209929
ETTh2,2022,scale1,scale144,0.03216858888789402,1.3912810004539744
ETTh2,2022,scale1,scale360,0.04108923282698373,1.3848543368694168
ETTh2,2022,scale1,scale720,0.05346487869450712,1.375888891811757
ETTh2,2022,scale48,scale144,0.03648207305663597,1.3881771694876444
ETTh2,2022,scale48,scale360,0.036045135713607915,1.388491889991722
ETTh2,2022,scale48,scale720,0.0511283940247023,1.3775860089121823
ETTh2,2022,scale144,scale360,0.03902924312654467,1.386341052463971
ETTh2,2022,scale144,scale720,0.05876254626729424,1.3720331291428103
ETTh2,2022,scale360,scale720,0.06862295406984999,1.3648274952756116
ETTh2,2023,scale1,scale48,0.0778139573771738,1.358076612436004
ETTh2,2023,scale1,scale144,0.08753080534221037,1.3509028052808163
ETTh2,2023,scale1,scale360,0.10954407548912275,1.3345080925276378
ETTh2,2023,scale1,scale720,0.11109035471334493,1.3333489005407813
ETTh2,2023,scale48,scale144,0.08982080019107924,1.3492065815203547
ETTh2,2023,scale48,scale360,0.11075649163768005,1.3335992714172573
ETTh2,2023,scale48,scale720,0.10508926177812405,1.337842096976976
ETTh2,2023,scale144,scale360,0.12917648622597216,1.3197147523416017
ETTh2,2023,scale144,scale720,0.13305984182507033,1.316768892535763
ETTh2,2023,scale360,scale720,0.1607997023387825,1.2955310090161622
ETTm1,2021,scale1,scale48,0.16459850329605055,1.292595448470982
ETTm1,2021,scale1,scale144,0.16952443870166817,1.288778926967951
ETTm1,2021,scale1,scale360,0.1920059176011405,1.2712152315000473
ETTm1,2021,scale1,scale720,0.20156497166558848,1.2636732396742534
ETTm1,2021,scale48,scale144,0.17028286511521742,1.2881903080560593
ETTm1,2021,scale48,scale360,0.18524764269333857,1.2765205500160672
ETTm1,2021,scale48,scale720,0.2216348451190181,1.2476899894452802
ETTm1,2021,scale144,scale360,0.2096220005231225,1.2572811932713202
ETTm1,2021,scale144,scale720,0.2558428742429802,1.2199648566717154
ETTm1,2021,scale360,scale720,0.2941803245981516,1.188124299391144
ETTm1,2022,scale1,scale48,0.23808802792207662,1.234432640590748
ETTm1,2022,scale1,scale144,0.20993400257673558,1.2570330126319391
ETTm1,2022,scale1,scale360,0.26538592524970633,1.2121172177230168
ETTm1,2022,scale1,scale720,0.27471911608853194,1.2043926966828287
ETTm1,2022,scale48,scale144,0.22691118401276758,1.2434539122840318
ETTm1,2022,scale48,scale360,0.2845893128513127,1.196169458854963
ETTm1,2022,scale48,scale720,0.2968631079893339,1.185864150744651
ETTm1,2022,scale144,scale360,0.2568997039131253,1.219098270105306
ETTm1,2022,scale144,scale720,0.2909742771989741,1.1908196528450694
ETTm1,2022,scale360,scale720,0.3987946261951191,1.0965449136308836
ETTm1,2023,scale1,scale48,0.17828798883107824,1.2819610065590308
ETTm1,2023,scale1,scale144,0.16672075890781718,1.2909525483860225
ETTm1,2023,scale1,scale360,0.2083953527112408,1.258256450242763
ETTm1,2023,scale1,scale720,0.2224132114563773,1.2470659874630716
ETTm1,2023,scale48,scale144,0.16410316167102665,1.2929786064192812
ETTm1,2023,scale48,scale360,0.20875324253707234,1.2579719849527078
ETTm1,2023,scale48,scale720,0.2176704199893732,1.2508633658482664
ETTm1,2023,scale144,scale360,0.221265203638592,1.2479862149570469
ETTm1,2023,scale144,scale720,0.2367174698421979,1.2355424154255508
ETTm1,2023,scale360,scale720,0.3104717266710917,1.17433238338122
ETTm2,2021,scale1,scale48,0.04103343815160316,1.3848946254848393
ETTm2,2021,scale1,scale144,0.04328097553544978,1.3832707793230867
ETTm2,2021,scale1,scale360,0.0620102131633064,1.3696640367890904
ETTm2,2021,scale1,scale720,0.07028380898034356,1.3636100549788097
ETTm2,2021,scale48,scale144,0.041427053159229385,1.3846103761280792
ETTm2,2021,scale48,scale360,0.04500980302959542,1.3820204028670522
ETTm2,2021,scale48,scale720,0.06460463444230394,1.3677685224903342
ETTm2,2021,scale144,scale360,0.06189020564655085,1.369751652200828
ETTm2,2021,scale144,scale720,0.06173712630309005,1.3698634046480034
ETTm2,2021,scale360,scale720,0.096843096671992,1.3439917435222644
ETTm2,2022,scale1,scale48,0.09331063887663718,1.34661751148822
ETTm2,2022,scale1,scale144,0.08533077594419923,1.3525303871305818
ETTm2,2022,scale1,scale360,0.1394548523506929,1.3119033101942439
ETTm2,2022,scale1,scale720,0.11542084564459255,1.3300971049930208
ETTm2,2022,scale48,scale144,0.1100013900867202,1.3341653644981795
ETTm2,2022,scale48,scale360,0.13649132408924566,1.3141603219628526
ETTm2,2022,scale48,scale720,0.11040190317284528,1.3338651332328577
ETTm2,2022,scale144,scale360,0.13123220211399306,1.3181561348231907
ETTm2,2022,scale144,scale720,0.12225123701604788,1.3249518957184463
ETTm2,2022,scale360,scale720,0.1601388062158702,1.2960410439365952
ETTm2,2023,scale1,scale48,0.11253691039693915,1.332263554709098
