dataset,arm,target_horizon,mse,mae,source_path,relative_mse_vs_a2_nested_pct,beats_a2_nested,relative_mae_vs_a2_nested_pct,relative_mse_vs_a3b_residual_pct,beats_a3b_residual,relative_mae_vs_a3b_residual_pct,relative_mse_vs_h1_target_set_pct,beats_h1_target_set,relative_mae_vs_h1_target_set_pct,relative_mse_vs_h1c_row_gated_pct,beats_h1c_row_gated,relative_mae_vs_h1c_row_gated_pct,relative_mse_vs_fixed_pct,beats_fixed,relative_mae_vs_fixed_pct
ETTh2,checkpoint_initialized_nested_segment_decoder_multiprefix,96,0.24764448404312134,0.316547155380249,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,1.6088844754194254,False,0.23941622041354638,-6.834434653643296,True,-4.490894337483564,2.7648324008684,False,1.2693613454223485,2.269616844468292,False,0.5493238435780867,-8.182196280600884,True,-4.382526069489112
ETTh2,checkpoint_initialized_nested_segment_decoder_multiprefix,192,0.2863069772720337,0.3455122709274292,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.6880672886836914,False,-0.3342317762700886,-7.171732046416512,True,-5.941868206454492,3.273682027713676,False,1.3137219278245071,1.5749138763579307,False,0.09616372526080053,-14.43273387029973,True,-7.770988850310312
ETTh2,checkpoint_initialized_nested_segment_decoder_multiprefix,336,0.30869343876838684,0.36700239777565,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.223261800053932,True,-1.179976794313986,-7.940297366645844,True,-6.660729827930467,1.7011869977243466,False,0.3180559282487172,-0.7310115121183403,True,-0.8811392116728656,-17.658014744081242,True,-9.155272245218027
ETTh2,checkpoint_initialized_nested_segment_decoder_multiprefix,720,0.3885134160518646,0.4262784421443939,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTh2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.9529792939797832,True,-0.5651164818028298,-10.955075654409152,True,-8.09427841779986,0.11722527227573387,False,0.054393769339222686,-1.0435468157987904,True,-0.6306796302122941,-3.654954088402873,True,-2.03564200469154
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,96,0.16035300493240356,0.24575746059417725,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-1.009315848864889,True,-0.8177057236032903,-1.2960258497069388,True,-0.6820941948434633,-0.5251656510678604,True,-0.18320168271985793,-0.6589253842562037,True,-0.548690095260973,3.5021880379563886,False,1.918099086553271
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,192,0.21491803228855133,0.2830461263656616,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,-0.2880141919235024,True,-0.4086333856275881,-2.8933828571590103,True,-1.4432168930552547,-0.2967268588616623,True,-0.06549044811713367,-0.10443286988217615,True,-0.23103237636227236,2.225617243589939,False,0.8512429480759254
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,336,0.2663629949092865,0.3175167441368103,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.14959141374419893,False,-0.1656987397693932,-3.563444036393937,True,-1.9586291887033092,0.019438397067483848,False,0.04734693754899766,0.24565496794046737,False,-0.04059700775564945,1.162748186714757,False,0.1783241181183559
ETTm2,checkpoint_initialized_nested_segment_decoder_multiprefix,720,0.3430364429950714,0.3705032467842102,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/ETTm2/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.7207368341009435,False,0.13068025172118247,-3.171475946924973,True,-1.9556773080391276,0.3142841181764666,False,0.22824613432346208,0.6946204401700573,False,0.2063527567369272,-0.15423951789762524,True,-0.29545589791405424
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,96,0.14135439693927765,0.18144558370113373,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.04271213403215235,False,0.045599983633293206,-1.39324013673362,True,-1.3667268945497968,-0.16966499004710256,True,0.18232834306064483,-0.049711032235144614,True,-0.021709052551754926,0.6605557390727324,False,1.7710336098465618
Weather,checkpoint_initialized_nested_segment_decoder_multiprefix,192,0.1827974021434784,0.22354097664356232,analysis/phase5_timealign_hss_a3c_warm_started_nested_gate_20260701/raw/official-last/TimeAlignOfficialUnified720_A3C_checkpoint_initialized_nested_segment_decoder_multiprefix_official-last/Weather/mixed_h96_h192_h336_h720/seed2021/metrics_by_target_horizon.csv,0.17341045182583947,False,0.25017132619338245,-1.4796295051472619,True,-1.5886768056820655,0.20524907330783382,False,0.49474377445406503,0.11419750038621501,False,0.187798933058958,0.3090224042878509,False,1.5731412042867543
