short_horizon,long_horizon,chpd_raw,nchpd
96,192,1.0978521598855933,0.18821099237538877
96,336,1.5078603786421254,0.25850101552593213
96,720,1.0274807608481815,0.1761468262411654
192,336,1.25160885633656,0.2145703706967955
192,720,1.1622836527937324,0.19925684687526277
336,720,1.4604093878857978,0.25036622435297995
