scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.07894489169120789,0.15988683700561523,5.058829307556152
1-96,0.1836056411266327,0.3211008310317993,5.058829307556152
97-192,0.09270147234201431,0.23850306868553162,1.6863813400268555
193-336,0.0,0.0,0.0
