horizon,mse,mae
1,0.07241217792034149,0.17794865369796753
2,0.09308813512325287,0.20376411080360413
3,0.10541205108165741,0.21667835116386414
4,0.11753084510564804,0.23052680492401123
5,0.1308097094297409,0.24254600703716278
6,0.14236673712730408,0.254793256521225
7,0.14529092609882355,0.2564088702201843
8,0.15270312130451202,0.2629435062408447
9,0.16402587294578552,0.27535322308540344
10,0.1665826141834259,0.27398496866226196
11,0.1717691272497177,0.2779221534729004
12,0.17603661119937897,0.2783800959587097
13,0.18334223330020905,0.2855561673641205
14,0.18442317843437195,0.2850104570388794
15,0.18416297435760498,0.28288665413856506
16,0.19543655216693878,0.29206129908561707
17,0.19854961335659027,0.28962287306785583
18,0.2003227174282074,0.29200053215026855
19,0.20250895619392395,0.2951435446739197
20,0.20385052263736725,0.29222750663757324
21,0.20742173492908478,0.2936195433139801
22,0.21428470313549042,0.29961279034614563
23,0.21746227145195007,0.2983942925930023
24,0.21712329983711243,0.2996634244918823
25,0.22632932662963867,0.30617865920066833
26,0.2334989458322525,0.3124106526374817
27,0.24141691625118256,0.32083046436309814
28,0.23748281598091125,0.31569117307662964
29,0.24815107882022858,0.3183833658695221
30,0.24287477135658264,0.31772011518478394
31,0.25484520196914673,0.3280271887779236
32,0.2578306794166565,0.329054057598114
33,0.26144543290138245,0.33251407742500305
34,0.265689492225647,0.33569714426994324
35,0.2713617980480194,0.336605042219162
36,0.27328771352767944,0.3375948369503021
37,0.2726491391658783,0.3361600935459137
38,0.27891460061073303,0.3418455421924591
39,0.2792326807975769,0.33989959955215454
40,0.2821073532104492,0.34182584285736084
41,0.2913020849227905,0.3491058647632599
42,0.2908104956150055,0.3492494523525238
43,0.2872005105018616,0.34771156311035156
44,0.2969246804714203,0.35194486379623413
45,0.3016948699951172,0.35494446754455566
46,0.2988245189189911,0.34978556632995605
47,0.2965066730976105,0.35337594151496887
48,0.2992986738681793,0.3565270006656647
49,0.3013627231121063,0.3588869273662567
50,0.3053065240383148,0.36077210307121277
51,0.3070601522922516,0.3615453839302063
52,0.31246498227119446,0.36537447571754456
53,0.32236453890800476,0.3690234124660492
54,0.3222298324108124,0.3739270567893982
55,0.320698618888855,0.3681982755661011
56,0.32884564995765686,0.37773236632347107
57,0.3285277187824249,0.3752719759941101
58,0.3231659233570099,0.3725515902042389
59,0.33709633350372314,0.37893298268318176
60,0.3377155065536499,0.3792975842952728
61,0.3361492455005646,0.37804266810417175
62,0.3347729742527008,0.37477225065231323
63,0.3378475606441498,0.37736254930496216
64,0.3416733145713806,0.38163116574287415
65,0.3424060642719269,0.38121476769447327
66,0.34264031052589417,0.38101011514663696
67,0.3437044024467468,0.3839305341243744
68,0.3388536274433136,0.37882906198501587
69,0.34605684876441956,0.3808176815509796
70,0.3472744822502136,0.38557949662208557
71,0.35086071491241455,0.38344502449035645
72,0.3450430929660797,0.38040652871131897
73,0.3540003299713135,0.3863484561443329
74,0.363014817237854,0.3949277997016907
75,0.3601738214492798,0.39809006452560425
76,0.36033862829208374,0.3911837935447693
77,0.3691844940185547,0.3957553505897522
78,0.36656731367111206,0.39526674151420593
79,0.3687775433063507,0.3990497291088104
80,0.38316959142684937,0.4027695953845978
81,0.37275803089141846,0.40400877594947815
82,0.37649863958358765,0.40649837255477905
83,0.38686391711235046,0.40685802698135376
84,0.38237109780311584,0.40552380681037903
85,0.38014236092567444,0.40408432483673096
86,0.380617618560791,0.4065459370613098
87,0.3761211633682251,0.40236473083496094
88,0.3756249248981476,0.40213504433631897
89,0.3850817382335663,0.40869149565696716
90,0.38430970907211304,0.4083768129348755
91,0.37857672572135925,0.4070899486541748
92,0.3834528625011444,0.4118542969226837
