short_horizon,long_horizon,chpd_raw,nchpd
96,192,1.0575911743905164,0.19162583599487942
96,336,2.2113455903084343,0.40067557074750465
96,720,0.5651696375339239,0.1024035628264149
192,336,2.1238675527517183,0.3848253514152021
192,720,0.9121534097989915,0.16527384488532942
336,720,2.2893799464105458,0.4148146814799734
