comparison,metric,dataset,seed,horizon,gain_percent,candidate_value,reference_value
iscf_over_a6_full_context,mse,ETTh1,2022,96,-0.7038494097457271,0.3713443615578075,0.36874892442976487
iscf_over_a6_full_context,mse,ETTh1,2022,192,-1.0067610633783364,0.40183952846624815,0.3978342877603089
iscf_over_a6_full_context,mse,ETTh1,2022,336,-2.080990460186971,0.426839077660333,0.4181376725834241
iscf_over_a6_full_context,mse,ETTh1,2022,720,-4.745046679023757,0.49331889598558,0.4709710975615728
iscf_over_a6_full_context,mse,ETTh1,2023,96,3.0585380031022624,0.3562345525724636,0.36747388087035826
iscf_over_a6_full_context,mse,ETTh1,2023,192,3.0670344231326863,0.3835687138490188,0.39570512628632093
iscf_over_a6_full_context,mse,ETTh1,2023,336,4.242115887240539,0.39988061506781325,0.4175955001229296
iscf_over_a6_full_context,mse,ETTh1,2023,720,3.1664238315056603,0.46254858617660055,0.477673762013857
iscf_over_a6_full_context,mse,ETTm2,2021,96,-2.076452988859967,0.16727055754825756,0.16386791728207142
iscf_over_a6_full_context,mse,ETTm2,2021,192,-1.194806743002208,0.22141283806084433,0.21879861742624002
iscf_over_a6_full_context,mse,ETTm2,2021,336,0.8487179759288366,0.2720307646648996,0.27435930137429604
iscf_over_a6_full_context,mse,ETTm2,2021,720,1.912136020589128,0.34945295964852435,0.35626523554624073
iscf_over_a6_full_context,mse,ETTm2,2022,96,0.7142895262586935,0.1629867215054417,0.16415929414993488
iscf_over_a6_full_context,mse,ETTm2,2022,192,0.6024637650345444,0.2190182033642828,0.2203457064031713
iscf_over_a6_full_context,mse,ETTm2,2022,336,1.4165118345623506,0.2713712065191681,0.275270444948922
iscf_over_a6_full_context,mse,ETTm2,2022,720,3.1010847062174607,0.3460050116511085,0.35707831259212214
iscf_over_a6_full_context,mse,ETTm2,2023,96,5.875344393673609,0.16388708143761346,0.17411705825842952
iscf_over_a6_full_context,mse,ETTm2,2023,192,2.3322094532594484,0.22126174102851193,0.22654525078318777
iscf_over_a6_full_context,mse,ETTm2,2023,336,0.8031114267392114,0.2735195955867383,0.2757340472274323
iscf_over_a6_full_context,mse,ETTm2,2023,720,0.23061938492845435,0.34709478145767514,0.3478970996089773
iscf_over_a6_full_context,mse,ETTh2,2021,96,4.863435616213585,0.24190227156499527,0.2542684541236401
iscf_over_a6_full_context,mse,ETTh2,2021,192,3.8426862641837034,0.2863235650227535,0.2977657693406475
iscf_over_a6_full_context,mse,ETTh2,2021,336,3.5799916817097044,0.32056128833743447,0.33246345227355256
iscf_over_a6_full_context,mse,ETTh2,2021,720,3.7121289790354894,0.4022397743441969,0.417747084943459
iscf_over_a6_full_context,mse,ETTh2,2022,96,2.3830453464753876,0.24356411397606237,0.2495100516509179
iscf_over_a6_full_context,mse,ETTh2,2022,192,1.8835305776681466,0.2872522445727383,0.29276659287065426
iscf_over_a6_full_context,mse,ETTh2,2022,336,1.161099010453126,0.3232140374041038,0.32701095840623184
iscf_over_a6_full_context,mse,ETTh2,2022,720,1.761001699983633,0.4077746639890442,0.41508430566822696
iscf_over_a6_full_context,mse,ETTh2,2023,96,0.6033050523103878,0.25120365470287065,0.25272837777460694
iscf_over_a6_full_context,mse,ETTh2,2023,192,0.4869296551159419,0.29493515932676384,0.2963783132251897
iscf_over_a6_full_context,mse,ETTh2,2023,336,-0.09087776160938699,0.3289823127220959,0.32868361241235866
iscf_over_a6_full_context,mse,ETTh2,2023,720,-0.08612142778194887,0.4064292731436268,0.40607955163582754
iscf_over_a6_full_context,mae,Weather,2021,96,2.4644096759607215,0.183581695827977,0.18822021296848626
iscf_over_a6_full_context,mae,Weather,2021,192,0.7183083310872695,0.22733255737000138,0.22897732053973874
iscf_over_a6_full_context,mae,Weather,2021,336,-0.23700025607389374,0.26985287894826376,0.269214839090231
iscf_over_a6_full_context,mae,Weather,2021,720,-0.7083898520574561,0.3205581974598603,0.31830336869725195
iscf_over_a6_full_context,mae,Weather,2022,96,1.348583714965168,0.18488957756364108,0.1874170534252009
iscf_over_a6_full_context,mae,Weather,2022,192,0.6264417587405036,0.22766589761679717,0.2291010824670976
iscf_over_a6_full_context,mae,Weather,2022,336,0.5774766988540958,0.2685989417400703,0.27015904728800477
iscf_over_a6_full_context,mae,Weather,2022,720,0.41618157498169994,0.31808524980354475,0.31941459449362974
iscf_over_a6_full_context,mae,Weather,2023,96,2.1137068993482777,0.18385948870122706,0.18782965712285507
iscf_over_a6_full_context,mae,Weather,2023,192,1.2272787575702715,0.22650163333915072,0.22931597964504857
iscf_over_a6_full_context,mae,Weather,2023,336,0.9806866702528505,0.267645008121048,0.2702957626354724
iscf_over_a6_full_context,mae,Weather,2023,720,0.718870732870025,0.3182063177953688,0.3205103730631322
iscf_over_a6_full_context,mae,ETTm1,2021,96,0.430608597188209,0.3389112567160534,0.3403769491218189
iscf_over_a6_full_context,mae,ETTm1,2021,192,0.6523196079173732,0.360293793986626,0.36265949296923805
iscf_over_a6_full_context,mae,ETTm1,2021,336,0.47094753741464546,0.38156209790573137,0.38336755797928146
iscf_over_a6_full_context,mae,ETTm1,2021,720,0.7818254586720919,0.41136901955912913,0.4146105503964692
iscf_over_a6_full_context,mae,ETTm1,2022,96,3.0554192828349036,0.3341268817806223,0.34465761707241205
iscf_over_a6_full_context,mae,ETTm1,2022,192,1.608401130655912,0.3583001067109623,0.36415721548214214
iscf_over_a6_full_context,mae,ETTm1,2022,336,0.9936390115733551,0.3797414038757993,0.3835525314582456
iscf_over_a6_full_context,mae,ETTm1,2022,720,0.3685490499207411,0.41035496967330254,0.4118729234194457
iscf_over_a6_full_context,mae,ETTm1,2023,96,1.8628999054717155,0.33773173047931443,0.34414276573691516
iscf_over_a6_full_context,mae,ETTm1,2023,192,1.0956206575817529,0.35984011155538237,0.36382626729760353
iscf_over_a6_full_context,mae,ETTm1,2023,336,0.431139370903888,0.38061349006017076,0.38226157018909135
iscf_over_a6_full_context,mae,ETTm1,2023,720,-0.13002464291704818,0.4103347319106511,0.40980188846850263
iscf_over_a6_full_context,mae,ETTh1,2021,96,-1.4755670333483684,0.403861791872813,0.3979891945221554
iscf_over_a6_full_context,mae,ETTh1,2021,192,-0.758917889298627,0.41905723578709114,0.4159008895346605
iscf_over_a6_full_context,mae,ETTh1,2021,336,-0.9753143243817375,0.43575390671579567,0.43154498664489677
iscf_over_a6_full_context,mae,ETTh1,2021,720,-0.7640126912979328,0.48183364246920224,0.4781802844090327
iscf_over_a6_full_context,mae,ETTh1,2022,96,0.2493519982781911,0.4022829204549869,0.40328852845952745
iscf_over_a6_full_context,mae,ETTh1,2022,192,-0.1571085447855891,0.42112284868999733,0.4204622665416612
iscf_over_a6_full_context,mae,ETTh1,2022,336,-1.1469435077091639,0.4410954621379687,0.4360937136022795
iscf_over_a6_full_context,mae,ETTh1,2022,720,-3.060453593945911,0.49229177894140774,0.4776728238369858
iscf_over_a6_full_context,mae,ETTh1,2023,96,2.5058782888675135,0.39403540800438097,0.4041632470641433
iscf_over_a6_full_context,mae,ETTh1,2023,192,2.315593122233972,0.4105747659172273,0.42030737457513123
iscf_over_a6_full_context,mae,ETTh1,2023,336,2.541532086437648,0.4248753683259524,0.43595531247503494
iscf_over_a6_full_context,mae,ETTh1,2023,720,1.4122511822219463,0.4746842259436074,0.48148398927434366
iscf_over_a6_full_context,mae,ETTm2,2021,96,-1.7329483351508967,0.2545152175506291,0.2501797320491976
iscf_over_a6_full_context,mae,ETTm2,2021,192,-0.7588493000270313,0.2908483609123911,0.2886578825908774
iscf_over_a6_full_context,mae,ETTm2,2021,336,0.7138758877339613,0.3244481447006915,0.3267809551451797
iscf_over_a6_full_context,mae,ETTm2,2021,720,2.246531401226737,0.3758464733042053,0.38448402771962803
iscf_over_a6_full_context,mae,ETTm2,2022,96,0.3487219735008429,0.24953842326989975,0.25041166376565965
iscf_over_a6_full_context,mae,ETTm2,2022,192,0.44984764868561955,0.2872680592243015,0.28856616734299617
iscf_over_a6_full_context,mae,ETTm2,2022,336,0.9666203599632439,0.32304558892918156,0.3261986918990112
iscf_over_a6_full_context,mae,ETTm2,2022,720,2.2529545605670442,0.3761793312207758,0.38484982285614755
iscf_over_a6_full_context,mae,ETTm2,2023,96,5.041895133408469,0.2480829717030889,0.2612551841168539
iscf_over_a6_full_context,mae,ETTm2,2023,192,3.0007895310090404,0.2873418850086878,0.296231158603653
iscf_over_a6_full_context,mae,ETTm2,2023,336,1.6512075702066698,0.32328780588784733,0.3287155824700416
iscf_over_a6_full_context,mae,ETTm2,2023,720,1.022716586521355,0.375335594512888,0.3792138777389147
iscf_over_a6_full_context,mae,ETTh2,2021,96,3.8931526996721866,0.31503178995283565,0.32779328299926563
iscf_over_a6_full_context,mae,ETTh2,2021,192,2.6376677096223267,0.3486396470100423,0.35808473236882227
iscf_over_a6_full_context,mae,ETTh2,2021,336,2.2508625975018015,0.3777894454119078,0.38648877673088555
iscf_over_a6_full_context,mae,ETTh2,2021,720,2.415833743296103,0.43528379449890103,0.4460598590900987
iscf_over_a6_full_context,mae,ETTh2,2022,96,2.8109181005768757,0.31639079665638403,0.325541501651187
iscf_over_a6_full_context,mae,ETTh2,2022,192,2.2020781903766107,0.34824336634089104,0.3560846282795179
iscf_over_a6_full_context,mae,ETTh2,2022,336,1.4289150487967306,0.3789572012202107,0.3844506747671592
iscf_over_a6_full_context,mae,ETTh2,2022,720,1.4878401811914133,0.439519334987263,0.4461574447212019
iscf_over_a6_full_context,mae,ETTh2,2023,96,0.026570997549846265,0.32651119885563884,0.32659797919668904
iscf_over_a6_full_context,mae,ETTh2,2023,192,-0.5873787644933071,0.3587863882161085,0.35669125950298425
iscf_over_a6_full_context,mae,ETTh2,2023,336,-0.9345607269908962,0.38698955907133364,0.3834063934929761
iscf_over_a6_full_context,mae,ETTh2,2023,720,-0.5235202004236106,0.4400482111846938,0.4377564676478962
