epoch,train_loss,mse,mae
1,0.5769537658767497,0.5636014342308044,0.3908906877040863
2,0.5362870918309435,0.5575273633003235,0.3877050578594208
3,0.5255646257535785,0.555370032787323,0.38520684838294983
4,0.5187532495945057,0.557125449180603,0.3853470981121063
5,0.5121197456375082,0.5552443265914917,0.3873363435268402
6,0.5066004820326542,0.5506255030632019,0.3876955509185791
7,0.5018598455275204,0.5637523531913757,0.39945632219314575
8,0.4969023513667127,0.564915657043457,0.3966294229030609
9,0.4910688708859978,0.5770382285118103,0.39801713824272156
10,0.48624450528452584,0.5885714888572693,0.4037308692932129
11,0.48008916637998944,0.5988869071006775,0.4100898504257202
12,0.4749113182860909,0.6164252161979675,0.4091196358203888
13,0.4683060902864375,0.6331126689910889,0.41818350553512573
14,0.4637633408849121,0.6500524878501892,0.423954039812088
15,0.45866684182315853,0.6653040051460266,0.43173137307167053
16,0.4536798487529687,0.694819450378418,0.442574679851532
