epoch,train_loss,val_mean_mse,train_steps_h96,train_steps_h192,train_steps_h336,train_steps_h720,val_mse_h96,val_mae_h96,val_mse_h192,val_mae_h192,val_mse_h336,val_mae_h336,val_mse_h720,val_mae_h720
1,0.5584312092753188,0.361076220870018,55,66,65,62,0.21420803666114807,0.3202953338623047,0.2720140516757965,0.35702306032180786,0.35490065813064575,0.40797287225723267,0.6031821370124817,0.5422608852386475
2,0.48245096723398856,0.3824283070862293,66,64,52,66,0.2243669480085373,0.3294926583766937,0.29483163356781006,0.371550589799881,0.3796962797641754,0.42156949639320374,0.6308183670043945,0.553741991519928
3,0.4355560240125464,0.40967126190662384,67,53,65,63,0.2396690547466278,0.33689364790916443,0.3178245425224304,0.38251155614852905,0.40960052609443665,0.43566328287124634,0.6715909242630005,0.5680042505264282
4,0.3831880554076164,0.4358893781900406,67,58,74,49,0.25397491455078125,0.3438502252101898,0.3363110423088074,0.3918413817882538,0.43957430124282837,0.45069262385368347,0.7136972546577454,0.5823220014572144
5,0.36351262531693906,0.4431994631886482,66,63,63,56,0.26327741146087646,0.35325634479522705,0.35397428274154663,0.4087580740451813,0.4602189362049103,0.46725887060165405,0.6953272223472595,0.58034747838974
6,0.3729433282729118,0.43335478752851486,64,47,53,84,0.2576557695865631,0.3485296368598938,0.34154269099235535,0.40154191851615906,0.4392576515674591,0.45779573917388916,0.6949630379676819,0.5824077725410461
7,0.3479171823710203,0.4415765106678009,56,58,58,76,0.26297512650489807,0.3525283634662628,0.3497300148010254,0.40437036752700806,0.44548675417900085,0.4580898880958557,0.7081141471862793,0.5842031240463257
8,0.32023598668315717,0.4404883235692978,64,53,65,66,0.2553422152996063,0.3505018651485443,0.33470410108566284,0.3986920714378357,0.45332810282707214,0.4573579430580139,0.7185788750648499,0.5882684588432312
9,0.30944549574727015,0.4472649395465851,60,56,67,65,0.2634280025959015,0.3543010354042053,0.34461700916290283,0.40286195278167725,0.44599947333335876,0.45801809430122375,0.7350152730941772,0.593288779258728
10,0.2931936893972658,0.4511808380484581,65,65,53,65,0.26477935910224915,0.3560590445995331,0.34993812441825867,0.40633100271224976,0.4550457298755646,0.46329569816589355,0.73496013879776,0.5975979566574097
11,0.29794148247568836,0.44216956943273544,57,57,60,74,0.2603001892566681,0.35223913192749023,0.34161874651908875,0.4009591341018677,0.4426027834415436,0.45654699206352234,0.7241565585136414,0.5936682224273682
