scope,mean_abs_gamma,mean_abs_beta,mean_target_state_norm,std_target_state_norm,mean_history_readout_norm
all,0.6888935565948486,0.4233229160308838,7.913748264312744,1.7261537313461304,10.028843879699707
segment_0,0.6384708881378174,0.39752092957496643,9.617145538330078,1.1982650756835938,10.028843879699707
segment_1,0.6467877626419067,0.40386688709259033,9.393378257751465,1.2414779663085938,10.028843879699707
segment_2,0.6603347063064575,0.4048040807247162,8.937893867492676,1.339726209640503,10.028843879699707
segment_3,0.6575903296470642,0.403411328792572,8.080513954162598,1.459367275238037,10.028843879699707
segment_4,0.7045465111732483,0.42910075187683105,7.512716770172119,1.5140241384506226,10.028843879699707
segment_5,0.7666580080986023,0.42947688698768616,7.335854530334473,1.5192275047302246,10.028843879699707
segment_6,0.6596426367759705,0.4315010607242584,8.522733688354492,1.353401780128479,10.028843879699707
segment_7,0.6887885928153992,0.43140116333961487,7.130703449249268,1.5481340885162354,10.028843879699707
segment_8,0.7578582763671875,0.4310033619403839,6.865832805633545,1.5916045904159546,10.028843879699707
segment_9,0.647042453289032,0.4358939230442047,8.429206848144531,1.4581165313720703,10.028843879699707
segment_10,0.6734873652458191,0.4298492968082428,7.339353561401367,1.569254755973816,10.028843879699707
segment_11,0.7561540007591248,0.43038108944892883,6.913455486297607,1.6186997890472412,10.028843879699707
segment_12,0.6428425908088684,0.4328395426273346,8.177496910095215,1.5348635911941528,10.028843879699707
segment_13,0.675569474697113,0.4271261692047119,7.394351959228516,1.6351100206375122,10.028843879699707
segment_14,0.7576309442520142,0.431667298078537,7.055596351623535,1.6660513877868652,10.028843879699707
