scope,residual_mse_norm,residual_mae_norm,max_abs_residual_norm
all,0.09647946059703827,0.1234201043844223,7.88899564743042
1-96,0.39079174399375916,0.4861478805541992,7.88899564743042
97-192,0.33280420303344727,0.4395028054714203,2.845879316329956
193-336,0.0,0.0,0.0
337-720,0.0,0.0,0.0
