dataset,oracle_gain_percent,pairwise_arm_nrmse,policy_normalized_entropy,nonconstant_component_rms_ratio,ordered_vs_constant_probe_nrmse,prefix_projectivity_gap,all_finite
Weather,6.984054182455257,0.14796240211485331,0.518482257390212,0.21463915604180037,0.20116980581071622,0.0,True
ETTm1,6.836972777305583,0.16463557127786893,0.7753208637696465,0.2034541059219737,0.07837165189617189,0.0,True
ETTm2,8.054405570560263,0.08068155111286476,0.8406176859826257,0.046198417563147666,0.05684502524091533,0.0,True
ETTh1,4.684418262476142,0.32155075702725927,0.9578791040251304,0.24138604699559302,0.2434227776303981,0.0,True
ETTh2,5.40859969104125,0.07873057323800897,0.9687210450363063,0.03200050358707279,0.03701427705356353,0.0,True
