comparison,role,metric,candidate,reference,dataset,horizon,gain_percent,candidate_value,reference_value
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm1,192,-0.6623566839510708,0.3628706407749603,0.36048295780940515
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm1,336,-0.8489192991764982,0.38469713674666,0.3814588588752496
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm1,720,-0.773289394104415,0.4144515007303801,0.41127118428132503
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm2,96,-2.0698135064139755,0.2554413233667628,0.2502613795318741
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm2,192,-1.4852903259068295,0.29313382550766687,0.2888436585896396
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm2,336,-1.0232421827834015,0.327686024646875,0.32436696503363655
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTm2,720,-0.850796101928597,0.3798510661849112,0.37664657183370237
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh1,96,-1.1895213345647138,0.39840676450121104,0.3937233413566131
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh1,192,-1.1613690676122834,0.417904966172766,0.4131072661674386
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh1,336,-1.559630544476942,0.4358672139096532,0.42917368995229843
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh1,720,-2.7216744232925416,0.48840279473478604,0.4754622600116405
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh2,96,-3.0200887825717615,0.32979509063297885,0.3201269718656769
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh2,192,-2.2228046488572684,0.3604198791561121,0.35258265549862433
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh2,336,-1.8217070759829923,0.38763767615294886,0.3807023937083276
siff_architecture_under_measure,claim_narrowing,mae,siff_measure,pcsd_measure,ETTh2,720,-2.194714684591581,0.44914135285926127,0.43949567670448286
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,Weather,96,1.9307293424915106,0.14267253033341074,0.14548138206479796
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,Weather,192,1.2425523196191834,0.18444717947366693,0.18676786794917266
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,Weather,336,0.955951778193509,0.2348656476804783,0.23713252022423698
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,Weather,720,0.7825259827040076,0.3063376851641034,0.3087537635867462
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm1,96,3.006863972966811,0.28605538192102586,0.2949233251323049
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm1,192,2.853225075312271,0.32407746636755846,0.3335957026044323
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm1,336,2.479852923135817,0.362900134218119,0.37212837049157194
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm1,720,1.8132108127062674,0.4224307489754483,0.4302317577262367
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm2,96,-1.4301058844035541,0.16621140200977189,0.16386791728207142
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm2,192,-1.6190376771551884,0.22234104947946548,0.21879861742624002
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm2,336,-0.540510767827107,0.2758422429407593,0.27435930137429604
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTm2,720,1.9153793541187625,0.34944140477868546,0.35626523554624073
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh1,96,0.7965227397345398,0.36542348224853544,0.3683575337685271
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh1,192,1.02151725066566,0.3937364097388288,0.3978000054173156
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh1,336,2.348816284432176,0.4088984634853711,0.41873374999363516
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh1,720,1.8949804944867976,0.46767521692084923,0.4767087548405893
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh2,96,3.9071793426897927,0.24433372960914454,0.2542684541236401
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh2,192,3.809662160683902,0.2864218994986076,0.2977657693406475
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh2,336,3.226977594550273,0.3217349311586167,0.33246345227355256
siff_equal_over_a6_full,hard_gate,mse,siff_equal,a6_full,ETTh2,720,2.47525435885122,0.40740678201442215,0.417747084943459
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,Weather,96,1.2307806980139002,0.18590363491750947,0.18822021296848626
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,Weather,192,0.40110899442087344,0.22805887191186994,0.22897732053973874
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,Weather,336,-0.09091674488774792,0.2694596004586866,0.269214839090231
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,Weather,720,-0.5608749245052724,0.3200886524761304,0.31830336869725195
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm1,96,1.1695992167717106,0.3363959029908186,0.3403769491218189
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm1,192,1.1568209209334102,0.3584641720828189,0.36265949296923805
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm1,336,0.9661328449797502,0.37966371808464683,0.38336755797928146
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm1,720,1.0684061670903522,0.41018082570662606,0.4146105503964692
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm2,96,-1.041414293711962,0.2527851395387282,0.2501797320491976
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm2,192,-0.49570311194813144,0.29008876869776395,0.2886578825908774
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm2,336,0.36140073704507003,0.3255999663647621,0.3267809551451797
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTm2,720,1.9444806407468929,0.37700781023385593,0.38448402771962803
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh1,96,0.43771618335296525,0.39624713140973583,0.3979891945221554
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh1,192,0.821984533503739,0.4124822485479811,0.4159008895346605
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh1,336,1.4561006863947012,0.4252612571322585,0.43154498664489677
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh1,720,0.9333098379828764,0.47371738077134873,0.4781802844090327
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh2,96,2.991909836789486,0.3179860035208754,0.32779328299926563
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh2,192,2.3665804946675695,0.34961036893819913,0.35808473236882227
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh2,336,1.7245774403186087,0.37982347847802134,0.38648877673088555
siff_equal_over_a6_full,hard_gate,mae,siff_equal,a6_full,ETTh2,720,1.3250550962265906,0.4401493201950042,0.4460598590900987
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,Weather,96,0.08995286125367263,0.14267253033341074,0.14280098390433107
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,Weather,192,-0.2503464684734613,0.18444717947366693,0.18398657557923903
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,Weather,336,-0.3471740960000913,0.2348656476804783,0.23405307602961206
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,Weather,720,-0.5845749999227268,0.3063376851641034,0.3045573192155346
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm1,96,0.5203738175737049,0.28605538192102586,0.287551725814144
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm1,192,1.0403557750812142,0.32407746636755846,0.3274844699633159
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm1,336,0.6223611743037538,0.362900134218119,0.3651728281194414
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm1,720,-0.23980043575337895,0.4224307489754483,0.4214201815437537
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm2,96,-3.1179683246931322,0.16621140200977189,0.16118568345568354
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm2,192,-2.343385156210842,0.22234104947946548,0.21725004419200847
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm2,336,-1.5206933850246518,0.2758422429407593,0.2717103614477961
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTm2,720,0.26241251673470023,0.34944140477868546,0.35036079535943987
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh1,96,-2.072771498746162,0.36542348224853544,0.3580029001691447
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh1,192,-1.085354993411447,0.3937364097388288,0.3895088559213071
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh1,336,0.08232926538500607,0.4088984634853711,0.4092353839706897
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh1,720,-1.3693287801848308,0.46767521692084923,0.4613577129774465
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh2,96,1.1529863643147564,0.24433372960914454,0.2471837242444889
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh2,192,2.0715957446099997,0.2864218994986076,0.29248092182901353
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh2,336,2.146878259046059,0.3217349311586167,0.328793732314789
siff_equal_over_a6_measure,hard_gate,mse,siff_equal,a6_measure,ETTh2,720,0.21027087296033864,0.40740678201442215,0.4082652449088857
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,Weather,96,-1.2315489273245106,0.18590363491750947,0.18364199391137656
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,Weather,192,-1.0973668899751265,0.22805887191186994,0.2255833944320902
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,Weather,336,-1.1141964192108889,0.2694596004586866,0.2664903742512376
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,Weather,720,-1.3585058019921714,0.3200886524761304,0.3157985113764761
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm1,96,0.22670731997972426,0.3363959029908186,0.33716027000297877
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm1,192,0.32633958977567046,0.3584641720828189,0.3596378126452837
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm1,336,0.04072195118089983,0.37966371808464683,0.3798183875429982
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm1,720,-0.344023270724092,0.41018082570662606,0.40877454614309705
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm2,96,-2.7846702941089596,0.2527851395387282,0.24593661566010439
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm2,192,-1.6731707296911758,0.29008876869776395,0.28531496226177055
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm2,336,-0.9444859233962655,0.3255999663647621,0.32255349401833605
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTm2,720,0.22804697894130976,0.37700781023385593,0.37786953028200376
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh1,96,-0.7554101563848059,0.39624713140973583,0.39327628242961
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh1,192,0.22236848988951285,0.4124822485479811,0.4134015232724623
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh1,336,1.0856355661069905,0.4252612571322585,0.4299287161840598
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh1,720,-0.2632835239088749,0.47371738077134873,0.47247343605935826
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh2,96,0.6387890024586396,0.3179860035208754,0.32003032202248805
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh2,192,0.790106148314007,0.34961036893819913,0.3523946608196656
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh2,336,0.6440939688552638,0.37982347847802134,0.38228575798902126
siff_equal_over_a6_measure,hard_gate,mae,siff_equal,a6_measure,ETTh2,720,-0.5580198312193696,0.4401493201950042,0.43770682928499244
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,Weather,96,0.07894124421052862,0.14267253033341074,0.1427852467837709
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,Weather,192,0.9930633599911531,0.18444717947366693,0.18629722899550005
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,Weather,336,1.6348325973936206,0.2348656476804783,0.23876912313805004
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,Weather,720,1.7351867057859072,0.3063376851641034,0.31174707903519805
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm1,96,1.543133125213314,0.28605538192102586,0.2905387821093465
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm1,192,2.1452185834414994,0.32407746636755846,0.3311820451450313
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm1,336,1.8335245679397816,0.362900134218119,0.3696782762352282
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm1,720,0.9538807705041008,0.4224307489754483,0.4264990413169551
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm2,96,-1.5405190150961978,0.16621140200977189,0.1636897305843601
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm2,192,-0.9014583103497786,0.22234104947946548,0.22035464422684095
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm2,336,-1.0723705716426446,0.2758422429407593,0.2729155766117461
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTm2,720,-0.3994099157974551,0.34944140477868546,0.34805125355990985
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh1,96,0.6160665932142484,0.36542348224853544,0.367688689431148
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh1,192,-0.661600662650419,0.3937364097388288,0.3911485682195407
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh1,336,0.6817057719424535,0.4088984634853711,0.4117050807844591
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh1,720,-1.0660919039586103,0.46767521692084923,0.46274196232429077
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh2,96,1.2681098637881139,0.24433372960914454,0.24747194576347958
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh2,192,2.076674636598419,0.2864218994986076,0.29249609164688
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh2,336,1.6874322037475409,0.3217349311586167,0.3272571741035135
siff_equal_over_pcsd_equal,hard_gate,mse,siff_equal,pcsd_equal,ETTh2,720,0.20604217456631213,0.40740678201442215,0.40824794495783556
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,Weather,96,-0.35099677769816484,0.18590363491750947,0.18525340144785127
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,Weather,192,0.4917785288987453,0.22805887191186994,0.22918595925071558
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,Weather,336,0.6390571245677434,0.2694596004586866,0.271192676579675
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,Weather,720,0.4725584215958478,0.3200886524761304,0.3216084402450715
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm1,96,1.0917033861155279,0.3363959029908186,0.3401088831850293
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm1,192,1.107371540764357,0.3584641720828189,0.36247815197932653
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm1,336,0.7437494457349536,0.37966371808464683,0.3825086238544527
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm1,720,0.3801600862802679,0.41018082570662606,0.4117461201120999
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm2,96,-1.8655938967269359,0.2527851395387282,0.2481555644735219
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm2,192,-1.262368518407908,0.29008876869776395,0.286472430915963
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm2,336,-1.1379148785205961,0.3255999663647621,0.32193660187264955
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTm2,720,-0.8220784113908808,0.37700781023385593,0.37393378134452504
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh1,96,1.668989856545755,0.39624713140973583,0.4029727049805086
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh1,192,1.1621830452462012,0.4124822485479811,0.41733241511880836
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh1,336,2.1322303676410193,0.4252612571322585,0.43452636013853757
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh1,720,0.4688855015620219,0.47371738077134873,0.4759490367997267
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh2,96,1.4159477683308164,0.3179860035208754,0.32255318819074213
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh2,192,1.8877485276491135,0.34961036893819913,0.3563371176297215
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh2,336,1.6008080478163822,0.37982347847802134,0.3860026398007352
siff_equal_over_pcsd_equal,hard_gate,mae,siff_equal,pcsd_equal,ETTh2,720,0.31316511963861426,0.4401493201950042,0.4415320445505638
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,Weather,96,0.21861529963375093,0.14267253033341074,0.14298511767685165
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,Weather,192,1.168009655498481,0.18444717947366693,0.18662700086352008
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,Weather,336,1.8100082114583915,0.2348656476804783,0.23919509860666494
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,Weather,720,2.0026853141575374,0.3063376851641034,0.31259804020768706
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm1,96,0.19921841250316596,0.28605538192102586,0.28662639447391186
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm1,192,0.20448569872034694,0.32407746636755846,0.32474151632625325
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm1,336,0.198594252729678,0.362900134218119,0.363622267142309
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm1,720,0.24823471103270212,0.4224307489754483,0.42348197824040895
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm2,96,0.5508220074026071,0.16621140200977189,0.16713200185741506
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm2,192,0.6894030260757633,0.22234104947946548,0.2238845161084321
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm2,336,0.22091966209148994,0.2758422429407593,0.2764529819342904
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTm2,720,-0.2223330280228586,0.34944140477868546,0.34866620464819875
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh1,96,2.5760739882171646,0.36542348224853544,0.3750859744703161
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh1,192,1.5813043763407975,0.3937364097388288,0.40006261741613364
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh1,336,1.8237749620405919,0.4088984634853711,0.41649438377496417
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh1,720,3.10086593398039,0.46767521692084923,0.48264127582627453
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh2,96,0.6778398540038255,0.24433372960914454,0.24600122394639037
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh2,192,0.718964488901852,0.2864218994986076,0.2884960838936756
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh2,336,0.5837606871637258,0.3217349311586167,0.3236241215544304
ordered_over_constant_equal,hard_gate,mse,siff_equal,siff_constant_equal,ETTh2,720,0.433962012117739,0.40740678201442215,0.40918247853149065
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,Weather,96,0.336446915930233,0.18590363491750947,0.18653121343234985
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,Weather,192,1.2025856723371309,0.22805887191186994,0.2308348588511738
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,Weather,336,1.288753031549028,0.2694596004586866,0.2729776076527616
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,Weather,720,1.0325133627306027,0.3200886524761304,0.32342809073176026
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm1,96,0.23403181657709604,0.3363959029908186,0.3371850232259001
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm1,192,0.22073882428770286,0.3584641720828189,0.3592571921850171
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm1,336,0.17798548948240178,0.37966371808464683,0.38034066928657717
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm1,720,0.15853840471604652,0.41018082570662606,0.4108321524471764
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm2,96,0.5024895398623386,0.2527851395387282,0.25406177337472496
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm2,192,0.6332304860460658,0.29008876869776395,0.2919374053486032
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm2,336,0.24843723902793213,0.3255999663647621,0.32641089257415973
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTm2,720,-0.10123093629861302,0.37700781023385593,0.3766265476533174
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh1,96,3.480404142400695,0.39624713140973583,0.4105354232878691
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh1,192,2.9456767284981256,0.4124822485479811,0.42500141636565153
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh1,336,3.0842140510965232,0.4252612571322585,0.4387946225359688
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh1,720,2.992503200192842,0.47371738077134873,0.48833069236798454
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh2,96,0.6597138213985887,0.3179860035208754,0.32009773250418905
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh2,192,0.6460239195269946,0.34961036893819913,0.35188362130069945
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh2,336,0.5493181489361509,0.37982347847802134,0.38192144227511726
ordered_over_constant_equal,hard_gate,mae,siff_equal,siff_constant_equal,ETTh2,720,0.30000509273840903,0.4401493201950042,0.4414737639700182
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,Weather,96,0.2711048659136739,0.14267253033341074,0.14306037396843346
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,Weather,192,0.111416992987734,0.18444717947366693,0.1846529141981307
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,Weather,336,-0.22494755518172038,0.2348656476804783,0.23433850893378247
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,Weather,720,-0.19014125862097941,0.3063376851641034,0.305756316256061
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm1,96,0.3711355559453344,0.28605538192102586,0.28712099000351116
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm1,192,0.41963846431258833,0.32407746636755846,0.3254431510086617
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm1,336,0.3525254563368385,0.362900134218119,0.36418397543944253
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm1,720,0.20337932251820456,0.4224307489754483,0.42329163663831954
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm2,96,-0.5207250509725814,0.16621140200977189,0.16535038115322837
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm2,192,-0.1952564192485573,0.22234104947946548,0.22190776033260534
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm2,336,-0.2639059756647244,0.2758422429407593,0.2751161948624958
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTm2,720,-0.24353934674012923,0.34944140477868546,0.3485924450153097
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh1,96,1.4617173888283097,0.36542348224853544,0.3708441760553942
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh1,192,0.7986553617054359,0.3937364097388288,0.39690632337138226
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh1,336,1.5249513335794052,0.4088984634853711,0.41523052694342366
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh1,720,2.9317922037756516,0.46767521692084923,0.48180060963177723
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh2,96,0.3292261714020417,0.24433372960914454,0.24514079727054278
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh2,192,0.25473878861667076,0.2864218994986076,0.2871533905672102
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh2,336,0.13482237324801138,0.3217349311586167,0.32216928743781653
ordered_over_permuted_equal,hard_gate,mse,siff_equal,siff_permuted_equal,ETTh2,720,0.39132497150934364,0.40740678201442215,0.40900732983135585
ordered_over_permuted_equal,hard_gate,mae,siff_equal,siff_permuted_equal,Weather,96,0.21300184679657885,0.18590363491750947,0.18630045833435213
ordered_over_permuted_equal,hard_gate,mae,siff_equal,siff_permuted_equal,Weather,192,0.10628590210373101,0.22805887191186994,0.22830152424643183
