baseline,dataset,horizon,baseline_mse,candidate_mse,delta_mse,relative_mse_change,baseline_mae,candidate_mae,delta_mae,relative_mae_change,baseline_epochs,candidate_epochs,baseline_parameter_count,candidate_parameter_count,parameter_ratio,candidate_passes_mse
PatchEncoderFixedHeadAdapter,ETTh2,96,0.30123046040534973,0.32162752747535706,0.020397067070007324,0.06771249840590517,0.36003977060317993,0.3711831867694855,0.011143416166305542,0.030950514571311975,12,17,1066816,1087456,1.019347291379207,False
PatchEncoderFixedHeadAdapter,ETTh2,192,0.3914529085159302,0.408347487449646,0.01689457893371582,0.043158649651541155,0.4186992049217224,0.42434200644493103,0.005642801523208618,0.013476981701609783,14,17,1583264,1603904,1.0130363603290418,False
PatchEncoderFixedHeadAdapter,ETTh2,336,0.3844643831253052,0.37559330463409424,-0.008871078491210938,-0.023073862965141464,0.4182983636856079,0.41340965032577515,-0.004888713359832764,-0.011687144354949257,11,11,2357936,2378576,1.008753418243752,True
PatchEncoderFixedHeadAdapter,ETTh2,720,0.40226325392723083,0.40287068486213684,0.0006074309349060059,0.0015100333649065787,0.4394509792327881,0.4398919343948364,0.00044095516204833984,0.001003422868275724,11,12,4423728,4444368,1.0046657479845054,False
PatchEncoderFixedHeadAdapter,ETTm1,96,0.2897811233997345,0.28876325488090515,-0.0010178685188293457,-0.0035125425248119465,0.3464817702770233,0.34322261810302734,-0.0032591521739959717,-0.009406417461415574,15,13,1066816,1087456,1.019347291379207,True
PatchEncoderFixedHeadAdapter,ETTm1,192,0.3337422311306,0.32705798745155334,-0.006684243679046631,-0.020028162622401098,0.37124085426330566,0.3696807324886322,-0.001560121774673462,-0.004202451741927446,11,13,1583264,1603904,1.0130363603290418,True
PatchEncoderFixedHeadAdapter,ETTm1,336,0.36799493432044983,0.36233264207839966,-0.005662292242050171,-0.015386875508235798,0.39499378204345703,0.39004436135292053,-0.004949420690536499,-0.01253037621233229,12,11,2357936,2378576,1.008753418243752,True
PatchEncoderFixedHeadAdapter,ETTm1,720,0.4106070399284363,0.40677523612976074,-0.003831803798675537,-0.009332046034435682,0.42123308777809143,0.4176936149597168,-0.003539472818374634,-0.008402646708131468,11,11,4423728,4444368,1.0046657479845054,True
PatchEncoderFixedHeadAdapter,Weather,96,0.1495135873556137,0.14853712916374207,-0.0009764581918716431,-0.006530899359328231,0.20226888358592987,0.19802692532539368,-0.004241958260536194,-0.02097187755888356,12,13,1066816,1087456,1.019347291379207,True
PatchEncoderFixedHeadAdapter,Weather,192,0.19495533406734467,0.19385626912117004,-0.0010990649461746216,-0.005637521801762882,0.24255649745464325,0.24242807924747467,-0.0001284182071685791,-0.0005294362695544472,15,17,1583264,1603904,1.0130363603290418,True
PatchEncoderFixedHeadAdapter,Weather,336,0.24921225011348724,0.24649055302143097,-0.0027216970920562744,-0.010921201067832169,0.28483790159225464,0.27889126539230347,-0.005946636199951172,-0.020877264460625676,14,13,2357936,2378576,1.008753418243752,True
PatchEncoderFixedHeadAdapter,Weather,720,0.32664790749549866,0.3280617892742157,0.001413881778717041,0.004328458092867241,0.34054994583129883,0.33604931831359863,-0.004500627517700195,-0.013215763422642593,12,14,4423728,4444368,1.0046657479845054,False
