scope,residual_base_mae_ratio,residual_energy,residual_second_diff_smoothness,error_process_state_norm,segment_state_cosine,base_prediction_mse,final_prediction_mse,residual_gain_mse_pct,prediction_decomposition_max_abs
all,0.0014198231510818005,3.961582842748612e-05,8.394104952458292e-05,3.4975502490997314,0.9438520073890686,0.3924531042575836,0.3926992416381836,0.06271765388758954,9.5367431640625e-07
1-96,0.0007730785291641951,1.1889788765984122e-05,3.1436269637197256e-05,2.450063467025757,0.8437343239784241,0.2791760563850403,0.27927571535110474,0.035697533074485754,9.5367431640625e-07
97-192,0.0015996552538126707,4.1994739149231464e-05,8.756974420975894e-05,3.4585158824920654,0.9581857919692993,0.4072815179824829,0.40769118070602417,0.10058465814251072,4.76837158203125e-07
193-336,0.0017305979272350669,5.651391256833449e-05,0.0001173333585029468,4.221898078918457,0.9938452839851379,0.45808565616607666,0.45832037925720215,0.05123999997938,4.76837158203125e-07
